"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"AGPAT1",7,259,0,0,2,0,3,1,2,3,0,17,3,3,1,124,27
"RNF5",22,354,1,1,2,0,4,0,12,0,2,40,8,6,3,251,54
"AGER",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"PBX2",13,129,0,0,2,0,2,0,3,1,0,13,2,1,1,91,28
"GPSM3",118,56,1,12,11,8,33,7,0,27,2,20,10,41,35,21,13
"NOTCH4",1,22,0,0,0,0,0,0,0,0,0,3,0,0,0,8,134
"XXbac-BPG154L12.4",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"HLA-DRA",5938,158,1,1193,10,148,9,4,3,5,1,8,55,1040,20,391,117
"HLA-DRB5",928,16,2,158,2,23,1,5,1,1,2,3,15,157,17,71,26
"HLA-DRB1",2394,93,3,366,9,45,7,10,1,4,1,4,32,288,23,102,153
"HLA-DQA1",707,13,0,212,1,30,0,1,0,1,0,3,20,114,9,14,4
"HLA-DQB1",784,32,2,225,3,39,5,4,1,5,1,0,5,112,21,23,19
"HLA-DQA2",63,1,0,24,0,1,0,1,0,0,0,0,5,11,2,0,0
"HLA-DQB2",7,0,0,5,0,0,0,0,0,0,0,0,0,4,1,1,0
"HLA-DOB",0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,3,0
"TAP2",14,81,0,0,0,2,4,2,0,3,0,16,8,1,5,97,30
"PSMB8",64,486,4,5,13,5,28,6,13,11,5,53,33,24,47,656,85
"PSMB8-AS1",13,35,0,2,2,1,12,5,4,4,3,12,12,9,15,48,29
"PSMB9",49,321,4,4,7,14,38,17,5,14,4,59,23,36,48,334,95
"TAP1",20,181,0,1,7,1,17,2,2,9,2,26,38,5,26,224,48
"HLA-DMB",280,4,2,32,0,11,1,1,0,0,0,1,2,36,2,40,7
"HLA-DMA",521,48,1,76,3,18,1,5,0,2,1,8,26,100,6,196,24
"BRD2",41,418,1,3,6,1,8,1,11,16,2,36,16,8,10,391,50
"HLA-DOA",22,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0
"HLA-DPA1",1701,67,2,432,8,61,5,10,1,3,0,6,43,291,30,55,42
"HLA-DPB1",1846,223,6,514,3,56,10,17,6,6,4,23,30,387,22,78,57
"COL11A2",1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RXRB",6,146,1,2,0,1,3,1,3,0,1,11,2,1,4,76,15
"SLC39A7",17,562,0,2,1,0,4,3,8,1,0,47,13,5,3,157,30
"HSD17B8",9,26,0,1,0,0,2,0,3,1,0,3,10,1,2,158,5
"RING1",19,224,0,2,3,0,4,2,4,1,1,14,4,1,4,99,15
"XXbac-BPG157A10.21",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"HCG25",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"VPS52",4,52,0,1,1,1,0,0,0,0,0,2,1,0,0,65,2
"RPS18",2333,44267,83,381,411,291,1130,197,595,762,105,2145,742,748,890,42636,4458
"B3GALT4",12,96,0,2,2,1,1,0,2,0,0,11,3,0,2,65,6
"WDR46",15,258,0,2,1,0,3,0,6,4,1,15,1,2,5,99,20
"PFDN6",35,324,0,1,5,2,6,2,8,5,1,21,13,3,13,295,39
"RGL2",10,170,0,2,3,2,1,1,2,0,2,9,0,0,1,133,61
"TAPBP",80,644,4,11,7,2,23,10,5,10,4,51,26,21,23,596,90
"ZBTB22",1,52,0,0,0,0,0,0,0,0,0,5,2,4,2,18,8
"DAXX",13,321,1,2,2,0,4,2,1,1,0,12,5,1,3,106,21
"KIFC1",1,12,0,0,0,0,0,0,0,0,0,1,0,1,0,38,2
"PHF1",13,228,4,0,4,1,6,4,5,4,1,15,2,2,4,84,23
"CUTA",142,2768,4,7,22,5,52,13,30,20,5,163,92,27,55,1159,97
"SYNGAP1",0,82,0,0,2,1,1,0,1,2,0,5,0,0,4,34,8
"XXbac-BPG294E21.9",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZBTB9",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAK1",14,113,1,1,2,0,3,2,1,2,0,10,4,0,11,90,4
"ITPR3",1,45,0,0,0,0,2,0,0,1,1,1,0,0,1,215,40
"UQCC2",91,930,0,2,6,1,9,6,6,5,1,56,14,5,12,496,55
"IP6K3",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LEMD2",5,74,0,0,1,1,2,0,1,0,0,4,1,2,1,82,17
"HMGA1",76,553,1,14,5,3,6,3,5,5,1,5,26,22,11,1780,13
"C6orf1",32,406,0,2,7,1,3,1,5,3,0,22,1,8,7,137,30
"NUDT3",39,332,0,7,1,0,2,1,2,2,0,20,2,10,1,175,53
"RPS10",659,8735,21,88,92,74,283,51,172,197,23,465,216,169,213,4938,779
"SPDEF",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0
"C6orf106",10,83,0,1,0,0,1,1,2,0,0,7,0,0,4,114,21
"RP11-140K17.3",7,54,0,0,0,1,1,1,0,1,0,5,4,3,3,80,2
"SNRPC",50,467,1,6,12,2,11,3,3,3,1,54,12,13,17,434,60
"UHRF1BP1",4,21,0,0,0,0,0,0,0,0,0,2,1,1,0,21,2
"TAF11",19,362,1,0,4,0,3,0,5,3,1,23,3,6,3,203,31
"ANKS1A",2,28,0,0,0,0,0,0,0,1,0,3,1,1,0,34,15
"TCP11",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0
"SCUBE3",0,118,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0
"RP3-329A5.8",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ZNF76",6,47,1,0,0,2,1,0,0,0,0,3,3,0,1,33,9
"DEF6",17,11,2,2,2,1,13,2,0,6,2,0,9,1,23,38,2
"PPARD",12,64,0,1,0,0,1,0,3,0,0,3,3,1,0,76,5
"FANCE",1,7,0,1,0,0,0,0,1,0,0,1,1,0,0,4,1
"RPL10A",651,15653,38,126,149,93,357,77,323,255,45,917,224,200,331,11118,1261
"TEAD3",2,164,0,0,0,0,0,0,7,0,0,7,0,0,0,85,3
"TULP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FKBP5",59,276,1,9,5,1,22,7,1,12,4,29,4,57,13,42,45
"ARMC12",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LHFPL5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SRPK1",14,137,0,0,2,0,6,1,5,3,0,8,9,4,6,190,24
"MAPK14",18,133,0,4,3,2,0,0,3,4,0,2,3,6,0,98,21
"MAPK13",8,35,1,0,0,1,6,0,0,1,0,2,2,1,3,143,5
"RP1-179N16.6",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0
"BRPF3",3,63,0,2,0,0,0,0,0,0,1,1,1,0,1,28,6
"PNPLA1",1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0
"C6orf222",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0
"ETV7",1,13,0,0,2,0,0,0,0,0,0,0,1,3,2,10,1
"RP1-50J22.4",0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"PXT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KCTD20",33,195,0,2,0,2,1,1,7,0,1,12,1,13,2,76,29
"STK38",14,132,0,1,1,0,1,3,3,0,0,3,0,9,3,140,10
"SRSF3",180,1389,7,17,14,5,28,5,34,18,2,132,18,57,33,1302,155
"CDKN1A",46,416,0,8,4,0,4,0,12,3,0,43,35,35,6,168,68
"RAB44",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CPNE5",1,12,0,0,1,4,0,1,0,0,0,0,18,1,1,3,39
"PPIL1",11,104,0,2,1,0,0,0,0,0,1,6,3,3,2,44,15
"C6orf89",16,252,0,0,0,2,4,1,2,4,1,20,14,0,5,131,38
"PI16",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"MTCH1",60,1127,0,5,2,0,10,3,15,7,2,68,11,6,8,453,103
"FGD2",20,3,0,5,0,1,0,0,0,0,0,0,4,5,0,6,0
"PIM1",11,819,2,1,2,3,14,2,1,9,6,22,20,10,19,127,9
"TMEM217",3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
"TBC1D22B",0,25,0,0,0,0,0,0,0,1,1,2,0,0,0,30,6
"RNF8",9,134,0,0,1,1,1,1,6,0,1,9,2,0,4,129,16
"CMTR1",5,35,0,2,1,1,1,1,2,0,0,3,4,1,0,46,5
"CCDC167",35,408,0,0,2,2,18,2,2,8,2,30,34,3,32,224,30
"RP1-153P14.5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MDGA1",0,30,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1
"ZFAND3",13,180,0,0,1,0,0,0,1,0,0,4,0,4,3,121,22
"BTBD9",2,22,0,0,0,0,1,0,0,0,0,1,1,0,0,23,4
"GLO1",34,550,1,3,6,1,8,0,9,4,2,40,12,7,4,392,33
"DNAH8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SAYSD1",19,158,0,1,0,1,3,1,0,2,0,10,2,1,7,62,16
"KCNK5",2,4,0,0,0,0,0,1,0,1,0,0,0,0,0,55,8
"KCNK17",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"KIF6",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"DAAM2",0,51,0,0,0,1,0,0,1,1,0,34,0,0,0,4,0
"MOCS1",0,17,0,0,0,0,0,0,1,0,0,6,0,0,0,1,2
"UNC5CL",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
"OARD1",13,151,0,3,5,3,2,2,2,2,1,12,1,5,8,180,16
"NFYA",4,35,0,0,0,0,0,0,0,2,0,2,1,1,1,29,8
"TREML1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TREM2",267,2,0,1,0,0,0,0,0,0,0,0,0,8,1,6,0
"TREML2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TREM1",138,123,0,13,0,0,0,0,0,1,0,0,0,47,0,7,1
"FOXP4-AS1",0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0
"FOXP4",8,103,0,0,0,0,0,0,0,0,0,2,0,1,0,99,3
"MDFI",0,551,0,0,0,0,0,0,0,0,0,4,0,1,0,106,21
"TFEB",5,55,0,1,0,3,0,0,1,0,0,3,0,1,0,107,5
"PGC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"FRS3",0,23,0,0,1,0,0,0,0,0,0,1,1,0,0,14,2
"PRICKLE4",2,5,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2
"USP49",1,19,0,0,0,0,0,0,0,0,0,1,1,0,1,25,2
"MED20",2,51,0,0,0,0,1,0,3,0,0,4,0,1,1,37,10
"BYSL",1,73,0,1,0,0,1,1,0,1,1,10,0,1,1,46,14
"CCND3",20,250,1,3,5,2,28,3,2,15,3,13,4,11,17,113,38
"TAF8",4,52,0,0,4,0,0,0,1,0,0,2,0,3,1,53,13
"RP11-7K24.3",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
"C6orf132",1,82,0,0,0,0,0,0,1,0,1,2,0,0,1,330,1
"GUCA1A",0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"MRPS10",32,291,0,1,6,1,7,0,10,3,1,23,4,2,4,170,27
"TRERF1",0,13,0,1,2,0,0,0,1,1,0,1,1,1,0,38,2
"UBR2",8,104,0,1,1,0,1,3,1,0,0,3,2,5,3,100,15
"PRPH2",0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"TBCC",11,100,1,1,0,0,3,2,2,1,1,10,5,2,7,60,11
"GLTSCR1L",5,31,0,0,0,0,1,1,0,0,0,0,0,1,1,23,4
"RPL7L1",21,349,1,0,7,3,6,1,6,3,3,19,6,7,9,214,33
"C6orf226",9,104,0,2,2,0,3,0,2,2,1,4,5,1,2,42,11
"PTCRA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNPY3",151,371,2,14,7,3,8,3,5,3,4,36,4,31,6,215,42
"RP3-475N16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"GNMT",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEX6",1,60,1,0,0,1,0,0,2,2,0,8,0,2,0,80,11
"PPP2R5D",5,67,0,0,0,0,1,0,0,1,0,4,0,1,1,61,6
"MEA1",43,543,0,4,6,0,7,2,8,5,3,50,11,8,15,273,41
"KLHDC3",24,435,1,1,4,1,2,1,5,2,0,26,9,5,4,130,31
"RRP36",5,91,0,0,1,0,1,0,0,0,0,11,3,1,3,61,15
"RP1-20C7.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CUL7",3,78,0,0,0,0,0,0,0,0,0,1,1,0,1,53,6
"KLC4",2,53,0,0,1,0,2,0,1,0,0,7,1,0,1,114,3
"MRPL2",22,287,1,1,6,2,7,1,4,2,0,26,16,4,1,142,28
"RP11-387M24.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTK7",3,791,0,0,0,0,0,0,2,0,0,24,2,0,0,14,16
"SRF",4,192,1,0,0,2,1,0,3,1,0,6,1,2,0,63,16
"CUL9",2,33,0,0,2,0,1,0,0,0,1,2,0,1,10,30,6
"DNPH1",60,499,1,2,6,4,16,2,11,12,2,53,19,3,53,646,19
"TTBK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CRIP3",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2
"ZNF318",7,53,0,1,0,0,0,0,3,0,0,4,1,0,0,79,10
"ABCC10",6,24,0,1,0,0,1,1,1,1,0,3,1,0,1,53,8
"DLK2",0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"TJAP1",6,76,0,1,0,0,1,0,0,1,0,4,0,2,3,46,8
"LRRC73",0,12,1,0,0,0,0,0,0,0,0,2,0,0,0,14,0
"POLR1C",3,119,0,1,4,0,2,1,0,1,0,8,2,1,0,102,8
"YIPF3",49,895,1,1,4,2,5,2,8,4,1,59,33,5,7,365,71
"RP3-337H4.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"XPO5",3,55,0,0,0,0,0,0,0,0,0,4,0,0,1,47,8
"POLH",0,26,0,0,0,0,0,0,0,1,1,3,1,1,3,11,2
"GTPBP2",3,52,0,0,0,0,2,0,2,0,0,2,0,4,0,39,20
"MAD2L1BP",9,70,0,1,2,0,0,1,3,0,0,7,1,0,2,82,6
"RSPH9",1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"MRPS18A",25,185,0,1,4,1,5,1,6,0,0,20,13,3,2,192,18
"VEGFA",92,380,0,27,4,0,0,0,0,1,0,8,8,63,1,612,3
"RP5-1120P11.1",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,1
"C6orf223",0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,51,1
"RP5-1120P11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MRPL14",58,718,1,3,6,1,3,1,17,4,2,66,10,8,9,567,50
"TMEM63B",11,80,0,0,0,0,0,0,1,2,0,4,0,1,0,127,13
"CAPN11",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"SLC29A1",22,48,0,0,2,0,1,0,5,0,0,13,1,1,2,34,76
"HSP90AB1",358,3662,6,43,53,21,77,22,79,33,10,341,56,62,109,2129,542
"SLC35B2",17,404,0,2,2,2,4,1,2,1,0,33,5,0,4,186,10
"NFKBIE",18,53,0,2,2,0,1,0,0,1,0,8,4,2,3,33,5
"RP11-444E17.6",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AARS2",1,21,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2
"CDC5L",31,236,0,4,1,3,5,0,5,3,0,26,1,6,4,119,29
"SUPT3H",4,82,0,1,1,1,4,0,2,2,1,3,3,1,0,38,3
"RUNX2",5,376,0,1,0,0,7,0,0,3,1,3,0,5,4,141,2
"RP1-244F24.1",1,21,0,0,0,0,0,0,0,1,0,0,0,0,1,44,0
"RP1-166H4.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLIC5",0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,21,5
"RP1-8B1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENPP4",10,17,0,0,0,0,2,0,0,0,0,0,0,1,0,61,4
"ENPP5",0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0
"RCAN2",0,97,0,0,0,0,2,0,3,0,0,7,0,1,0,2,6
"CYP39A1",0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
"SLC25A27",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2
"TDRD6",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"PLA2G7",139,5,0,5,0,1,0,0,0,1,0,0,0,12,0,4,1
"MEP1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ADGRF5",0,41,0,0,0,0,0,0,0,0,0,67,0,0,1,5,122
"ADGRF1",0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,173,0
"TNFRSF21",27,82,0,1,0,0,0,0,2,1,0,5,0,1,1,260,5
"RP11-385F7.1",1,8,0,0,0,0,1,0,0,0,0,1,0,0,0,76,2
"CD2AP",13,100,0,1,0,0,1,1,1,2,0,3,1,3,1,237,36
"ADGRF4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"PTCHD4",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MUT",7,104,0,1,1,0,4,1,0,1,0,7,3,0,1,38,13
"CENPQ",5,39,0,0,0,0,0,0,1,0,0,1,0,2,2,22,3
"C6orf141",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2
"PKHD1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"IL17A",0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,1,0
"IL17F",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MCM3",5,87,0,1,1,1,1,0,3,2,0,15,3,2,2,101,28
"PAQR8",2,15,0,0,1,0,3,0,0,2,0,2,1,1,3,24,7
"EFHC1",18,198,0,2,4,1,1,0,4,0,0,15,5,2,0,134,21
"TRAM2",1,212,0,0,0,0,1,0,1,0,0,22,6,1,0,18,16
"TRAM2-AS1",1,22,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0
"TMEM14A",21,477,0,4,7,0,8,0,5,4,0,40,4,1,5,293,53
"GSTA2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GSTA1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GSTA4",3,203,0,0,0,0,0,0,1,0,0,13,0,0,0,25,14
"ICK",4,103,0,0,0,0,2,0,4,0,0,3,2,0,0,35,3
"FBXO9",11,162,1,0,0,0,4,0,2,1,0,16,1,2,3,96,14
"GCM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ELOVL5",29,420,0,9,9,3,18,1,9,8,0,42,5,5,22,13,60
"RP3-483K16.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCLC",23,47,0,0,2,0,0,0,2,0,0,3,0,2,1,50,7
"LINC01564",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHL31",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-79N23.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRC1",0,70,0,0,0,0,1,0,0,0,0,0,0,1,1,167,33
"MLIP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-411K7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"TINAG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"FAM83B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"HMGCLL1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMP5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL21A1",0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,1,6
"DST",12,769,0,1,2,1,0,0,19,0,1,45,0,1,0,321,66
"BEND6",0,93,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0
"KIAA1586",2,57,0,0,0,0,1,0,4,0,0,5,0,0,1,3,4
"ZNF451",23,197,0,1,3,1,3,0,3,2,1,14,2,2,2,113,32
"RP11-203B9.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAG2",7,495,0,0,0,0,1,0,15,2,0,27,2,0,2,12,0
"RAB23",3,451,0,0,0,0,1,0,16,0,0,22,1,0,0,22,7
"PRIM2",8,63,0,0,1,1,2,1,2,1,0,6,2,2,4,49,3
"XXbac-BPGBPG55C20.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"XXbac-BPGBPG55C20.2",4,39,0,0,0,0,0,0,0,2,0,1,2,1,0,54,6
"LINC00680",1,24,0,0,0,0,1,0,0,1,0,2,0,1,1,18,2
"KHDRBS2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FKBP1C",0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4
"LGSN",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PTP4A1",62,395,0,6,3,2,2,0,6,4,0,50,10,16,9,100,26
"RP5-1148A21.3",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PHF3",22,209,0,1,5,0,4,4,10,2,1,11,6,6,4,139,29
"EYS",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP3-525N10.2",0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ADGRB3",0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"LMBRD1",36,154,1,3,5,3,2,1,1,2,0,20,12,1,2,119,20
"COL19A1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-462G2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-462G2.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM135A",7,33,0,1,0,0,0,1,0,0,0,0,0,2,0,71,7
"SDHAF4",3,36,1,1,1,0,0,0,0,0,1,4,0,0,1,40,6
"RP11-134K13.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SMAP1",38,411,0,8,12,1,13,4,5,5,1,23,8,11,14,196,32
"B3GAT2",9,91,1,1,1,2,3,0,1,2,1,6,0,1,11,62,6
"OGFRL1",48,33,0,8,0,0,1,1,0,2,0,3,0,14,1,93,7
"LINC00472",0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"RIMS1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNQ5",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KHDC1L",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"KHDC1",1,31,0,0,0,0,1,0,0,0,0,0,1,0,0,16,0
"RP11-398K22.12",0,24,0,0,1,0,1,1,0,1,0,2,1,0,1,6,0
"OOEP",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DDX43",1,15,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3
"MB21D1",6,29,0,3,0,0,2,1,1,3,0,2,5,2,4,34,8
"MTO1",4,46,0,0,1,0,6,1,1,2,1,5,0,2,1,39,3
"RP11-505P4.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EEF1A1",2853,64257,133,520,672,415,1647,296,1622,1060,141,2922,717,1035,1344,21550,5468
"SLC17A5",25,147,0,1,1,1,1,0,1,2,0,9,5,3,1,51,12
"RP11-553A21.3",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD109",38,240,0,2,2,0,0,0,7,1,0,7,1,4,1,336,43
"RP11-554D15.1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"RP11-554D15.3",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"COL12A1",8,4475,0,2,0,0,1,1,16,1,0,125,6,2,0,102,47
"COX7A2",416,3349,6,21,37,12,45,14,68,35,8,378,156,80,88,3749,403
"TMEM30A",38,507,0,8,3,0,4,0,12,1,2,48,9,10,7,208,76
"RP1-234P15.4",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"FILIP1",0,84,0,0,0,0,0,0,8,0,0,18,0,0,0,2,50
"RP11-415D17.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SENP6",15,275,0,4,3,3,2,1,7,1,1,14,5,8,1,162,34
"MYO6",2,128,0,0,0,0,0,0,2,0,0,11,1,0,0,348,32
"IRAK1BP1",0,13,0,0,0,0,0,0,1,0,0,1,0,0,0,22,0
"PHIP",40,300,1,1,7,1,9,0,11,4,1,28,9,9,9,335,47
"HMGN3",97,885,2,4,15,3,7,3,16,5,3,73,19,26,11,396,152
"HMGN3-AS1",2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"LCA5",0,53,0,0,0,0,0,0,1,0,0,3,0,0,0,12,11
"RP11-177G23.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SH3BGRL2",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,131,16
"ELOVL4",1,46,1,0,0,0,0,0,1,0,0,3,0,0,1,1,0
"TTK",0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,25,1
"BCKDHB",2,51,0,0,0,0,1,0,1,0,0,3,2,0,1,64,3
"RP11-250B2.6",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-250B2.5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FAM46A",25,762,1,5,13,1,3,0,2,0,0,75,0,4,3,78,0
"LINC01526",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-379B8.1",3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1
"IBTK",19,293,0,0,1,0,3,0,2,1,1,14,4,4,3,193,28
"TPBG",4,707,1,0,0,0,1,0,0,0,0,22,0,1,0,117,25
"UBE3D",3,30,0,0,0,0,1,0,1,1,0,3,0,0,2,36,5
"DOPEY1",1,26,0,0,2,0,1,0,0,0,0,3,0,1,1,25,0
"PGM3",3,343,0,0,2,1,1,0,5,0,0,11,4,1,1,53,6
"RWDD2A",0,43,0,0,0,0,1,0,2,0,0,1,1,0,0,15,0
"ME1",21,24,0,0,0,0,0,0,1,0,0,4,0,0,0,29,0
"PRSS35",0,68,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
"SNAP91",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIPPLY2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYB5R4",35,48,0,2,2,1,1,1,2,2,0,4,1,14,2,37,3
"MRAP2",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"CEP162",2,59,0,0,1,1,0,0,1,0,0,4,1,1,0,22,3
"LINC01611",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
