"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"PQLC2",1,0,0,0,0,0,7,0,0,4,2,1,0,3,0,0,0,0,0,0,0,2,0,1
"CAPZB",15,41,14,9,4,9,225,42,9,121,144,163,14,54,34,7,47,25,7,7,17,40,32,109
"RP5-1056L3.1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"MINOS1",14,23,22,5,4,17,241,22,19,97,99,102,20,61,25,4,33,54,8,11,30,26,25,96
"NBL1",0,12,0,0,0,2,349,18,0,3,56,79,29,2,6,4,28,40,3,1,0,0,2,65
"TMCO4",0,0,0,2,0,0,6,1,0,9,2,1,0,2,0,0,0,3,1,0,1,1,0,1
"RNF186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"OTUD3",0,0,0,0,0,1,7,0,0,4,1,2,0,3,1,1,5,4,0,0,0,1,0,1
"PLA2G2A",0,1,1,1,0,0,757,0,0,7,7,4,0,8,3,1,5,164,1,0,1,2,1,6
"PLA2G5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"UBXN10-AS1",0,0,0,0,0,0,3,0,3,1,4,0,0,0,0,1,0,0,0,0,0,0,1,1
"UBXN10",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"CAMK2N1",0,5,0,0,0,2,65,2,0,3,6,8,1,0,2,0,3,37,1,0,0,1,1,8
"MUL1",1,0,0,1,0,1,11,1,0,13,6,4,1,6,2,1,4,3,0,1,1,3,1,8
"FAM43B",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDA",0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,6
"PINK1",0,1,0,0,0,1,28,1,2,3,1,2,2,3,1,2,0,4,0,1,0,0,1,28
"PINK1-AS",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
"DDOST",7,7,1,0,2,3,81,5,4,37,32,31,1,19,12,2,16,12,2,21,8,2,3,28
"KIF17",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
"SH2D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HP1BP3",1,13,4,1,1,10,105,11,1,48,47,47,8,39,9,3,15,12,1,2,4,13,8,44
"EIF4G3",1,4,0,0,0,1,22,2,7,24,7,15,0,23,2,1,4,9,1,2,0,4,2,21
"ECE1",0,3,0,0,0,3,26,1,3,23,4,3,0,8,2,2,1,3,1,1,3,1,2,68
"RP3-329E20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"NBPF3",0,0,0,0,0,1,9,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,1
"ALPL",0,0,0,0,0,0,7,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,39
"RAP1GAP",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0
"USP48",1,2,0,1,2,3,22,3,3,34,20,13,3,22,5,1,1,0,0,11,0,9,9,19
"LDLRAD2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPG2",2,1,1,0,0,37,61,0,2,2,2,2,1,3,0,0,0,4,0,2,0,1,0,247
"RP1-224A6.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"LINC00339",0,0,0,0,0,0,3,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"CDC42",13,69,16,16,10,10,148,64,23,308,226,256,15,226,45,18,82,22,7,13,50,60,37,173
"WNT4",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZBTB40",0,1,0,0,1,0,3,1,2,7,3,5,1,8,0,1,3,0,0,0,0,0,2,4
"C1QA",297,1,100,0,0,0,3,1,2,4,3,2,0,2,1,0,0,0,0,0,20,0,0,2
"C1QC",189,0,71,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,4,0,1,1
"C1QB",298,0,102,0,0,0,6,0,0,2,4,0,0,1,0,0,0,2,0,0,14,0,0,1
"EPHB2",0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0
"C1orf234",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"KDM1A",2,0,0,0,0,1,10,0,2,9,5,0,1,3,1,0,2,1,0,0,0,2,1,7
"LUZP1",1,8,2,2,1,1,39,2,4,5,35,22,0,14,6,1,4,8,3,1,1,0,3,121
"LINC01355",0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"HNRNPR",0,9,3,4,2,11,66,13,4,33,29,51,4,51,11,4,13,9,4,3,2,25,7,51
"ZNF436",0,0,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,5
"ZNF436-AS1",0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
"TCEA3",0,0,0,0,0,2,34,1,0,0,1,0,0,1,1,0,0,17,0,1,0,0,0,1
"ASAP3",0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3
"E2F2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ID3",4,4,1,0,1,54,571,33,1,232,12,19,3,97,7,2,19,38,24,6,1,20,9,176
"MDS2",0,1,0,0,0,0,0,0,0,4,2,0,0,2,2,0,0,0,0,0,0,0,1,0
"RPL11",90,682,192,97,121,86,2797,551,308,5855,3338,2360,98,3849,1280,117,719,492,80,265,346,488,591,1412
"TCEB3",0,4,2,2,2,0,14,6,0,15,17,15,1,15,0,4,11,1,2,4,0,3,2,14
"TCEB3-AS1",1,0,0,0,0,0,2,0,0,3,2,3,1,1,0,0,0,0,0,0,0,0,1,2
"PITHD1",5,16,2,5,0,6,47,17,3,61,66,74,5,67,13,7,20,11,1,2,3,14,19,26
"LYPLA2",0,7,0,0,2,1,14,8,5,19,15,19,0,11,8,1,6,6,2,3,0,5,2,18
"GALE",0,1,2,0,0,1,0,2,0,3,3,1,1,1,0,0,2,7,0,0,0,2,0,5
"HMGCL",1,0,1,0,0,2,21,0,0,4,2,4,2,6,0,0,0,1,0,0,0,0,1,9
"FUCA1",13,1,2,1,0,2,26,6,1,6,4,8,0,3,0,1,4,8,1,1,0,4,0,5
"CNR2",0,0,0,0,0,0,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,3,0,1
"PNRC2",10,22,3,0,1,2,93,23,3,116,41,46,4,122,19,5,21,19,3,4,4,45,12,72
"SRSF10",2,15,2,5,5,2,84,20,12,141,71,71,3,131,18,3,22,8,6,7,2,30,10,71
"IL22RA1",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"IFNLR1",0,0,0,0,0,0,0,0,0,3,3,4,0,7,0,0,0,1,0,0,0,2,0,0
"STPG1",0,1,0,0,0,0,2,0,0,4,2,3,2,1,2,2,1,0,0,0,0,1,0,1
"NIPAL3",0,3,0,0,1,1,2,2,0,6,16,16,0,5,2,1,4,4,0,2,0,0,3,6
"RCAN3",0,9,0,2,0,2,5,18,0,18,69,89,2,16,13,4,15,3,0,2,0,7,14,3
"RP4-594I10.3",0,1,1,0,0,0,0,3,0,5,17,20,0,3,5,1,8,0,0,0,0,0,2,0
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SRRM1",3,24,2,7,9,15,101,44,13,134,119,125,5,132,34,9,52,10,9,10,10,19,34,82
"CLIC4",0,1,0,0,0,14,43,2,2,17,0,3,6,17,0,0,1,3,6,7,6,18,1,139
"RUNX3",1,76,8,12,14,0,3,48,23,83,155,292,0,47,18,13,67,1,0,6,9,7,10,1
"SYF2",2,35,8,4,5,8,118,19,13,128,83,66,7,137,25,5,31,15,7,7,16,20,20,83
"RSRP1",10,34,4,10,4,13,190,25,19,159,121,112,15,147,29,20,51,12,2,14,7,30,20,131
"RP3-465N24.6",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
"RHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM50A",7,34,7,7,11,17,162,27,15,59,122,120,3,53,24,8,35,13,6,12,7,19,29,128
"RHCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TMEM57",0,5,2,0,2,3,13,4,2,18,19,22,0,14,2,1,11,4,2,2,3,4,4,17
"LDLRAP1",0,1,0,0,0,0,4,1,0,2,10,7,0,2,3,0,2,5,1,0,0,0,5,4
"RP11-70P17.1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MAN1C1",1,1,0,2,1,0,57,8,0,0,10,12,0,0,2,0,5,0,0,0,1,0,1,8
"RP1-187B23.1",0,3,0,0,0,1,4,14,0,0,12,16,0,0,1,1,22,1,0,1,0,0,1,1
"SEPN1",2,1,0,0,1,2,24,1,1,1,6,4,1,2,1,0,1,3,0,0,2,0,2,39
"RP1-317E23.3",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"MTFR1L",1,1,2,0,0,4,14,3,3,6,6,2,3,8,1,0,1,1,1,0,1,0,0,8
"RP1-125I3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"PAQR7",1,0,0,0,0,0,13,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"STMN1",3,11,7,2,2,21,37,17,30,44,15,38,2,56,6,4,16,18,2,2,1,85,2,67
"PAFAH2",0,2,0,0,0,0,2,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,4
"EXTL1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC30A2",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TRIM63",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDIK1L",0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8
"RP11-96L14.7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF593",0,9,1,3,0,1,34,9,6,45,18,25,0,45,7,1,4,15,1,14,1,2,4,34
"CNKSR1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,1
"CEP85",0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,1,0,1,0,3
"SH3BGRL3",52,208,104,45,36,21,378,143,160,422,745,853,12,348,119,22,236,137,3,28,213,92,135,243
"UBXN11",0,2,2,0,0,0,5,2,1,15,6,12,0,2,6,1,3,0,0,2,3,3,3,3
"CD52",3,177,36,47,21,9,23,185,65,1101,836,1044,0,1018,180,16,335,2,3,32,88,224,161,18
"AIM1L",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
"ZNF683",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0
"DHDDS",1,3,1,0,0,0,16,2,0,7,1,4,0,4,0,0,4,1,1,6,2,1,1,4
"HMGN2",22,46,10,8,9,14,300,79,29,309,163,205,19,281,33,14,58,52,7,14,28,290,33,80
"RPS6KA1",1,2,3,1,1,0,2,4,0,13,4,11,0,15,0,1,4,6,0,1,4,3,2,1
"RP5-968P14.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARID1A",1,6,1,1,0,5,27,6,5,37,27,24,2,42,3,1,16,3,2,0,2,13,5,27
"PIGV",0,0,0,0,0,1,10,0,0,2,2,3,1,2,1,0,0,0,0,0,0,1,2,0
"ZDHHC18",0,4,0,1,2,0,5,2,0,6,11,8,0,1,2,2,2,0,0,3,0,0,5,8
"SFN",0,0,1,0,0,0,0,0,0,2,1,3,0,1,0,0,1,36,0,0,0,0,0,3
"GPN2",0,0,0,0,0,0,9,5,1,13,10,8,0,20,1,1,5,1,1,3,1,8,4,9
"GPATCH3",0,2,0,0,0,0,4,3,1,11,6,3,0,11,0,0,4,1,0,0,0,0,2,10
"NUDC",2,6,6,2,6,8,92,7,8,50,41,45,7,24,17,4,15,7,5,4,3,13,10,69
"NR0B2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"KDF1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"TRNP1",0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"FAM46B",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"SLC9A1",0,2,1,1,0,0,23,1,1,9,7,2,1,7,2,1,3,3,0,0,0,1,2,10
"WDTC1",1,1,0,0,0,1,6,1,3,11,5,4,0,11,1,0,1,1,0,0,0,5,1,4
"TMEM222",0,3,0,0,0,1,30,4,1,24,12,11,0,15,5,2,1,2,0,1,1,1,2,10
"SYTL1",0,14,0,1,1,0,1,4,1,55,41,26,1,48,16,2,5,5,1,6,1,23,5,2
"MAP3K6",0,0,1,0,0,0,8,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,11
"FCN3",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33
"GPR3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"WASF2",0,11,5,4,3,10,130,10,10,83,33,37,12,78,17,4,17,23,8,2,8,27,2,129
"RP1-159A19.4",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AHDC1",0,1,0,0,0,1,11,0,0,1,3,0,0,1,0,1,0,2,2,0,0,1,1,8
"FGR",0,1,3,0,0,0,0,2,0,0,0,2,0,5,0,5,2,0,0,0,11,0,0,19
"RP11-288L9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"IFI6",6,14,6,1,2,12,250,6,6,22,34,35,2,15,9,1,14,7,2,7,39,6,9,401
"FAM76A",0,1,0,1,0,2,9,3,0,15,11,11,2,11,4,0,4,0,0,0,2,2,2,5
"STX12",1,2,2,1,0,2,29,0,0,11,9,7,2,10,1,0,3,7,3,3,4,6,2,39
"PPP1R8",1,6,1,1,0,0,11,5,0,20,12,17,1,23,4,1,4,1,0,1,0,5,3,13
"THEMIS2",9,3,15,0,0,0,0,1,0,45,0,1,0,17,0,0,1,1,0,13,21,3,0,3
"RPA2",2,8,2,1,1,4,32,7,0,49,29,27,3,33,4,0,2,1,0,2,1,7,0,18
"SMPDL3B",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1
"RP11-460I13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"XKR8",0,2,1,1,1,0,3,2,0,9,11,4,2,1,1,1,1,1,1,1,0,0,1,2
"EYA3",1,2,0,0,1,0,5,0,1,7,4,1,0,3,3,0,0,0,0,2,1,3,1,5
"PTAFR",4,0,8,0,0,0,0,0,6,5,0,0,0,1,0,0,0,0,0,0,1,1,0,20
"DNAJC8",4,10,6,1,6,10,97,17,10,78,55,51,8,72,17,3,20,9,1,2,9,18,16,80
"ATPIF1",6,29,2,10,3,14,137,29,19,57,98,122,17,54,25,7,35,54,5,28,8,43,32,89
"RP5-1092A3.4",0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,0,0
"RP5-1092A3.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SESN2",0,5,2,0,1,1,14,7,1,13,16,13,1,21,3,0,7,4,1,0,2,2,3,7
"MED18",0,0,1,1,0,0,5,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,2
"PHACTR4",2,3,3,0,0,7,25,1,2,21,8,12,0,14,2,0,2,5,0,1,0,1,1,73
"RCC1",0,0,0,0,1,0,17,2,0,3,5,6,0,5,3,1,0,4,2,0,0,1,0,17
"TRNAU1AP",2,5,1,3,1,4,26,5,5,23,14,8,0,10,3,4,3,6,0,2,3,0,2,18
"SNHG12",3,9,2,3,1,4,48,7,1,88,26,44,2,144,13,6,13,5,2,10,4,8,2,22
"TAF12",0,4,1,2,0,1,42,7,3,23,14,11,2,13,2,2,6,0,1,0,1,4,5,28
"RAB42",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-442N24--B.1",0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"RNU11",0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"GMEB1",0,2,0,0,0,1,8,1,2,20,5,16,2,18,2,1,10,1,0,0,1,3,1,10
"YTHDF2",1,13,1,2,1,4,40,17,5,73,49,60,1,63,14,6,24,12,1,9,4,14,10,47
"OPRD1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPB41",1,4,1,0,1,1,1,8,2,19,19,11,0,10,4,4,2,2,0,2,1,2,0,9
"TMEM200B",0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
"SRSF4",2,17,1,2,4,5,44,5,5,44,55,32,11,43,6,4,15,4,5,8,1,14,8,107
"MECR",0,0,0,0,0,2,11,2,1,5,2,3,1,3,1,0,0,0,0,0,0,0,0,3
"PTPRU",0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MATN1",0,0,0,0,0,0,1,0,0,4,0,0,0,17,0,0,1,0,0,0,0,0,0,0
"MATN1-AS1",0,1,0,0,0,0,2,1,0,5,0,2,0,18,0,0,0,0,0,0,0,0,0,1
"LAPTM5",41,74,29,23,19,4,12,51,56,657,334,280,0,905,83,17,63,5,0,18,78,170,58,11
"SDC3",4,0,1,0,0,7,23,0,0,0,0,0,6,1,0,0,0,1,0,0,1,0,0,11
"PUM1",2,7,3,0,0,4,48,8,2,42,16,26,1,43,5,0,12,5,3,8,3,5,3,36
"SNRNP40",0,4,2,1,2,3,22,4,1,22,19,22,0,22,6,2,11,4,1,1,0,7,4,20
"ZCCHC17",1,5,2,1,0,2,49,8,4,13,12,16,4,11,2,2,4,4,2,0,0,7,2,24
"FABP3",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERINC2",0,0,0,0,0,0,0,1,2,1,0,0,0,3,0,0,1,19,0,1,0,0,0,2
"TINAGL1",0,2,3,0,0,0,0,0,0,1,1,1,0,1,1,0,0,5,24,0,0,0,1,136
"PEF1",1,7,1,0,1,0,34,4,0,31,15,32,1,21,2,1,8,4,1,2,1,6,5,56
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"COL16A1",0,1,0,0,0,13,101,0,0,1,1,1,5,0,0,0,0,1,0,0,0,1,0,3
"ADGRB2",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SPOCD1",0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"RP11-84A19.2",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-84A19.4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTP4A2",12,19,13,1,3,3,97,24,15,72,52,71,6,35,14,1,17,51,2,7,33,16,14,89
"KHDRBS1",4,20,7,9,3,9,103,17,15,82,60,75,7,52,15,6,23,13,2,7,10,31,19,102
"RP11-277A4.4",0,1,0,0,0,0,2,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0,1,1
"TMEM39B",1,2,0,0,0,0,15,0,1,10,2,1,1,3,1,0,0,1,0,1,2,2,1,13
"KPNA6",1,6,1,2,2,2,23,3,5,27,16,26,1,26,7,2,11,3,0,3,1,7,2,23
"TXLNA",0,0,1,1,0,0,23,2,2,5,7,9,3,10,0,0,0,3,0,4,1,1,4,23
"CCDC28B",0,1,0,0,0,2,22,1,0,1,4,8,2,7,1,1,0,1,2,0,2,4,1,15
"RP4-622L5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"IQCC",0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,2
"DCDC2B",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM234",0,0,0,0,0,1,15,1,0,3,5,4,1,2,0,0,3,3,1,2,0,0,1,7
"EIF3I",6,20,6,1,5,11,130,17,11,104,75,85,5,80,26,8,17,21,3,10,11,29,19,119
"FAM167B",1,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,160
"LCK",0,56,0,11,7,2,6,40,0,14,130,183,0,10,31,4,68,2,0,2,0,13,36,6
"HDAC1",0,9,2,3,0,3,38,9,3,48,25,33,1,35,8,6,8,16,4,5,1,25,6,35
"MARCKSL1",2,45,12,2,1,9,103,30,23,260,64,122,4,323,33,10,30,47,6,10,34,259,4,185
"TSSK3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM229A",0,0,0,0,0,1,6,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0
"BSDC1",0,5,1,0,2,3,34,8,0,36,17,18,4,21,7,1,6,5,6,2,0,13,5,27
"ZBTB8A",0,0,0,0,0,1,19,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,1
"ZBTB8OS",2,8,2,3,0,0,37,2,1,17,18,17,1,22,6,0,6,2,2,8,2,10,5,22
"RBBP4",4,5,2,1,1,3,52,2,2,36,22,26,4,32,11,3,9,4,2,5,2,19,4,36
"SYNC",1,1,1,0,1,0,13,2,0,4,3,8,0,2,1,0,0,0,0,0,0,2,0,1
"KIAA1522",0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2
"YARS",0,7,1,0,1,1,13,3,0,10,16,7,0,10,1,3,3,1,1,3,3,2,1,2
"S100PBP",1,3,0,0,0,2,11,0,1,8,7,4,1,5,1,1,3,1,1,0,0,3,0,4
"FNDC5",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"HPCA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM54",0,1,0,0,0,1,14,1,0,1,5,2,1,1,0,0,0,64,0,2,1,1,0,14
"RNF19B",0,1,3,1,0,1,8,2,3,11,24,4,0,8,1,1,3,3,0,0,3,3,1,56
"AK2",2,1,2,0,2,4,40,12,3,24,15,20,6,21,4,0,7,12,0,4,8,17,8,46
"AZIN2",0,0,0,0,0,1,4,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,3
"TRIM62",0,0,0,1,0,0,2,1,0,3,0,5,0,1,1,0,0,0,0,0,0,0,2,0
"ZNF362",0,1,0,0,0,1,12,0,0,3,4,3,0,1,0,1,3,1,0,0,0,0,0,7
"PHC2",2,2,1,0,0,1,19,2,0,2,4,1,1,4,0,0,0,0,0,1,1,1,0,14
"RP11-415J8.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZSCAN20",0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CSMD2",0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SMIM12",5,6,3,1,2,1,20,11,5,43,17,28,0,13,4,3,11,4,1,1,1,3,3,28
"GJB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"GJB3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"GJA4",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,32
"DLGAP3",0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0
"RP11-244H3.4",0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
"ZMYM6",0,1,0,0,0,0,5,0,1,4,4,4,1,3,3,0,1,0,0,0,0,2,3,0
"ZMYM1",1,1,0,0,0,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
"SFPQ",6,57,6,6,6,22,184,54,26,295,173,219,7,246,57,19,84,28,8,22,16,72,31,185
"ZMYM4",0,1,1,0,0,2,16,0,0,2,1,1,0,7,2,0,1,2,0,0,0,0,0,9
"KIAA0319L",0,1,0,0,0,0,23,0,1,10,26,7,0,7,8,0,3,3,0,1,0,0,4,29
"NCDN",0,3,0,0,0,0,12,0,0,5,17,7,0,1,3,1,3,0,0,1,1,1,1,2
"RP4-728D4.2",0,1,0,1,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,1,2,0,0
"TFAP2E",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSMB2",7,16,3,2,0,9,90,11,7,48,67,50,2,47,10,3,15,8,5,6,9,21,10,53
"C1orf216",0,2,0,0,1,0,9,1,0,0,6,0,0,2,1,0,1,0,2,0,0,0,2,4
"CLSPN",0,2,0,0,0,0,3,1,0,3,3,2,0,1,1,0,0,1,0,0,0,2,0,1
"AGO4",0,2,1,0,1,1,7,0,1,3,4,6,0,3,1,1,0,0,0,0,1,0,0,6
"AGO1",1,2,0,0,0,2,12,2,4,9,5,5,0,6,0,0,2,1,0,1,0,1,1,6
"RP4-789D17.5",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"AGO3",0,5,2,1,0,2,38,7,6,21,12,12,3,15,4,0,9,3,0,2,2,1,0,28
"ADPRHL2",1,3,0,0,1,1,10,3,0,17,11,14,1,4,4,0,4,4,1,1,2,3,2,10
"COL8A2",0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"TRAPPC3",2,11,5,0,1,5,37,5,3,35,25,31,3,18,12,3,10,7,1,3,2,9,5,31
"MAP7D1",1,7,3,1,0,5,41,5,4,27,35,37,1,12,8,2,9,7,1,2,5,5,4,36
