"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"BCDIN3D-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"BCDIN3D",7,5,0,0,1,0,0,4,0,0,2,0,1,0,0,0,1,3,0,1,4,109,8,0
"FAIM2",0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,1,0,0,145,0,0
"RP11-469H8.6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"AQP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"AQP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RACGAP1",20,3,1,3,1,0,0,3,0,0,0,0,0,0,0,0,7,6,3,3,2,153,7,0
"ASIC1",4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
"SMARCD1",33,9,1,3,3,0,0,7,0,1,7,3,5,2,1,3,5,12,1,1,15,318,36,4
"GPD1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
"COX14",290,117,7,19,5,3,2,83,14,2,30,20,15,8,4,12,65,104,8,8,112,1822,132,15
"RP4-605O3.4",0,6,1,0,0,1,0,4,2,0,3,1,1,0,0,0,2,1,0,0,4,67,7,0
"CERS5",28,20,5,0,2,2,0,16,4,0,6,6,3,4,0,0,8,11,0,0,22,108,23,0
"LIMA1",68,85,1,2,0,0,1,139,4,0,4,7,0,0,1,1,47,10,1,3,36,2136,137,1
"LARP4",62,11,0,2,2,0,0,14,0,1,2,5,1,2,0,1,6,22,2,0,7,505,24,1
"DIP2B",40,6,0,2,0,0,0,3,2,1,4,0,2,0,0,0,4,13,1,0,5,292,20,1
"ATF1",57,19,2,1,0,0,1,30,0,1,8,4,3,1,1,1,2,13,1,1,24,338,15,0
"METTL7A",42,24,0,2,0,0,0,48,1,3,0,0,0,0,0,0,18,17,1,0,10,26,9,5
"RP11-407N8.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SLC11A2",83,12,0,1,0,0,0,13,1,4,2,1,0,1,0,0,2,8,0,1,8,297,15,2
"LETMD1",38,22,1,2,4,0,0,26,1,2,11,6,4,5,0,2,24,5,3,2,31,374,16,2
"CSRNP2",17,12,0,0,0,0,0,4,0,0,0,1,1,2,0,0,1,3,0,0,4,52,12,1
"TFCP2",22,10,1,1,2,0,1,4,1,1,2,2,1,2,0,0,2,9,2,1,7,234,12,0
"POU6F1",1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,15,2,0
"DAZAP2",636,79,13,14,6,6,1,61,12,7,37,28,19,17,6,8,53,202,5,12,145,2351,91,4
"SMAGP",13,25,5,7,1,0,0,2,1,0,3,2,1,2,0,2,4,7,1,1,9,961,48,0
"BIN2",106,0,19,11,6,5,4,2,10,1,36,34,20,47,10,0,0,31,4,12,88,37,1,0
"CELA1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GALNT6",61,1,2,2,1,0,0,1,1,4,1,5,1,1,1,0,0,14,0,1,1,116,7,0
"SLC4A8",8,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,1,1,0,2,7,3,0
"SCN8A",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"RP11-923I11.8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-923I11.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD33",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ACVRL1",59,34,0,0,0,0,0,60,0,1,0,0,0,0,0,0,12,9,0,0,0,24,169,0
"ACVR1B",19,3,0,0,1,0,0,6,0,1,0,0,0,0,0,0,2,7,0,0,0,165,7,0
"GRASP",29,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,17,35,0
"NR4A1",93,87,0,15,0,0,0,124,1,5,5,3,3,4,0,0,21,56,1,2,18,521,39,3
"RP11-1100L3.8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
"ATG101",72,59,0,2,0,0,0,33,2,1,5,4,1,3,1,0,17,30,2,0,28,770,50,2
"KRT80",0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,248,0,0
"LINC00592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
"KRT7",7,22,0,0,0,0,0,4,0,0,1,0,2,0,0,3,2,1,2,0,12,405,7,1
"RP3-416H24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"KRT86",1,0,0,0,5,0,0,1,0,0,3,10,0,20,0,0,0,0,0,2,8,5,0,0
"KRT81",0,1,0,0,0,0,0,1,0,0,0,1,0,20,0,0,0,0,0,0,1,4,0,0
"KRT75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"KRT6B",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,337,0,0
"KRT6C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KRT6A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0
"KRT5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"KRT1",2,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"KRT3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KRT79",1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"KRT78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"KRT8",874,271,32,14,21,9,6,185,31,14,83,69,29,42,9,661,129,271,24,27,188,106426,347,16
"KRT18",671,212,17,20,10,11,2,104,28,3,51,37,17,35,11,339,112,200,16,11,163,94566,239,11
"EIF4B",201,112,9,14,4,1,3,83,8,4,31,16,15,16,5,6,48,50,9,3,80,1677,139,12
"RP11-983P16.4",1,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,1,0,0,0,53,1,3
"TNS2",2,14,0,0,0,2,0,28,0,0,0,0,0,0,0,0,21,0,0,0,1,37,74,4
"SPRYD3",30,15,3,0,1,1,1,10,0,0,3,1,3,3,0,0,5,4,0,3,12,261,18,1
"IGFBP6",15,593,0,0,0,0,0,676,0,0,1,6,2,0,0,18,49,4,0,2,2,414,26,4
"CSAD",7,10,1,0,2,0,0,18,3,1,6,2,4,2,1,0,8,4,3,1,22,159,18,2
"ZNF740",5,3,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,2,0,0,3,54,9,2
"ITGB7",34,0,4,18,5,1,1,1,13,0,16,21,7,17,3,1,0,24,1,11,17,189,1,0
"RARG",3,25,0,0,0,0,0,13,1,0,2,0,0,0,0,0,2,2,1,0,0,29,12,0
"MFSD5",40,7,0,0,0,1,0,11,0,1,4,1,2,1,0,0,5,7,0,0,6,226,12,1
"ESPL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,37,1,0
"PFDN5",2008,633,64,130,38,29,19,557,84,48,262,111,143,130,18,38,340,804,30,32,543,5163,624,43
"RP11-680A11.5",7,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,8,0,0
"C12orf10",60,53,4,13,3,0,0,30,4,4,9,7,7,5,2,0,32,10,3,5,32,760,54,4
"AAAS",13,19,0,5,1,1,0,18,1,1,6,1,3,0,0,0,10,12,0,1,14,337,14,1
"SP7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SP1",51,21,0,1,1,1,0,18,5,0,6,2,0,2,0,0,12,12,1,0,8,279,23,1
