"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"PADI4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"AC004824.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RCC2",7,1,8,0,0,3,35,2,2,1,0,0,3,7,0,0,0,0,26,0,0,2,0,13,1
"ARHGEF10L",2,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,4
"ALDH4A1",1,1,1,0,0,3,7,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1
"IFFO2",1,1,1,1,0,2,14,2,0,0,1,4,4,0,2,0,1,3,3,0,2,1,0,5,0
"UBR4",8,0,0,0,0,11,118,6,3,2,1,7,9,4,3,1,1,2,25,0,2,1,0,12,2
"RP1-43E13.2",0,0,0,0,0,0,26,0,2,6,0,1,4,0,0,0,0,0,0,0,1,1,0,5,0
"EMC1",1,0,0,0,0,3,48,2,2,0,0,2,0,0,0,0,0,1,16,2,0,0,0,6,0
"MRTO4",0,0,1,0,0,3,80,3,4,2,2,10,8,1,1,0,0,3,34,1,0,0,5,9,0
"AKR7A3",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,1
"AKR7A2",5,8,6,0,0,14,300,13,10,2,3,12,10,1,3,1,1,3,93,4,6,1,0,35,5
"PQLC2",1,0,0,0,0,0,22,0,0,0,1,2,0,0,1,0,0,0,3,0,0,0,0,2,1
"CAPZB",52,18,50,12,3,34,891,70,16,8,12,119,96,7,42,6,11,20,155,13,11,19,16,146,19
"RP5-1056L3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MINOS1",42,17,38,0,2,33,810,41,14,16,6,83,54,10,26,2,4,21,505,12,11,14,4,123,30
"NBL1",2,8,2,1,0,1,1129,29,7,2,0,39,56,0,5,3,0,4,267,11,1,1,1,71,9
"TMCO4",1,0,1,0,0,1,30,1,0,0,2,0,1,0,1,0,0,1,20,0,1,0,0,7,0
"RNF186",1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTUD3",0,0,0,0,0,1,17,1,0,0,1,2,1,0,0,0,0,0,6,1,0,0,1,0,1
"PLA2G2A",0,1,0,0,0,0,1276,1,0,1,0,3,1,1,1,0,1,0,223,0,0,0,0,4,0
"PLA2G5",0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PLA2G2D",9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP3-340N1.2",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10-AS1",0,0,1,0,0,0,5,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0
"UBXN10",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"RP4-745E8.2",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"CAMK2N1",0,0,0,1,0,4,304,4,3,0,2,1,1,0,2,0,0,1,231,3,0,0,1,20,3
"MUL1",1,1,3,0,1,1,58,1,5,0,0,5,2,1,3,0,0,1,5,2,1,1,1,14,1
"FAM43B",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDA",1,0,0,0,0,0,129,0,0,0,1,1,0,0,0,0,0,0,42,0,1,2,1,24,0
"PINK1",3,1,0,0,0,7,112,1,3,0,0,2,1,1,2,0,1,0,23,2,1,0,0,57,3
"PINK1-AS",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DDOST",13,6,10,1,0,14,392,23,5,5,3,24,21,2,9,0,2,5,130,4,17,2,5,38,0
"KIF17",0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"HP1BP3",5,7,7,1,1,20,291,14,15,8,4,29,20,2,5,2,4,7,74,5,12,1,1,78,13
"EIF4G3",1,1,3,0,0,3,73,7,2,2,1,3,4,2,3,0,1,3,20,1,0,1,0,22,1
"ECE1",1,0,1,0,0,4,109,2,7,0,2,1,3,3,2,0,0,3,20,2,2,2,0,86,2
"RP5-1071N3.1",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NBPF3",0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0
"ALPL",0,0,0,0,0,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0
"RAP1GAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0
"USP48",4,3,0,0,2,9,85,9,7,3,4,13,7,0,2,1,1,6,26,4,13,0,2,23,4
"LDLRAD2",0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPG2",1,0,0,0,0,36,188,1,4,0,1,2,0,0,0,0,0,0,31,1,0,0,0,226,6
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"CELA3A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP1-224A6.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00339",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,9,0
"CDC42",61,25,51,4,8,32,803,96,18,29,27,178,104,32,38,5,10,34,229,10,19,22,18,198,23
"RP1-224A6.9",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WNT4",0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ZBTB40",0,0,0,0,0,0,14,0,0,0,1,2,1,1,0,0,0,0,7,0,2,0,0,1,0
"C1QA",812,0,521,0,0,2,17,3,0,0,2,1,3,1,3,0,0,1,3,1,1,39,0,5,0
"C1QC",609,0,506,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,1,1,7,0,1,0
"C1QB",812,0,646,0,0,0,20,1,0,0,0,1,1,0,2,0,0,0,7,0,1,13,0,3,0
"EPHB2",0,0,2,0,0,0,17,1,0,0,1,0,0,0,0,0,0,0,82,0,0,0,0,0,0
"KDM1A",0,0,1,0,0,2,37,4,1,0,1,0,0,0,1,0,0,0,20,0,0,1,0,6,0
"LUZP1",2,4,4,1,3,3,128,4,11,2,3,28,16,4,7,1,2,3,46,3,2,1,0,99,1
"LINC01355",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"HNRNPR",12,7,7,0,1,19,314,21,9,7,3,26,32,8,11,2,3,8,83,6,7,4,5,78,9
"ZNF436",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,4,0
"ZNF436-AS1",0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCEA3",1,0,0,0,0,1,127,0,1,0,0,1,0,0,3,0,0,0,138,1,1,0,0,8,7
"ASAP3",0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0
"E2F2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ID3",4,8,2,1,2,98,2381,90,41,0,20,11,23,22,20,1,0,8,280,49,23,2,1,374,27
"MDS2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"RPL11",388,301,583,61,74,238,12391,765,325,307,679,2357,1168,511,1250,177,42,351,5618,99,449,268,182,1750,196
"TCEB3",2,4,2,0,0,4,56,4,6,0,1,11,8,0,2,0,1,2,21,1,4,1,3,14,0
"TCEB3-AS1",1,0,1,0,0,1,29,1,1,0,1,3,1,0,3,0,0,0,7,0,1,0,0,3,0
"PITHD1",2,4,6,2,2,24,174,23,2,3,5,37,29,5,10,3,4,14,55,3,5,1,3,40,5
"LYPLA2",1,3,1,2,2,4,55,5,3,0,0,14,15,0,2,0,1,4,35,3,5,0,3,31,1
"GALE",1,0,0,0,0,1,7,4,0,1,1,2,1,0,0,0,0,1,61,0,2,0,1,6,0
"HMGCL",1,0,2,0,0,8,91,1,5,0,0,5,2,1,0,0,0,0,40,0,0,0,1,11,3
"FUCA1",43,2,5,1,0,7,79,8,3,1,0,6,6,0,0,0,1,0,64,2,0,2,1,14,4
"CNR2",0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"PNRC2",21,4,17,1,0,13,403,12,7,11,11,44,16,13,4,2,3,4,79,3,2,5,1,82,15
"SRSF10",4,5,4,1,0,10,229,28,10,5,9,52,29,10,16,7,4,3,73,8,10,4,3,56,9
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"IL22RA1",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"IFNLR1",0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
"GRHL3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STPG1",0,1,0,0,0,0,8,0,1,0,0,4,1,0,2,0,0,0,7,0,2,1,0,2,0
"NIPAL3",1,2,0,0,0,0,10,1,4,0,0,3,3,0,3,0,0,2,9,0,1,1,1,12,1
"RCAN3",0,5,1,0,0,9,31,11,0,1,1,48,23,5,21,2,0,3,9,0,6,0,5,1,0
"RP4-594I10.3",0,0,0,0,0,3,3,0,0,0,0,4,0,0,2,0,0,1,2,1,0,0,0,0,0
"SRRM1",16,15,7,6,5,36,323,48,17,8,11,66,60,16,41,5,6,15,99,2,12,10,11,90,9
"CLIC4",3,0,1,0,0,85,221,0,7,2,0,0,0,5,0,0,0,0,11,6,5,8,0,154,16
"RUNX3",8,26,12,7,6,3,16,32,0,4,5,98,97,6,9,4,9,15,3,0,11,4,7,4,0
"SYF2",5,14,14,6,1,17,489,24,13,6,10,33,30,8,19,1,5,5,104,7,9,7,5,113,15
"RSRP1",11,13,12,6,2,20,454,49,11,13,19,84,50,17,39,3,8,19,65,8,30,4,10,94,4
"RP3-465N24.6",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"RHD",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"TMEM50A",32,20,18,6,4,53,679,42,38,8,7,85,72,11,19,7,2,13,87,17,11,15,12,160,10
"RHCE",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TMEM57",2,4,2,1,0,4,55,7,3,2,1,7,6,0,4,1,0,3,25,2,0,1,1,17,1
"LDLRAP1",0,1,0,1,0,6,40,1,0,1,0,5,2,0,3,1,0,1,14,0,0,0,1,7,0
"RP11-70P17.1",1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"MAN1C1",1,0,0,0,1,1,104,4,1,0,0,5,5,0,2,2,0,2,0,0,1,0,1,16,0
"RP1-187B23.1",0,5,0,0,0,0,11,10,0,0,0,7,15,0,5,1,1,2,1,0,0,0,0,0,0
"SEPN1",2,0,1,0,0,2,56,0,2,0,0,3,0,0,1,0,1,0,9,1,0,2,0,49,0
"RP1-317E23.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MTFR1L",2,0,2,0,0,5,128,1,4,1,0,5,1,1,1,0,0,0,15,3,3,1,0,19,8
"AUNIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"PAQR7",3,0,0,0,0,1,41,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0
"STMN1",17,8,8,2,1,80,109,32,47,34,4,17,21,1,10,2,4,8,175,6,3,1,3,56,0
"PAFAH2",1,0,0,0,0,1,7,0,1,0,1,3,0,0,0,0,0,1,18,0,0,0,0,4,0
"EXTL1",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC30A2",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDIK1L",1,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,2,1
"FAM110D",0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0
"RP11-96L14.7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF593",1,7,2,0,0,5,127,10,3,1,4,9,11,3,1,1,2,0,91,0,10,0,1,20,3
"CNKSR1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21,0,2,0,1,1,0
"CEP85",0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,1,0
"SH3BGRL3",176,126,280,32,34,42,3520,320,61,128,37,669,677,44,107,22,49,167,951,14,68,132,60,333,20
"UBXN11",4,2,7,0,0,0,27,4,0,2,0,7,12,1,3,0,1,1,8,0,1,2,2,3,1
"CD52",13,151,56,32,28,6,105,417,0,20,144,803,809,153,199,35,15,161,14,0,39,83,44,25,0
"AIM1L",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0
"ZNF683",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,2,0
"DHDDS",3,1,1,0,1,0,24,3,1,1,0,3,4,2,0,0,0,2,13,1,3,0,0,4,0
"HMGN2",56,17,46,6,5,44,1187,74,12,20,35,109,88,47,41,5,5,23,414,15,20,19,15,135,39
"RPS6KA1",9,1,4,0,0,0,4,4,0,0,1,4,5,1,4,0,0,0,36,0,0,1,1,4,0
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ARID1A",7,3,1,0,0,4,75,6,2,2,3,14,4,2,3,3,1,4,42,4,1,0,1,32,3
"PIGV",0,1,2,0,0,0,54,2,0,1,0,5,0,0,0,0,0,0,11,1,0,0,0,3,0
"ZDHHC18",1,0,2,0,0,0,22,2,0,0,1,7,2,0,2,0,1,1,9,0,6,0,1,2,1
"SFN",3,0,1,0,0,0,19,3,1,0,2,1,0,0,3,0,0,0,465,0,2,0,0,1,1
"GPN2",3,4,1,0,0,1,33,4,0,1,1,7,4,0,1,1,0,1,11,4,0,0,1,9,0
"GPATCH3",0,0,2,1,0,1,23,3,1,0,1,0,4,3,0,1,0,1,6,0,0,0,0,7,0
"NUDC",5,6,5,1,1,30,440,28,4,11,5,31,40,5,13,3,3,5,92,10,7,2,4,104,21
"NR0B2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"KDF1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0
"TRNP1",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"FAM46B",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"SLC9A1",1,2,2,0,1,1,56,1,0,0,1,5,3,0,1,0,0,0,17,2,0,1,2,8,0
"WDTC1",1,1,1,0,0,3,36,4,1,0,1,4,3,1,1,0,1,0,7,0,1,1,0,13,2
"TMEM222",2,0,3,1,0,4,123,0,2,0,1,3,6,4,1,0,3,2,16,1,2,0,1,17,5
"SYTL1",0,5,0,0,0,0,2,12,0,0,1,22,13,5,5,0,2,6,3,0,9,2,0,2,0
"MAP3K6",0,0,1,0,0,2,54,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,1
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"CD164L2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GPR3",1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"WASF2",20,7,10,1,3,33,514,14,23,3,7,34,23,8,18,1,2,11,108,11,5,7,6,138,14
"RP1-159A19.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AHDC1",0,0,0,0,0,4,58,0,1,0,0,1,1,0,1,0,0,1,14,0,0,0,0,6,2
"FGR",0,0,9,0,0,0,0,0,1,1,1,0,2,0,0,0,1,1,0,0,0,10,0,9,0
"RP11-288L9.1",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"IFI6",18,9,12,1,3,44,569,12,18,3,1,16,16,1,4,1,8,5,10,10,9,4,12,367,3
"FAM76A",1,1,2,0,0,1,54,1,1,0,0,3,6,1,1,2,0,0,11,3,1,0,0,5,1
"STX12",7,3,10,1,1,15,124,3,4,0,1,6,5,2,2,0,1,2,25,1,1,0,1,52,4
"PPP1R8",4,2,2,1,0,4,62,6,2,0,3,5,5,2,2,0,0,2,16,0,3,0,2,13,1
"THEMIS2",22,0,31,0,0,0,25,0,2,0,3,0,1,2,0,0,0,0,0,1,7,5,1,9,0
"RPA2",2,2,5,0,0,7,136,15,4,3,12,11,13,3,8,0,3,3,15,1,6,0,1,11,6
"SMPDL3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0
"XKR8",0,2,3,0,0,0,26,5,0,1,0,5,2,0,0,0,0,0,2,0,1,0,0,0,1
"EYA3",0,1,0,1,1,1,27,2,0,0,2,1,1,0,0,0,0,1,13,0,1,0,1,7,0
"PTAFR",6,0,9,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,10,0
"DNAJC8",15,8,16,0,0,22,426,29,10,8,4,36,30,4,14,2,0,9,57,6,10,7,5,106,14
"ATPIF1",18,12,11,6,2,22,634,50,19,14,6,70,62,2,35,7,4,18,569,13,17,5,4,131,28
"RP5-1092A3.4",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SESN2",4,0,12,0,1,6,77,9,0,2,2,3,4,1,3,2,2,1,11,3,4,1,0,15,2
"MED18",1,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0
"PHACTR4",3,1,5,0,0,8,61,3,3,0,1,2,4,0,3,0,0,2,26,0,0,1,1,38,0
"RCC1",3,0,1,0,0,2,55,4,1,1,2,6,3,0,0,1,0,1,21,0,1,0,0,4,1
"TRNAU1AP",3,5,2,0,0,1,82,4,2,0,3,12,9,0,0,0,2,1,14,1,8,0,0,13,6
"SNHG12",5,6,2,2,1,3,81,15,4,0,3,21,14,5,1,1,2,4,32,0,12,1,2,14,1
"TAF12",5,1,6,0,0,14,195,5,6,3,1,12,7,1,4,1,0,9,19,2,7,2,1,36,3
"RAB42",1,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-442N24--B.1",0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RNU11",0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,1
"GMEB1",1,5,1,0,1,1,23,1,2,0,0,6,4,2,4,0,0,2,12,1,2,0,3,13,0
"YTHDF2",8,9,7,0,2,8,183,20,5,3,8,28,18,8,25,3,1,5,76,7,6,3,4,46,4
"EPB41",2,3,3,0,0,0,7,2,3,0,2,5,4,0,5,3,0,2,21,0,1,0,0,7,0
"TMEM200B",0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2
"SRSF4",2,3,0,2,1,15,231,10,10,2,5,19,15,1,12,3,0,3,58,5,7,1,3,117,6
"MECR",2,1,1,0,0,2,42,1,2,0,0,1,1,0,1,0,0,0,18,0,1,1,1,9,1
"PTPRU",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MATN1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MATN1-AS1",0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0
"LAPTM5",124,51,95,17,18,3,34,66,49,47,50,261,174,142,106,13,9,48,3,0,14,36,41,16,0
"RP5-1125N11.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SDC3",5,0,5,0,0,9,62,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0
"PUM1",3,3,3,0,0,3,83,5,2,0,3,16,7,0,3,0,1,1,46,0,0,3,0,30,3
"NKAIN1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNRNP40",2,1,4,0,1,11,166,7,3,3,2,14,9,4,3,1,0,3,46,2,2,0,0,30,4
"ZCCHC17",6,0,1,0,1,7,135,4,6,5,1,9,11,2,7,0,1,2,23,8,0,3,1,27,6
"FABP3",7,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
"SERINC2",6,1,2,1,0,0,20,4,1,3,0,0,1,1,0,0,0,1,219,0,0,1,0,4,0
"LINC01226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-73M7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"TINAGL1",1,0,0,0,0,1,19,1,6,0,0,0,0,0,0,0,0,0,85,43,0,0,0,234,83
"PEF1",0,1,7,0,2,6,152,4,10,3,3,11,15,2,2,0,0,3,23,0,1,0,1,66,5
"RP11-73M7.6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0
"COL16A1",0,0,0,0,1,18,162,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,5
"ADGRB2",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"SPOCD1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-84A19.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTP4A2",16,6,19,5,4,16,361,18,14,3,3,32,25,1,10,3,3,4,211,4,16,12,2,94,8
"RP4-534N18.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"KHDRBS1",9,13,6,0,2,8,459,15,16,8,13,46,27,6,21,3,2,6,160,9,7,6,1,123,11
"RP11-277A4.4",0,0,0,1,0,0,6,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"TMEM39B",1,0,0,0,0,2,48,1,2,0,0,2,0,0,0,0,0,0,7,2,0,0,0,18,1
"KPNA6",6,0,1,0,0,1,94,5,5,1,6,14,9,5,5,1,0,4,35,0,2,0,2,24,4
"TXLNA",1,1,0,0,0,1,60,1,2,1,1,3,1,1,1,0,2,0,18,1,5,0,0,21,3
"CCDC28B",0,0,0,0,0,0,74,0,0,0,0,0,5,2,1,0,1,0,2,2,1,0,0,11,3
"RP4-622L5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"IQCC",0,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,3,0
"DCDC2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TMEM234",3,1,0,0,0,2,40,5,3,0,0,2,4,2,0,0,0,1,12,0,1,0,0,6,3
"EIF3I",11,9,28,2,1,25,616,21,31,8,5,61,43,14,12,1,2,9,194,8,16,8,3,166,12
"FAM167B",0,0,1,0,0,0,5,0,1,0,0,2,0,0,1,0,0,0,1,2,0,0,0,98,0
"LCK",0,28,0,4,2,1,14,79,0,0,2,97,94,3,28,11,8,30,1,0,3,0,20,5,1
"HDAC1",3,4,5,1,1,10,133,19,5,4,4,16,25,5,6,1,1,2,96,2,4,3,6,68,4
"MARCKSL1",11,14,28,2,3,32,316,29,48,8,22,52,46,50,25,1,3,12,421,12,19,13,1,177,5
"TSSK3",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM229A",0,0,0,0,0,1,11,0,1,0,0,0,1,0,0,0,1,1,8,0,0,0,0,1,0
"BSDC1",2,3,3,1,0,5,114,1,5,1,4,17,19,6,6,2,0,3,32,2,1,1,3,29,0
"ZBTB8B",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ZBTB8A",0,0,0,0,0,2,42,1,2,0,0,3,1,0,0,0,0,0,2,1,2,0,0,5,0
"ZBTB8OS",6,3,2,0,0,5,132,9,6,2,0,5,10,3,4,2,3,1,44,0,9,0,1,24,6
"RBBP4",2,2,10,0,0,8,178,14,2,6,3,12,12,4,5,1,1,1,36,4,10,3,2,25,7
"SYNC",0,2,0,0,0,3,27,2,0,0,1,3,4,1,1,0,0,1,7,0,0,0,0,3,2
"KIAA1522",0,0,1,0,0,0,9,0,3,1,0,1,0,0,0,0,0,0,48,0,0,0,0,1,0
"YARS",1,2,1,0,0,2,57,6,1,0,0,9,4,1,0,0,0,2,20,1,1,0,0,14,2
"S100PBP",0,1,1,0,0,6,45,3,2,0,1,2,4,0,0,0,1,1,5,1,1,0,1,13,0
"FNDC5",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HPCA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM54",2,0,2,0,0,3,105,1,4,1,0,2,5,0,3,0,0,0,491,1,1,0,0,20,3
"RNF19B",6,2,7,0,0,2,18,2,0,1,0,7,1,0,1,0,0,3,32,1,4,8,1,28,0
"AK2",4,3,9,2,1,21,154,13,3,6,1,7,12,1,1,0,0,1,101,2,3,1,3,48,2
"AZIN2",0,0,0,0,0,2,18,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,1
"TRIM62",0,0,0,0,0,0,4,0,0,0,0,2,1,0,1,0,1,1,2,1,0,0,0,3,1
"ZNF362",0,0,2,0,0,2,47,1,4,0,0,1,3,0,1,0,1,0,2,1,2,0,0,10,3
"PHC2",3,1,0,0,0,4,59,1,0,1,1,0,2,0,1,0,0,2,16,6,0,0,0,24,4
