"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL22+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"RP11-276H7.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"ARHGEF19",0,0,0,0,0,1,3,1,0,0,0,0,5,2,1,1,0,0,0,1,4,0,0,0,0,4,0
"RSG1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FBXO42",1,0,3,3,0,0,22,1,0,0,1,2,19,3,2,1,3,0,1,5,14,1,1,0,0,8,0
"SZRD1",1,4,7,2,1,2,53,3,0,3,3,22,56,17,5,11,8,1,3,6,76,4,3,0,3,42,7
"SPATA21",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NECAP2",6,4,6,3,1,6,46,7,2,7,5,13,56,19,2,10,6,1,2,7,50,3,4,3,7,47,1
"RP4-798A10.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RP4-798A10.7",1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
"RP4-798A10.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NBPF1",2,0,0,0,0,0,15,0,0,1,0,0,3,1,2,1,1,0,0,0,15,0,0,0,0,1,0
"CROCC",2,0,0,0,0,0,17,1,0,0,1,0,13,0,0,0,2,0,0,0,5,0,0,0,0,6,0
"RP11-108M9.4",4,0,0,0,0,1,20,1,0,1,1,0,1,1,4,0,0,0,0,0,34,1,0,0,0,12,1
"RP11-108M9.6",1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2
"MFAP2",0,0,0,0,0,0,63,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,2,0
"ATP13A2",2,0,1,0,0,0,1,1,0,0,2,3,6,1,0,0,0,0,1,0,15,0,1,0,0,4,0
"SDHB",14,1,16,2,1,17,73,12,2,3,9,13,47,24,4,5,9,0,1,1,291,7,6,4,7,47,7
"PADI2",0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,40,0,0,0,0,2,0
"PADI4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"AC004824.2",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RCC2",1,0,6,0,0,1,8,2,0,0,3,0,6,2,2,4,2,0,2,0,38,2,1,0,0,7,0
"ARHGEF10L",1,0,0,0,0,1,6,0,0,0,0,0,1,1,1,0,0,0,0,0,35,0,0,1,0,1,2
"IGSF21",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALDH4A1",1,0,0,0,0,2,2,0,0,0,0,1,1,1,0,0,1,0,0,0,7,0,0,0,0,3,1
"IFFO2",1,2,0,0,0,0,6,2,0,0,2,0,7,2,1,0,0,1,0,1,5,0,0,0,1,5,0
"UBR4",2,2,5,3,0,4,39,3,0,0,1,7,24,3,1,4,6,1,0,6,33,0,1,0,4,18,0
"RP1-43E13.2",1,0,0,0,0,2,10,0,0,0,2,1,2,0,1,0,0,0,0,0,3,0,1,0,0,2,0
"EMC1",3,0,1,0,1,2,27,0,0,1,0,6,12,3,0,0,2,0,1,0,26,1,0,0,1,7,2
"MRTO4",5,2,2,0,0,6,36,7,0,1,1,8,26,10,1,7,2,0,2,3,84,2,0,0,2,14,1
"AKR7A3",0,0,0,0,0,0,5,0,0,0,0,0,2,1,1,0,0,0,0,0,151,0,0,0,0,0,0
"AKR7A2",11,4,15,1,0,15,159,11,0,4,0,9,32,14,27,6,5,0,4,3,193,5,3,2,2,43,1
"PQLC2",1,0,0,0,0,0,11,1,1,1,0,2,0,1,0,0,0,0,0,0,10,0,0,0,0,3,0
"CAPZB",88,22,53,11,4,30,417,39,7,12,22,47,374,155,32,30,52,9,14,24,291,16,13,6,21,146,7
"RP5-1056L3.1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MINOS1",52,7,42,3,4,14,310,17,1,9,22,35,149,59,27,15,23,9,3,22,631,16,11,5,17,111,14
"NBL1",6,4,2,0,0,6,689,9,1,5,1,0,40,54,81,2,2,4,3,9,342,12,1,1,0,76,9
"TMCO4",0,2,0,0,0,0,18,1,0,1,0,1,4,1,0,1,1,0,1,0,29,0,1,1,0,3,0
"RNF186",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,140,0,0,0,0,0,0
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"OTUD3",0,0,0,0,0,0,5,2,0,0,0,0,1,6,1,0,0,0,0,0,20,0,0,0,0,1,0
"PLA2G2A",1,0,2,0,0,2,26,0,0,0,0,3,13,3,2,0,3,0,1,0,1535,0,3,0,4,3,1
"PLA2G5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2D",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP3-340N1.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10-AS1",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0
"CAMK2N1",0,0,0,0,0,2,58,4,0,4,3,0,8,3,4,2,0,0,0,0,442,7,0,0,0,8,2
"MUL1",0,0,0,0,0,1,17,4,1,3,2,5,10,2,3,3,0,2,0,1,17,1,2,0,2,12,1
"FAM43B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CDA",0,0,3,0,0,0,7,1,0,0,0,0,6,1,1,3,0,0,1,0,30,1,0,3,1,29,0
"PINK1",2,0,1,0,0,9,19,1,0,0,1,0,5,3,4,1,0,0,0,1,26,4,2,0,1,27,1
"PINK1-AS",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0
"DDOST",18,9,19,2,0,5,135,16,0,5,15,22,86,34,5,6,11,3,6,11,274,4,28,1,6,38,2
"KIF17",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"SH2D5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HP1BP3",8,10,8,7,3,26,167,12,3,9,11,23,92,50,20,11,17,0,9,8,160,7,10,2,7,76,2
"EIF4G3",3,0,3,0,0,1,31,1,0,3,2,7,8,12,3,7,3,0,0,4,58,0,1,0,1,28,1
"ECE1",0,0,0,0,0,18,39,1,0,2,4,6,11,5,4,4,2,0,2,1,37,8,3,2,0,87,0
"RP3-329E20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP5-1071N3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NBPF3",0,0,0,0,0,1,8,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,1
"ALPL",0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,20,0
"RAP1GAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
"USP48",1,2,5,1,0,5,41,8,0,6,4,13,28,13,4,9,7,1,2,5,49,3,12,0,3,31,2
"LDLRAD2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"HSPG2",0,0,0,0,0,35,63,0,0,4,3,0,2,0,4,0,2,0,0,0,23,1,0,0,0,191,4
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"RP1-224A6.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"LINC00339",0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0
"CDC42",67,29,86,15,11,42,448,90,6,44,50,140,526,186,19,95,80,11,31,60,616,29,29,26,30,294,18
"RP1-224A6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WNT4",1,0,0,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
"ZBTB40",0,0,0,0,0,0,12,0,0,0,0,1,5,4,0,1,0,0,0,1,12,2,0,1,0,3,0
"C1QA",998,0,441,1,0,0,5,0,0,0,0,2,6,4,2,1,1,0,1,0,5,0,1,5,0,3,0
"C1QC",663,0,243,0,0,0,5,1,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,10,0,1,0
"C1QB",901,2,241,0,0,1,8,1,0,0,1,0,5,5,1,0,1,0,2,0,7,0,1,1,0,1,1
"EPHB2",1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,121,0,0,0,0,1,0
"KDM1A",0,0,0,0,0,2,8,0,0,2,1,1,2,3,1,0,0,0,1,0,31,0,0,0,1,11,1
"LUZP1",3,1,8,1,1,6,80,9,1,7,9,6,100,18,4,6,11,1,0,9,82,8,2,0,3,169,3
"LINC01355",0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,2
"HNRNPR",6,6,14,3,2,15,181,16,2,3,10,32,100,42,9,22,12,4,7,14,201,8,7,1,8,76,10
"ZNF436",0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,7,0
"ZNF436-AS1",0,0,1,0,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0
"RP5-1057J7.7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCEA3",1,0,0,0,0,1,47,0,0,0,0,0,4,0,2,0,1,0,0,1,320,2,0,0,0,12,3
"ASAP3",0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"E2F2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"ID3",10,7,7,1,1,119,1832,47,0,17,2,81,60,28,91,29,9,5,3,33,930,31,71,5,9,417,14
"MDS2",0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RPL11",426,274,1045,76,67,205,4716,549,120,190,671,1791,6240,2019,219,1109,1168,178,145,384,8563,135,489,151,359,1875,74
"TCEB3",3,0,1,0,0,2,30,6,1,1,1,5,22,17,3,5,3,0,2,4,50,2,2,2,4,20,0
"TCEB3-AS1",0,0,1,2,0,0,10,0,0,0,1,0,1,0,0,0,1,0,1,1,13,1,1,0,0,3,0
"PITHD1",10,5,7,5,3,13,81,20,0,3,14,17,108,45,6,15,17,5,6,9,105,7,4,3,11,55,4
"LYPLA2",2,2,5,0,0,3,15,2,0,1,4,10,34,16,0,3,5,1,2,4,71,1,5,1,4,19,2
"GALE",0,0,2,0,0,1,6,1,0,0,1,2,7,1,0,0,0,0,0,2,88,0,2,0,0,4,2
"HMGCL",6,0,1,0,0,8,46,0,0,0,1,3,8,2,4,1,3,0,1,0,85,0,2,0,0,25,1
"FUCA1",70,2,5,0,0,7,42,6,0,1,2,1,7,5,1,1,3,0,0,3,141,1,0,0,1,12,0
"CNR2",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0
"PNRC2",7,2,18,2,0,9,147,15,2,3,4,26,73,25,7,25,14,1,3,10,165,4,1,2,11,98,6
"SRSF10",10,10,11,1,2,15,94,16,2,7,14,34,133,42,6,27,32,8,5,10,138,5,8,1,7,68,5
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"IL22RA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"IFNLR1",0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,15,1,2,0,0,0,0
"RP11-10N16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"GRHL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"STPG1",0,0,0,0,0,0,13,0,0,0,0,1,4,4,0,0,0,0,0,0,4,0,0,0,0,5,0
"NIPAL3",0,0,1,3,1,3,8,1,0,0,0,3,14,10,2,1,3,0,1,0,19,0,3,0,3,4,0
"RCAN3",1,6,1,1,1,11,8,8,1,0,0,2,146,43,3,3,23,4,3,11,34,1,3,0,8,2,0
"RP4-594I10.3",0,0,0,1,0,1,2,2,1,0,0,0,28,2,0,1,4,0,0,2,3,0,0,0,2,0,0
"NCMAP",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"SRRM1",17,25,32,10,4,23,194,48,2,8,22,61,290,112,14,47,56,12,20,37,251,9,15,1,19,109,10
"CLIC4",4,0,1,0,0,72,85,1,0,3,6,5,4,3,10,8,2,0,0,1,29,6,6,2,0,156,5
"RUNX3",9,34,23,3,4,1,6,21,4,0,7,22,202,155,2,12,20,12,7,18,4,0,2,3,6,1,0
"RP4-706G24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"SYF2",23,10,17,5,1,17,227,18,1,10,11,53,172,76,23,34,19,5,9,18,228,10,15,6,19,117,10
"RSRP1",6,14,14,9,4,26,225,24,7,20,11,48,278,108,20,25,64,16,10,35,96,13,36,2,18,80,6
"RHD",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM50A",21,14,31,8,4,33,312,27,2,22,17,19,219,98,13,22,30,10,13,22,192,26,10,5,23,154,7
"TMEM57",6,4,2,0,1,0,33,15,0,2,4,2,28,31,2,4,6,5,0,9,45,2,1,0,1,24,1
"LDLRAP1",0,1,0,2,0,4,10,0,0,0,0,0,8,8,0,0,1,0,0,0,31,3,1,0,0,4,0
"RP11-70P17.1",0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,0,0,2,0
"MAN1C1",0,0,0,0,0,2,21,5,0,0,1,0,11,9,0,0,2,0,0,1,0,2,0,0,0,7,0
"RP1-187B23.1",1,1,0,0,0,0,4,9,0,0,0,0,27,12,0,0,0,0,1,5,0,0,1,0,0,0,0
"SEPN1",2,0,1,0,0,1,27,0,0,3,1,0,6,4,1,0,0,0,0,0,16,1,1,0,1,35,0
"RP1-317E23.3",0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"MTFR1L",2,0,2,0,0,8,37,1,0,2,8,0,15,5,6,2,0,1,1,0,42,3,1,1,0,13,7
"AUNIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP1-125I3.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PAQR7",3,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"STMN1",42,1,38,1,1,48,138,13,0,34,76,15,47,27,10,15,14,4,4,2,301,6,3,0,2,111,4
"PAFAH2",2,0,0,0,0,1,6,0,0,2,1,0,2,1,0,1,1,0,0,1,15,0,0,0,0,4,3
"SLC30A2",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TRIM63",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDIK1L",0,0,0,0,0,1,3,1,0,0,1,0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
"ZNF593",3,4,0,0,0,2,36,12,1,1,5,16,30,11,1,5,3,2,2,11,186,1,6,2,6,21,1
"CNKSR1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,2,0,0,1,0
"CEP85",0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,1,0,0,0,9,0,1,0,0,1,0
"SH3BGRL3",123,99,222,37,16,20,421,142,17,23,189,117,1301,719,24,79,147,44,45,116,1178,12,33,72,79,267,2
"UBXN11",0,2,7,0,0,1,15,0,0,2,2,1,26,14,0,1,6,2,0,1,15,0,3,1,0,5,0
"CD52",21,100,109,13,14,1,24,185,16,0,11,345,1427,825,6,277,195,59,56,139,12,0,37,39,92,18,0
"AIM1L",0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0
"ZNF683",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0
"DHDDS",2,1,1,0,0,1,7,1,0,0,0,7,10,3,0,5,2,0,0,1,32,0,4,0,0,5,0
"HMGN2",50,13,73,4,4,43,628,43,3,13,42,74,291,130,36,74,44,8,12,37,841,25,15,8,35,97,34
"RPS6KA1",2,1,3,0,0,0,5,3,0,0,1,3,9,4,0,2,1,0,3,0,47,0,2,1,0,1,0
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARID1A",2,2,3,0,0,7,31,3,0,1,4,4,26,12,10,6,3,0,1,2,54,0,3,1,2,20,1
"PIGV",0,0,0,0,0,3,18,1,1,1,0,1,6,1,2,0,1,0,1,1,18,1,1,0,0,4,0
"ZDHHC18",0,0,2,0,0,3,2,0,0,1,0,1,10,3,0,1,0,0,0,1,10,1,0,0,1,5,0
"SFN",0,0,1,0,0,2,9,2,0,1,0,1,7,4,0,2,2,1,0,0,986,0,2,0,1,3,0
"GPN2",0,0,0,0,0,3,15,2,0,1,1,5,7,6,0,3,2,0,1,2,26,1,2,0,2,6,0
"GPATCH3",1,1,2,0,0,1,9,2,0,0,0,7,6,6,1,3,6,0,1,2,18,1,0,0,0,4,0
"NUDC",8,5,13,2,0,22,156,16,2,9,10,25,80,58,11,12,11,3,3,8,158,6,8,4,9,77,11
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"KDF1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"TRNP1",0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"FAM46B",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,3,0
"SLC9A1",1,1,1,1,1,1,31,2,1,0,3,1,5,2,1,0,1,0,0,1,28,1,2,0,0,22,0
"WDTC1",4,2,1,0,0,0,17,0,0,0,0,3,10,4,0,2,3,1,0,0,21,0,1,0,2,2,2
"TMEM222",1,1,1,2,0,8,55,3,0,1,5,2,20,13,5,7,4,0,1,4,36,2,1,0,2,16,1
"SYTL1",0,3,3,1,0,1,3,3,2,0,1,14,56,11,0,20,12,1,1,8,24,0,14,2,3,2,0
"MAP3K6",0,0,0,0,0,1,10,1,0,0,1,1,0,0,2,0,0,0,1,0,5,0,0,0,1,3,0
"FCN3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"CD164L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"GPR3",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0
"WASF2",14,5,18,1,1,33,245,11,1,15,8,18,83,35,14,17,16,5,6,9,225,14,12,3,8,143,12
"RP1-159A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AHDC1",0,0,1,0,0,0,23,1,0,0,1,0,1,0,1,0,0,0,0,0,9,1,0,0,0,12,0
"FGR",1,0,11,0,0,0,0,1,0,1,1,2,0,0,0,2,0,0,9,0,0,0,0,7,0,17,0
"RP11-288L9.1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"IFI6",28,11,11,2,1,16,264,11,2,15,7,2,75,30,12,3,8,1,3,8,14,7,9,2,7,500,0
"FAM76A",0,2,2,0,0,3,29,1,0,2,2,10,9,8,0,3,2,1,0,0,18,1,4,1,1,12,1
"STX12",6,1,5,0,0,5,61,2,1,2,2,2,10,4,5,4,4,0,0,2,55,8,1,0,1,45,1
"PPP1R8",2,2,5,3,1,2,21,1,1,1,0,3,23,16,1,8,1,1,2,5,25,1,0,1,5,12,3
"THEMIS2",21,2,32,0,0,0,4,2,0,5,0,15,6,2,0,3,1,0,0,0,4,0,16,2,0,1,1
"RPA2",3,1,12,0,0,5,56,10,1,4,4,35,45,20,3,14,6,2,1,6,22,1,1,0,4,16,2
"SMPDL3B",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,75,0,0,0,0,0,0
"XKR8",0,1,1,0,0,0,6,1,0,0,0,1,9,5,0,1,1,0,0,3,5,0,3,0,1,3,1
"EYA3",1,0,0,1,0,0,13,1,1,1,1,9,6,0,0,1,2,0,0,0,19,0,1,0,1,5,0
"PTAFR",7,0,8,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,20,0
"DNAJC8",18,7,19,2,3,15,159,13,2,9,26,31,119,47,8,20,21,3,5,13,94,11,8,4,13,103,3
"ATPIF1",34,17,13,7,6,28,252,26,2,12,35,26,160,64,23,12,30,3,11,13,810,14,24,3,16,107,9
"RP5-1092A3.4",1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0
"RP5-1092A3.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SESN2",2,4,2,1,0,2,37,3,0,0,3,4,28,7,3,3,6,2,2,3,19,0,0,0,2,11,2
"MED18",2,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
"PHACTR4",6,2,5,0,0,7,25,1,0,1,1,6,18,7,3,4,1,3,1,3,46,2,1,1,0,53,1
"RCC1",3,0,1,0,0,2,25,2,0,1,0,0,6,6,1,2,0,1,2,0,35,0,0,0,0,2,0
"TRNAU1AP",2,0,3,0,0,1,25,2,0,2,0,4,16,7,2,4,9,0,1,3,13,1,4,0,4,14,2
"SNHG12",5,4,3,1,2,10,56,9,0,1,1,9,37,11,5,25,8,2,2,5,22,1,15,0,2,15,2
"TAF12",0,3,6,1,0,11,73,2,0,3,3,11,28,12,1,7,5,0,3,0,33,2,4,2,4,35,4
"RAB42",4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-442N24--B.1",0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RNU11",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"GMEB1",0,0,5,0,0,4,18,6,0,2,1,1,11,10,1,4,0,1,0,1,24,1,0,2,0,9,1
"YTHDF2",2,9,10,2,1,6,94,17,0,4,9,25,99,41,6,13,20,6,4,13,147,3,12,3,5,65,4
"EPB41",3,2,3,1,0,1,1,4,1,3,0,10,55,14,1,5,7,1,0,5,28,0,4,0,2,1,1
"TMEM200B",0,0,0,0,0,1,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,2
"SRSF4",7,5,8,2,0,12,104,12,0,5,5,15,53,20,8,8,10,2,3,6,118,6,6,0,4,123,6
"MECR",0,0,2,1,1,1,18,1,0,1,1,1,4,1,1,0,2,0,1,0,31,0,2,0,0,5,1
"PTPRU",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"MATN1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MATN1-AS1",0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0
"LAPTM5",157,42,195,22,6,1,23,66,14,33,97,335,831,293,1,464,118,23,17,59,8,2,8,27,65,14,0
"SDC3",16,0,4,0,0,10,38,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"PUM1",6,5,6,1,1,15,79,5,0,1,4,13,40,22,7,3,8,0,1,9,122,4,6,1,6,59,1
"SNRNP40",2,3,4,0,0,8,57,7,1,4,6,7,26,11,1,5,4,0,1,5,40,1,0,1,1,34,0
"ZCCHC17",7,1,2,1,0,14,86,4,0,5,9,10,32,19,4,8,8,2,3,4,46,3,1,0,3,39,1
"FABP3",5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"SERINC2",0,0,0,0,0,0,2,1,0,0,2,0,1,2,0,0,1,0,1,1,253,0,1,0,0,2,1
"LINC01226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TINAGL1",0,0,1,0,0,3,4,0,0,2,0,0,4,4,2,0,1,1,1,0,226,60,0,1,0,233,38
"PEF1",5,1,5,0,0,11,57,9,0,7,8,9,39,14,7,13,6,2,3,2,81,8,1,2,2,89,3
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"COL16A1",0,0,0,0,0,24,67,0,0,1,0,0,1,0,4,0,0,0,0,0,17,0,0,0,0,0,1
"ADGRB2",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SPOCD1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-84A19.4",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"PTP4A2",22,9,39,4,1,10,129,8,3,11,21,17,80,58,9,7,13,4,7,11,376,8,13,6,5,86,4
"KHDRBS1",16,7,15,3,0,12,225,20,1,9,10,23,116,47,27,21,18,5,9,6,293,13,5,2,15,122,2
