"","Anti-inflammatory macro/mono","CAFs","CXCL13+ CD8 Tcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"RP11-73M7.9",0,0,0,0,0,0,0,0,0,1,0
"COL16A1",0,6,0,0,0,0,0,0,0,345,1
"ADGRB2",0,1,0,0,0,0,0,0,0,22,0
"SPOCD1",0,0,0,0,0,0,0,0,0,142,0
"RP11-84A19.2",0,0,0,0,0,0,0,0,0,3,0
"RP11-84A19.4",0,0,0,0,0,0,0,0,0,19,0
"PTP4A2",11,16,0,8,8,5,1,8,6,9251,10
"RP4-534N18.2",0,0,0,0,0,0,0,0,0,5,0
"KHDRBS1",7,9,1,11,7,5,1,2,6,6884,7
"RP11-277A4.4",0,0,0,1,0,0,0,0,0,16,0
"TMEM39B",3,0,0,0,0,0,0,0,0,454,1
"KPNA6",1,4,0,2,0,2,1,0,3,1618,2
"TXLNA",1,1,0,4,0,1,1,0,2,695,2
"CCDC28B",0,2,1,0,0,0,1,0,0,562,1
"RP4-622L5.7",1,0,0,0,0,0,0,0,0,5,0
"IQCC",0,0,0,0,1,0,0,0,0,86,0
"TMEM234",1,2,0,1,1,0,0,0,0,336,1
"EIF3I",7,21,1,14,5,11,3,2,15,9200,13
"FAM167B",0,1,0,0,0,1,0,0,0,14,19
"LCK",2,0,6,31,10,9,4,0,35,256,0
"HDAC1",2,5,2,3,3,2,0,2,8,3538,1
"MARCKSL1",10,25,0,7,5,2,2,12,2,28389,36
"TSSK3",0,0,0,0,0,0,0,0,0,14,0
"FAM229A",0,1,0,0,0,1,0,0,0,215,0
"BSDC1",2,3,2,3,1,3,1,0,3,1285,5
"ZBTB8B",0,0,0,0,0,0,0,0,0,2,0
"ZBTB8A",0,0,0,0,0,0,0,0,0,202,0
"ZBTB8OS",5,3,0,5,2,1,0,1,4,1423,2
"RBBP4",9,4,2,4,2,1,1,2,4,2107,2
"SYNC",0,3,0,1,0,0,0,0,1,146,0
"RP11-114B7.6",0,0,0,0,0,0,0,0,0,1,0
"KIAA1522",1,1,0,1,0,0,0,0,0,2030,0
"YARS",3,3,0,1,2,1,1,0,0,1025,0
"S100PBP",0,5,1,1,0,0,0,0,2,261,0
"FNDC5",0,0,0,0,0,0,0,0,0,10,0
"HPCA",0,0,0,0,0,0,0,0,0,33,0
"TMEM54",3,2,0,0,0,1,0,2,2,15069,0
"RNF19B",7,1,0,2,1,0,0,8,0,737,2
"AK2",11,7,0,3,3,1,0,5,4,4716,4
"AZIN2",0,0,0,1,0,0,0,0,0,70,0
"TRIM62",0,0,0,0,0,0,0,0,0,87,0
"ZNF362",0,1,0,0,0,0,0,0,1,118,0
"RP11-415J8.3",0,0,0,0,0,0,0,0,0,2,0
"PHC2",3,1,0,0,0,0,0,0,1,905,0
"ZSCAN20",0,0,0,0,0,0,0,0,0,17,0
"CSMD2",0,1,0,0,0,0,0,0,0,1,0
"SMIM12",8,2,0,6,4,4,1,1,4,1409,4
"GJB5",0,0,0,0,0,0,0,0,0,125,0
"GJB4",0,0,0,0,0,0,0,0,0,283,0
"GJB3",0,0,0,0,0,0,0,0,0,2307,0
"GJA4",0,2,0,0,0,0,0,0,0,3,0
"DLGAP3",0,0,0,1,0,0,0,0,0,23,0
"RP11-244H3.4",0,0,0,0,0,0,0,0,0,3,0
"ZMYM6NB",0,0,0,0,0,0,0,0,0,1,0
"ZMYM6",1,3,0,0,0,1,0,0,0,199,0
"ZMYM1",1,1,0,0,0,0,0,0,2,67,0
"SFPQ",18,21,6,19,6,10,3,7,15,6652,5
"ZMYM4",1,3,0,0,0,1,0,0,0,371,0
"KIAA0319L",2,2,0,7,0,2,0,0,0,904,3
"NCDN",0,4,0,1,1,1,0,0,0,113,1
"RP4-728D4.2",0,0,0,1,0,1,0,0,0,2,0
"TFAP2E",0,0,0,0,0,0,0,0,0,2,0
"PSMB2",10,11,2,13,6,1,1,2,9,5279,4
"C1orf216",1,1,0,0,0,0,1,0,0,139,0
"CLSPN",1,0,0,0,0,0,0,0,0,692,0
"AGO4",2,0,0,0,0,0,0,0,0,171,2
"AGO1",0,1,0,1,1,0,0,0,0,649,2
"RP4-789D17.5",0,0,0,0,0,0,0,0,0,1,0
"AGO3",4,0,0,2,1,3,0,0,1,595,0
"TEKT2",0,0,0,0,0,0,0,0,0,1,0
"ADPRHL2",1,1,0,2,2,1,0,0,1,708,1
"COL8A2",0,2,0,0,0,0,0,0,0,1,0
"TRAPPC3",10,13,0,1,2,1,0,1,8,2972,4
"MAP7D1",11,12,2,4,4,2,0,3,0,1662,5
"THRAP3",1,7,0,8,3,3,1,1,8,2507,0
"SH3D21",0,0,0,0,1,0,0,0,0,75,0
"EVA1B",2,19,1,0,0,0,0,0,2,281,8
"RP11-268J15.5",0,0,0,0,0,0,0,0,0,50,0
"STK40",6,6,1,0,1,0,0,1,1,1104,4
"LSM10",10,7,3,6,2,1,1,1,2,1633,1
"OSCP1",0,1,0,0,0,0,0,0,0,309,0
"MRPS15",8,7,1,5,3,2,0,1,4,5942,4
"CSF3R",2,0,0,0,0,0,0,3,0,0,0
"LINC01137",0,0,0,0,1,0,0,0,0,75,1
"ZC3H12A",10,14,1,4,2,0,0,1,3,2193,2
"MEAF6",9,10,0,1,5,5,2,1,7,3073,3
"SNIP1",2,0,0,1,1,0,0,1,0,240,1
"DNALI1",0,2,0,0,0,0,0,0,0,455,0
"GNL2",2,1,0,1,2,2,0,0,1,1137,3
"C1orf109",0,0,0,0,0,0,0,0,0,352,1
"CDCA8",1,0,0,0,0,0,0,0,0,492,0
"EPHA10",0,0,0,0,0,0,0,0,0,143,0
"MANEAL",1,0,0,0,0,0,0,0,0,258,0
"YRDC",2,3,0,0,1,0,0,0,1,1261,2
"C1orf122",6,15,3,2,2,0,0,7,3,3245,4
"MTF1",3,1,0,0,0,0,0,1,1,397,0
"INPP5B",0,1,0,1,1,0,0,0,0,116,0
"SF3A3",0,5,0,5,0,1,0,1,1,1171,1
"FHL3",0,5,0,1,0,0,0,2,1,457,1
"UTP11L",4,6,0,1,4,0,1,0,3,1414,3
"RRAGC",7,1,0,1,0,0,1,0,0,939,1
"RP5-864K19.4",0,0,0,0,0,0,0,0,1,50,0
"MYCBP",1,4,1,2,2,0,0,0,3,937,0
"RHBDL2",1,0,0,0,0,0,0,0,0,1150,0
"AKIRIN1",5,7,1,9,4,4,1,2,3,1671,3
"NDUFS5",29,49,3,28,16,23,7,13,23,23830,19
"MACF1",6,13,4,5,3,3,1,1,4,1806,6
"RP11-69E11.4",0,1,0,0,0,0,0,0,0,32,0
"PABPC4",21,11,1,3,2,7,2,0,5,5149,1
"HEYL",0,1,0,0,0,0,0,0,0,3,0
"HPCAL4",0,0,0,0,0,0,0,0,0,1,0
"PPIE",4,1,0,1,0,3,1,0,2,446,2
"BMP8B",0,0,0,0,0,0,0,0,0,80,0
"OXCT2",0,0,0,0,0,0,0,0,0,18,0
"RP1-118J21.25",0,0,0,0,0,0,0,0,0,6,0
"TRIT1",0,0,0,1,1,0,0,0,0,489,1
"MYCL",0,0,0,0,0,0,0,0,0,183,0
"RP1-118J21.5",0,0,0,0,0,0,0,0,0,2,0
"MFSD2A",3,0,0,1,0,0,0,1,0,394,0
"CAP1",48,10,4,11,6,6,1,7,23,5046,13
"PPT1",37,12,0,3,1,4,1,3,8,1464,4
"RLF",5,0,0,1,0,1,0,0,0,248,0
"TMCO2",0,0,0,0,0,0,0,0,0,1,0
"RP1-39G22.7",0,0,0,0,0,1,0,0,0,166,0
"ZMPSTE24",2,2,0,0,1,0,0,0,2,920,0
"COL9A2",0,0,0,0,0,0,0,0,1,14,0
"SMAP2",7,3,0,5,3,8,0,1,9,432,1
"ZFP69B",0,0,0,0,1,0,0,0,0,21,1
"ZFP69",0,1,0,0,0,0,0,0,0,51,0
"EXO5",0,0,0,1,0,0,0,0,0,1,0
"ZNF684",0,0,0,0,0,0,0,0,1,65,0
"RIMS3",0,0,0,0,0,0,0,0,0,14,0
"NFYC-AS1",0,0,0,0,0,0,0,0,0,35,0
"NFYC",1,2,1,2,2,1,0,0,4,701,1
"KCNQ4",0,0,0,0,0,0,0,0,0,128,0
"CITED4",1,0,0,0,0,0,0,0,0,2410,8
"CTPS1",0,1,0,1,2,1,1,0,2,784,0
"SLFNL1-AS1",0,0,0,0,0,0,0,0,0,4,0
"SLFNL1",0,0,0,1,0,0,0,0,0,3,0
"SCMH1",0,2,1,0,0,0,0,0,0,394,0
"RP11-399E6.1",0,0,0,0,0,0,0,0,0,1,0
"FOXO6",0,0,0,0,0,0,0,0,0,50,0
"EDN2",0,0,0,0,0,0,0,0,0,236,0
"HIVEP3",1,1,0,2,0,0,0,1,1,370,1
"GUCA2B",0,0,0,0,0,0,0,0,0,21,0
"GUCA2A",0,0,0,0,0,0,0,0,0,58,0
"FOXJ3",1,0,0,0,0,0,0,0,0,645,1
"RIMKLA",1,0,0,0,0,0,0,0,0,428,0
"ZMYND12",0,0,0,0,0,0,0,0,0,25,0
"PPCS",3,18,0,3,2,1,1,2,5,2365,2
"CCDC30",1,0,0,0,0,0,0,0,0,70,0
"PPIH",2,2,1,2,0,1,2,0,0,1814,1
"RP5-994D16.3",0,0,0,0,0,0,0,0,0,17,0
"YBX1",170,89,18,73,37,50,17,31,42,73666,56
"P3H1",0,9,0,0,0,0,0,0,1,118,1
"C1orf50",1,1,0,5,0,0,0,0,2,954,0
"SVBP",9,3,0,2,0,0,0,0,2,1500,3
"ERMAP",0,0,0,0,0,0,0,0,0,65,0
"RP11-342M1.3",0,0,0,0,0,0,0,0,0,2,0
"ZNF691",0,0,0,0,0,0,0,0,0,45,0
"SLC2A1",4,8,1,3,1,1,0,0,3,4479,1
"SLC2A1-AS1",0,1,0,0,0,0,0,0,0,113,0
"EBNA1BP2",2,2,0,1,0,2,1,2,3,4090,4
"TMEM125",0,0,0,0,0,0,0,0,0,1220,0
"C1orf210",0,0,0,0,0,0,0,0,0,711,0
"TIE1",0,0,0,0,0,0,0,0,0,3,11
"RP1-92O14.3",0,0,0,0,0,0,0,1,0,191,0
"CDC20",1,0,0,0,0,0,0,0,0,1557,0
"ELOVL1",5,5,1,3,0,1,0,0,2,1603,4
"MED8",2,2,1,0,2,0,0,0,1,876,1
"SZT2",0,1,0,0,0,0,0,0,0,164,1
"SZT2-AS1",0,0,0,0,0,0,0,0,0,1,0
"HYI",2,6,0,0,0,0,0,0,2,577,1
"HYI-AS1",0,0,0,0,0,0,0,0,0,7,0
"PTPRF",2,1,0,0,0,1,0,0,0,4177,0
"KDM4A",0,0,0,0,0,0,0,1,1,344,1
"KDM4A-AS1",0,0,0,0,0,0,0,0,0,16,0
"ST3GAL3",0,0,0,0,0,0,0,0,1,31,0
"ARTN",0,0,0,0,0,0,0,0,0,56,0
"RP11-7O11.3",0,0,0,0,0,0,0,0,0,22,0
"IPO13",0,0,0,0,0,1,0,0,1,194,0
"DPH2",1,1,0,0,0,1,0,0,0,651,1
"ATP6V0B",78,19,3,9,9,2,3,11,8,10997,8
"B4GALT2",1,1,0,0,0,0,0,1,0,974,2
"CCDC24",1,0,0,0,0,0,0,0,0,237,0
"SLC6A9",0,0,0,0,0,0,0,0,0,42,0
"RP5-1198O20.4",0,0,0,0,0,0,0,0,0,51,0
"DMAP1",1,2,0,2,1,0,0,0,0,630,1
"ERI3",2,6,1,2,0,1,1,0,0,1731,2
"RNF220",0,2,0,1,0,1,0,0,3,1062,1
"TMEM53",3,0,0,0,0,1,0,0,3,1075,1
"C1orf228",0,0,0,2,0,1,0,1,0,24,0
"KIF2C",0,0,0,0,0,0,0,0,0,285,0
"RP11-269F19.2",0,0,0,0,0,0,0,0,0,3,0
"RPS8",253,337,43,286,124,318,43,89,193,226476,173
"BEST4",0,0,0,0,0,0,0,0,0,3,0
"PLK3",26,17,0,6,5,5,1,2,4,1702,3
"TCTEX1D4",0,0,0,0,0,0,0,0,0,19,0
"BTBD19",2,0,0,0,0,0,0,1,0,59,0
"PTCH2",1,0,0,0,0,0,0,0,0,46,0
"EIF2B3",1,2,0,1,0,0,0,0,2,393,1
"HECTD3",0,0,0,0,0,0,0,0,0,240,0
"UROD",4,6,1,5,0,0,0,0,0,816,1
"ZSWIM5",0,0,0,0,0,0,0,0,0,50,0
"LINC01144",0,0,0,0,0,0,0,0,0,19,0
"HPDL",0,0,0,0,0,0,0,0,0,549,0
"MUTYH",0,2,0,1,0,0,0,0,2,404,0
"TOE1",0,1,0,5,0,2,0,0,0,176,0
"TESK2",1,0,0,1,0,0,0,0,0,138,0
"CCDC163P",0,0,0,0,0,0,0,0,0,24,0
"MMACHC",0,0,0,0,0,0,0,0,0,76,0
"PRDX1",49,39,2,16,7,10,1,13,33,16676,19
"AKR1A1",24,6,0,4,3,4,0,3,4,5548,4
"NASP",5,6,4,6,2,7,2,0,4,2454,3
"CCDC17",0,0,0,0,0,0,0,0,0,46,0
"GPBP1L1",5,6,0,3,1,1,1,0,1,1590,1
"TMEM69",0,1,0,2,0,1,0,0,0,754,1
"IPP",0,0,0,1,1,0,0,0,1,150,0
"MAST2",0,2,0,0,0,1,0,0,0,709,0
"PIK3R3",0,0,0,0,0,0,0,0,0,455,3
"RP4-533D7.4",0,0,0,0,0,0,0,0,0,2,0
"RP4-533D7.5",0,0,0,0,0,0,0,0,0,21,0
"TSPAN1",1,1,0,0,0,0,0,1,1,3961,0
"POMGNT1",1,4,0,2,0,0,0,2,2,906,2
"LURAP1",0,1,0,0,0,0,0,0,0,9,0
"RAD54L",0,0,0,0,0,0,0,0,0,208,0
"LRRC41",2,10,1,2,0,0,0,0,1,1007,4
"UQCRH",54,43,9,27,7,15,1,13,12,58476,32
"NSUN4",1,1,0,0,0,0,0,1,0,353,1
"FAAH",0,0,0,0,0,0,0,0,0,781,0
"DMBX1",0,0,0,0,0,1,0,0,0,27,0
"MKNK1",5,1,0,3,1,0,0,3,2,705,0
"MOB3C",0,1,0,0,0,1,1,1,0,97,2
"ATPAF1",1,0,0,0,1,1,0,1,2,983,0
"EFCAB14",2,4,0,5,2,3,1,1,1,1752,4
"CYP4B1",0,0,0,0,0,0,0,0,0,1,0
"CYP4X1",0,0,0,0,0,0,0,0,0,122,0
"CYP4A22-AS1",0,0,0,0,0,0,0,0,0,7,0
"LINC00853",0,0,0,0,0,0,0,0,0,49,0
"PDZK1IP1",1,2,0,0,1,1,0,1,1,6529,0
"TAL1",0,0,0,0,0,0,0,0,0,1,0
"STIL",1,0,0,0,0,0,0,0,0,249,0
"CMPK1",9,13,4,18,7,12,0,4,10,5993,7
"LINC01389",0,0,0,0,0,0,0,0,0,17,0
"FOXE3",0,0,0,0,0,0,0,0,0,1,0
"FOXD2-AS1",0,0,0,0,0,0,0,0,0,86,0
"FOXD2",0,0,0,0,0,0,0,0,0,24,0
"TRABD2B",0,2,0,0,0,0,0,0,0,3,0
"SLC5A9",0,0,0,0,0,0,0,0,0,6,0
"RP5-1024N4.4",0,0,0,0,0,0,0,0,0,5,0
"SPATA6",0,2,0,0,0,0,0,0,0,245,0
"AGBL4",0,0,0,0,0,0,0,0,0,48,0
"BEND5",0,1,0,0,0,0,0,0,0,7,0
"DMRTA2",0,0,0,0,0,0,0,0,0,4,0
"FAF1",3,2,0,0,0,1,0,0,2,1202,0
"CDKN2C",1,5,2,0,1,0,0,0,2,142,0
"LINC01562",0,0,0,0,0,0,0,0,0,1,0
"RNF11",1,5,1,5,4,6,0,0,3,1505,5
"TTC39A",0,0,0,0,0,0,0,0,0,432,0
"TTC39A-AS1",0,0,0,0,0,0,0,0,0,13,0
"EPS15",3,3,1,2,0,0,0,0,2,806,3
"RP11-191G24.1",1,0,0,0,0,0,0,0,0,22,0
"OSBPL9",3,1,1,4,1,1,0,0,0,1088,1
"NRDC",4,3,1,6,1,2,1,0,3,1186,4
"RP4-657D16.3",0,0,0,0,0,0,0,0,0,23,0
"RP4-657D16.6",0,0,0,0,0,0,0,0,0,7,0
"RAB3B",0,1,0,0,0,0,0,0,0,136,0
"TXNDC12",11,14,1,1,6,4,0,3,8,2209,4
"KTI12",1,1,0,0,1,1,0,0,0,291,0
"BTF3L4",17,7,3,5,7,3,0,3,4,2798,1
"ZFYVE9",0,0,1,1,0,0,0,0,0,149,1
"CC2D1B",1,0,0,2,1,0,0,0,2,117,0
"RP11-155O18.6",0,0,0,0,0,0,0,0,0,6,0
"ORC1",0,0,0,0,0,0,0,0,0,178,0
"PRPF38A",3,1,1,5,1,1,0,1,2,1376,0
"ZCCHC11",3,2,0,2,2,2,0,0,3,678,2
"GPX7",1,4,0,0,0,0,0,0,1,85,0
"FAM159A",2,0,0,4,0,1,0,0,0,1,0
"COA7",0,1,0,0,0,0,0,0,0,427,0
"ZYG11B",5,2,0,0,0,1,0,0,0,442,1
"ZYG11A",0,0,0,0,0,0,0,0,0,1,0
"ECHDC2",3,6,0,0,2,2,0,0,1,1131,0
"SCP2",21,10,1,9,3,8,5,0,9,5981,4
"PODN",0,10,0,0,0,0,0,0,0,0,0
"CPT2",0,0,0,0,0,1,0,0,0,347,0
"RP5-1024G6.2",0,0,0,0,0,0,0,0,0,6,0
"C1orf123",3,8,2,3,1,1,0,0,0,1133,2
"RP5-1024G6.7",0,0,0,0,0,0,0,0,1,21,0
"MAGOH",7,6,2,3,4,2,0,3,4,2508,5
"RP5-1024G6.5",1,0,0,0,0,0,0,0,0,45,0
"LRP8",0,0,0,0,1,0,0,0,1,285,0
"GLIS1",0,0,0,0,0,0,0,0,0,1,0
"NDC1",0,0,0,1,0,0,0,0,0,788,0
"YIPF1",0,2,0,1,1,1,0,0,0,568,0
"HSPB11",6,5,2,5,3,1,1,0,2,1960,2
"LRRC42",2,1,0,0,0,0,0,0,0,771,0
"LDLRAD1",0,0,0,0,0,0,0,0,0,5,0
"TMEM59",33,81,3,25,9,12,3,8,20,12121,9
"TCEANC2",1,0,0,0,0,0,0,0,1,122,0
"RP11-446E24.4",0,0,0,0,0,0,0,0,0,1,0
"CYB5RL",1,1,0,0,0,0,0,0,0,126,0
"MRPL37",3,7,0,3,1,0,1,1,3,4224,1
"SSBP3",2,7,0,3,2,1,0,0,0,1874,1
"SSBP3-AS1",0,0,0,0,0,0,0,0,0,2,0
"ACOT11",3,0,0,0,0,0,0,0,0,371,0
"MROH7",1,0,0,0,0,0,0,0,0,1,0
"TTC4",0,0,0,0,0,0,0,0,0,17,0
"PARS2",0,0,0,0,0,0,0,0,0,42,0
"TTC22",0,0,0,0,0,0,0,0,0,40,0
"LEXM",0,0,0,0,0,0,1,0,0,0,0
"DHCR24",2,0,0,0,0,0,0,0,0,2346,0
"RP11-67L3.5",0,0,0,0,0,0,0,0,0,4,0
"RP11-67L3.4",0,0,0,0,0,0,0,0,0,22,0
"TMEM61",0,0,0,0,0,0,0,0,0,361,0
"BSND",0,0,0,0,0,0,0,0,0,3,0
"PCSK9",1,0,0,0,1,0,0,0,0,1290,0
"USP24",2,0,0,0,0,0,0,0,0,486,1
"RP11-504A18.1",0,0,0,0,0,0,0,0,0,2,0
"RP4-710M16.2",0,0,0,0,0,0,0,0,0,1,0
"PLPP3",1,2,0,0,0,0,0,0,0,107,6
"PRKAA2",0,1,0,0,0,0,0,0,0,0,0
"OMA1",0,0,0,0,0,0,1,0,1,270,0
"TACSTD2",10,5,1,8,2,2,0,1,2,21462,5
"MYSM1",0,0,0,1,0,0,1,0,1,338,0
"JUN",157,137,23,96,33,72,18,2,54,13834,23
"LINC01135",0,0,0,0,0,0,0,0,0,6,0
"RP11-63G10.3",0,0,0,0,0,0,0,0,0,3,0
"RP4-794H19.1",0,0,0,0,0,0,0,0,0,6,0
"LINC01358",0,0,0,0,0,0,0,0,0,1,0
"FGGY",0,1,0,0,0,0,0,0,0,505,0
"HOOK1",1,0,0,1,1,0,0,0,0,1165,1
"CYP2J2",0,0,0,0,0,0,0,0,0,384,0
"RP11-776H12.1",0,0,0,0,0,0,0,0,0,1,0
"RP11-436K8.1",0,0,0,0,0,0,0,0,0,1,0
"NFIA",0,1,0,1,0,0,0,0,0,1900,5
"NFIA-AS2",0,0,0,0,0,0,0,0,0,1,0
"TM2D1",5,10,1,4,0,0,1,3,3,2073,2
"RP11-430G17.3",0,0,0,0,0,0,0,0,0,47,0
"INADL",1,0,0,0,0,2,0,0,0,1437,0
"L1TD1",0,1,0,0,0,0,0,0,0,2,0
"USP1",2,5,0,4,3,1,0,1,4,2176,0
"DOCK7",2,2,0,0,0,0,0,1,0,481,0
"RP11-230B22.1",0,0,0,0,0,0,0,0,0,3,0
"ATG4C",4,1,0,0,0,1,0,0,1,181,1
"RP4-771M4.3",0,0,0,0,0,0,0,0,0,2,0
"ALG6",1,3,1,0,0,0,0,0,0,236,1
"ITGB3BP",2,2,1,0,0,0,0,0,4,1536,1
"EFCAB7",0,0,0,0,0,0,0,0,1,56,0
"PGM1",2,7,0,1,0,1,1,1,0,1100,2
"ROR1",0,0,0,0,0,0,0,0,0,144,1
"ROR1-AS1",0,0,0,0,0,0,0,0,0,2,0
"CACHD1",0,0,0,0,0,0,0,0,0,53,0
"RAVER2",0,0,0,0,0,0,0,0,0,462,0
"JAK1",14,26,3,17,7,7,3,5,16,3175,12
"RP4-535B20.1",0,0,0,0,0,0,0,0,0,3,0
"AK4",2,1,0,0,0,1,0,0,1,2485,0
"DNAJC6",0,0,0,0,0,0,0,0,0,3,0
"LEPROT",14,23,0,1,1,0,0,4,5,1437,11
"LEPR",0,0,0,0,0,0,0,0,0,89,0
"PDE4B",25,16,0,7,3,7,1,17,6,221,5
"SGIP1",0,13,0,0,0,0,0,0,0,2,3
"TCTEX1D1",1,0,0,0,0,0,0,1,0,1,1
"WDR78",0,0,0,0,0,0,0,0,0,24,0
"MIER1",5,4,3,6,4,2,1,1,9,958,1
"SLC35D1",0,2,0,1,2,0,0,0,1,228,1
"IL23R",0,0,0,0,0,0,0,0,0,1,0
"IL12RB2",0,0,0,1,0,0,0,0,0,0,0
"SERBP1",17,29,6,17,10,7,2,0,14,16474,14
"GADD45A",11,7,0,3,1,4,2,1,19,9131,6
"GNG12",1,12,1,1,0,0,0,0,0,2107,2
"GNG12-AS1",0,0,0,0,0,0,0,0,0,25,0
"DIRAS3",0,0,0,0,0,0,0,0,2,7,0
"WLS",3,14,1,0,0,0,0,0,1,1108,3
"DEPDC1",0,0,0,0,0,0,0,0,0,290,0
"DEPDC1-AS1",0,0,0,0,0,0,0,0,0,5,0
"LRRC7",0,0,0,0,0,0,0,0,0,4,0
"LRRC40",2,0,0,0,0,0,1,0,2,277,1
"SRSF11",12,12,3,8,2,5,7,3,5,4429,10
"ANKRD13C",1,1,0,0,0,3,0,0,0,260,0
"HHLA3",2,0,0,0,1,0,0,0,0,327,0
"RP11-180O5.2",0,0,0,0,0,0,0,0,0,1,0
"CTH",1,0,0,0,0,1,0,0,0,132,0
"RP11-42O15.3",0,0,0,0,0,0,0,0,0,15,0
"PTGER3",0,0,0,0,0,0,0,0,0,1,0
"ZRANB2",2,4,0,0,2,1,0,3,3,1192,2
"NEGR1",0,5,0,0,0,0,0,0,0,1,0
"LRRIQ3",0,0,0,0,0,0,0,0,0,2,0
"FPGT",1,0,0,0,0,0,0,0,0,127,0
"FPGT-TNNI3K",0,0,0,0,0,0,0,0,0,4,0
"TNNI3K",0,0,0,0,0,0,0,0,0,1,0
"RP11-17E13.2",0,0,0,0,0,0,0,0,0,8,0
"CRYZ",1,2,0,0,1,0,0,0,0,1020,1
"TYW3",3,2,0,1,0,0,0,0,1,1168,4
"SLC44A5",0,0,0,0,0,0,0,0,0,1,0
"ACADM",4,6,0,0,3,1,2,0,2,950,1
"RABGGTB",6,4,1,2,1,1,1,1,3,2496,9
"MSH4",0,0,0,0,0,0,0,0,0,1,0
"ST6GALNAC5",0,1,0,0,0,0,0,0,0,0,0
"PIGK",0,4,0,0,0,1,0,0,0,514,0
"AK5",0,1,0,0,0,0,0,0,0,0,0
"ZZZ3",1,1,1,3,1,0,0,0,2,488,0
"USP33",0,2,0,0,0,0,0,0,0,673,0
"FAM73A",0,2,0,0,0,0,0,0,0,298,1
"NEXN",0,2,0,0,0,0,0,0,0,2,0
"FUBP1",1,4,0,2,0,4,0,1,2,1111,1
"DNAJB4",3,3,0,0,0,0,0,2,0,102,1
"GIPC2",0,0,0,0,1,0,0,0,0,16,0
"RP11-386I14.4",2,0,0,0,0,0,0,1,0,49,0
"PTGFR",0,1,0,0,0,0,0,0,0,0,0
"IFI44L",0,0,0,0,0,0,0,0,0,31,0
"IFI44",3,2,2,5,0,0,0,0,5,467,2
"ADGRL4",0,3,0,0,0,0,0,0,0,1,26
"RP5-887A10.1",0,0,0,0,0,0,0,0,0,0,0
"ADGRL2",0,0,0,0,0,0,0,0,0,64,2
"RP11-475O6.1",0,0,0,0,0,0,0,0,0,5,0
"TTLL7",0,2,0,0,0,0,0,0,0,50,0
"PRKACB",1,2,1,4,2,1,0,0,1,1220,0
"SAMD13",0,0,0,0,0,0,0,0,0,496,0
"DNASE2B",0,0,0,0,0,0,0,0,0,10,0
"RPF1",3,2,0,6,5,1,1,0,2,1176,1
"GNG5",37,29,2,16,3,5,5,14,11,13850,19
"CTBS",3,4,0,3,0,0,0,1,1,521,0
"SSX2IP",0,1,0,0,0,0,0,0,1,485,0
"LPAR3",0,1,0,0,0,0,0,0,0,0,0
"MCOLN2",1,0,0,2,0,0,0,0,1,69,0
"WDR63",0,0,0,0,0,0,0,0,0,7,0
"MCOLN3",0,0,0,0,0,0,0,0,0,218,0
"SYDE2",0,1,0,0,0,0,0,0,0,175,0
"C1orf52",3,5,0,2,1,3,0,2,2,1011,3
"BCL10",3,4,0,3,0,0,0,0,1,1273,5
"RP11-131L23.1",0,0,0,0,0,0,0,2,0,104,0
"DDAH1",0,1,0,0,0,1,0,0,0,2301,1
"RP11-131L23.2",0,0,0,0,0,0,0,0,0,8,0
"RP4-621F18.2",0,0,0,0,0,0,0,0,0,6,0
"RP11-290M5.4",0,0,0,0,0,0,0,0,0,1,0
"CYR61",0,44,0,0,0,0,0,0,0,1028,13
"ZNHIT6",2,1,0,0,0,0,0,0,0,432,0
"COL24A1",0,0,0,0,0,0,0,0,0,0,0
"ODF2L",0,13,3,8,3,2,1,0,6,1198,3
"CLCA1",0,1,0,0,0,0,0,0,0,1,0
"CLCA4",0,0,0,0,0,0,0,0,0,3,0
"RP4-651E10.4",0,0,0,0,0,0,0,0,0,3,0
"RP4-612B15.3",0,0,0,0,0,0,0,0,0,30,0
"SH3GLB1",23,9,2,7,3,2,1,5,6,3232,6
"SEP15",18,26,1,14,6,4,0,7,8,4522,10
"HS2ST1",1,3,0,1,0,0,0,0,1,772,0
"LINC01140",0,0,0,0,0,0,0,0,0,2,0
"LMO4",6,8,1,2,2,1,0,1,0,2366,3
"PKN2-AS1",0,0,0,0,0,0,0,0,0,15,0
"PKN2",1,3,1,1,1,0,1,1,0,1963,3
"GTF2B",2,4,4,5,1,5,0,1,4,777,0
"CCBL2",0,3,0,0,0,1,0,2,2,1274,1
"RBMXL1",1,1,0,2,0,1,0,0,3,529,0
"GBP3",6,3,0,1,0,0,0,1,0,946,1
"GBP1",3,1,0,1,1,0,0,4,2,86,0
"GBP2",4,4,2,5,3,3,1,2,13,634,1
"GBP4",2,2,2,2,1,0,0,1,7,31,3
"GBP5",2,0,0,5,2,2,0,0,12,2,1
"GBP6",0,0,0,0,0,0,0,0,0,1,0
"LRRC8B",2,1,0,0,0,0,0,0,1,588,1
"FLJ27354",0,0,0,0,0,2,0,0,0,4,0
"LRRC8C",4,0,0,0,1,3,0,0,3,21,2
"RP5-943J3.2",0,0,0,0,0,0,0,0,0,22,0
