"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs"
"AGRN",2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2
"RNF223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"C1orf159",1,0,0,1,0,0,0,2,1,0,0,0,3,1,0,0,0,0,43,0,0,0,0
"RP11-465B22.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,1,0,0
"TNFRSF18",3,1,1,0,1,1,0,3,75,5,4,1,75,1,1,1,4,4,2,49,1,44,9
"TNFRSF4",15,1,3,0,0,0,0,1,2,6,8,0,158,2,0,9,0,0,1,26,0,63,35
"SDF4",62,3,10,2,2,6,0,167,23,2,4,0,50,17,10,3,2,4,552,28,16,7,52
"B3GALT6",3,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,0,21,0,0,0,3
"FAM132A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,199,0,0,0,10
"UBE2J2",38,3,5,1,5,0,1,47,18,0,2,2,26,10,2,1,0,1,275,16,1,10,11
"ACAP3",4,0,0,0,1,0,0,14,1,0,1,0,3,3,0,1,0,0,64,0,0,0,0
"PUSL1",10,0,2,0,0,1,0,15,3,0,1,0,9,2,0,0,0,0,74,2,0,2,2
"CPSF3L",36,3,4,1,3,2,0,61,7,1,3,1,21,4,4,4,2,1,264,6,0,2,7
"TAS1R3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0
"DVL1",7,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,51,0,0,0,1
"MXRA8",0,0,0,0,0,0,1,228,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"AURKAIP1",215,8,21,5,17,2,4,161,61,3,17,5,107,19,6,4,1,4,2688,47,14,16,27
"CCNL2",10,0,2,0,1,1,0,46,5,0,6,0,14,2,3,1,2,0,187,13,1,4,6
"MRPL20",189,11,19,2,10,3,4,139,46,1,16,7,84,42,8,9,5,9,984,45,5,9,35
"ANKRD65",7,0,1,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,1,0,15
"VWA1",0,0,0,0,0,0,1,17,0,0,0,0,0,0,2,0,0,0,18,0,0,0,79
"ATAD3C",3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,9,2,0,0,3
"ATAD3B",9,0,3,0,0,0,0,6,2,0,0,0,1,3,0,0,0,0,53,0,1,0,2
"ATAD3A",11,0,2,0,0,0,0,9,1,1,0,0,3,1,1,0,0,0,113,1,0,1,1
"SSU72",127,9,20,6,12,5,1,118,36,3,14,3,76,24,6,13,3,5,859,22,7,8,20
"AL645728.1",1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,1,12,0,0,0,0
"C1orf233",5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"RP11-345P4.9",3,0,0,0,0,0,0,7,0,0,0,0,1,1,0,1,0,0,21,0,0,0,0
"MIB2",5,1,1,0,1,0,0,7,22,0,1,0,15,8,0,2,0,2,170,3,1,7,3
"MMP23B",1,4,0,0,0,0,0,51,6,0,0,0,0,2,6,0,0,1,11,1,0,0,0
"CDK11B",4,1,2,0,0,0,0,10,5,0,1,0,1,2,2,0,0,0,118,2,0,1,4
"SLC35E2B",9,1,1,0,1,2,0,20,7,0,0,2,6,2,2,0,0,0,115,1,0,1,2
"CDK11A",3,0,0,1,0,0,0,7,5,0,2,0,5,3,0,0,0,0,29,0,0,0,2
"SLC35E2",0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,12,0,0,0,1
"NADK",47,0,3,2,1,0,0,1,5,0,2,1,4,1,1,0,0,0,171,1,5,2,2
"GNB1",61,0,7,2,3,1,1,23,9,0,0,1,17,3,2,4,1,1,254,4,3,5,26
"TMEM52",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,3,0,0,0
"PRKCZ",0,0,0,2,0,0,0,9,7,0,1,0,8,5,0,0,1,0,140,2,0,0,1
"RP5-892K4.1",0,0,1,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,2,0,0,2,0
"SKI",5,0,0,1,0,0,0,16,0,1,2,3,1,3,1,1,0,0,45,1,0,0,6
"MORN1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,0,0,0
"RER1",202,8,17,6,16,4,2,147,26,0,13,0,94,20,6,11,2,1,1168,44,4,24,25
"PEX10",22,0,5,0,0,1,0,11,5,2,3,0,2,0,0,0,0,0,64,4,1,0,2
"PANK4",4,2,0,0,0,0,0,20,3,0,0,1,5,4,0,0,0,0,59,1,0,0,3
"RP3-395M20.12",46,4,7,0,1,0,0,1,4,0,1,0,6,3,0,2,0,1,60,0,1,1,0
"RP3-395M20.8",3,0,3,0,0,0,0,4,2,0,2,1,5,2,0,0,2,0,134,1,0,1,7
"TNFRSF14",143,7,9,0,6,0,0,72,22,0,12,3,37,17,4,14,1,2,379,15,7,9,13
"RP3-395M20.9",0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,16,1,0,1,1
"FAM213B",8,0,0,0,0,0,1,9,0,0,2,0,7,0,0,0,1,0,140,2,2,0,3
"MMEL1",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,94,0,0,0,0
"ARHGEF16",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,151,0,0,0,0
"TPRG1L",9,1,0,0,3,0,0,9,4,0,1,0,5,0,0,0,0,0,127,0,0,4,5
"WRAP73",8,5,1,1,1,0,1,21,11,0,0,1,8,1,0,1,1,1,91,0,1,4,4
"TP73",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TP73-AS1",2,0,0,0,0,0,0,11,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2
"SMIM1",2,0,1,0,0,0,0,16,1,0,0,0,1,0,0,0,0,0,7,5,0,0,0
"LRRC47",9,1,1,0,0,0,0,16,5,0,4,2,13,1,2,0,2,1,135,8,1,2,5
"CEP104",6,1,0,2,1,1,0,5,8,0,1,0,4,0,0,0,1,0,53,1,0,0,1
"DFFB",0,0,2,0,1,0,0,1,2,0,1,0,1,1,0,0,0,0,20,0,0,0,2
"C1orf174",3,0,4,0,1,0,0,14,4,0,3,0,8,4,4,1,0,1,110,2,0,4,5
"NPHP4",1,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,24,0,0,0,1
"KCNAB2",36,4,2,1,3,0,0,4,5,0,0,0,23,4,0,1,3,4,2,3,0,0,1
"RPL22",788,56,152,19,74,20,4,999,292,13,93,51,797,167,39,88,19,30,6402,130,40,98,127
"RP1-120G22.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0
"RNF207",1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,39,0,0,0,1
"ICMT",12,0,0,0,4,0,0,8,10,0,0,0,4,5,1,0,0,1,113,1,0,0,1
"GPR153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
"ACOT7",19,3,3,1,6,0,0,24,24,0,19,0,16,3,4,0,0,9,327,1,0,3,8
"RP1-202O8.3",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0
"HES2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"ESPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0
"TNFRSF25",0,3,0,0,1,3,0,1,1,5,0,0,50,4,0,3,0,0,55,0,0,13,0
"NOL9",4,0,0,0,1,0,0,5,1,0,0,0,0,2,0,0,0,0,53,0,0,0,2
"ZBTB48",9,0,0,0,1,0,0,5,2,0,2,0,6,0,2,0,0,0,85,0,0,0,0
"KLHL21",5,0,0,0,0,0,0,17,0,0,0,1,1,0,1,0,0,0,16,1,0,0,0
"PHF13",3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1
"THAP3",11,0,2,4,1,0,2,31,5,0,0,0,5,2,4,0,1,0,50,0,0,2,2
"DNAJC11",12,0,0,1,0,0,0,11,2,0,0,0,0,3,0,0,0,1,135,0,1,0,5
"CAMTA1",92,7,10,5,7,0,0,90,26,3,9,1,26,8,14,3,1,1,950,13,4,6,42
"VAMP3",34,0,2,1,3,0,1,49,8,0,3,1,10,6,3,2,0,1,198,3,5,1,15
"PER3",14,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,18,0,0,0,3
"TNFRSF9",5,3,2,0,8,0,0,0,2,0,0,0,2,5,0,0,0,1,0,0,5,7,0
"PARK7",547,31,58,8,31,15,2,522,183,3,45,17,269,93,27,19,5,21,2736,66,24,46,108
"ERRFI1",3,0,0,0,0,0,0,2,1,1,5,0,5,1,0,0,0,1,70,2,0,0,0
"RERE",11,2,2,0,0,0,0,17,0,0,1,0,1,1,0,0,0,0,175,2,1,3,7
"ENO1",726,35,113,19,45,12,4,288,331,8,42,7,447,63,21,25,20,22,2924,18,48,63,45
"ENO1-AS1",0,1,0,0,0,0,0,1,1,0,0,1,2,0,2,0,0,0,4,0,0,0,1
"SLC2A5",4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
"GPR157",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,1,0,0
"H6PD",7,0,1,0,0,0,0,15,3,0,0,0,3,1,1,0,0,0,60,0,1,0,1
"SPSB1",2,0,0,0,1,0,0,18,0,0,4,1,3,0,1,0,0,0,61,0,2,0,6
"SLC25A33",43,3,4,0,3,0,1,5,3,0,3,6,15,3,0,3,2,0,222,4,3,0,4
"TMEM201",0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,14,0,0,0,0
"PIK3CD",4,3,0,0,2,3,0,0,12,1,2,1,8,6,0,0,0,0,0,0,0,2,0
"CLSTN1",1,0,0,0,0,0,2,20,6,0,1,0,11,4,2,0,0,1,335,1,0,3,6
"CTNNBIP1",44,1,6,1,1,1,0,18,11,0,1,0,13,8,4,3,2,1,195,3,2,0,8
"LZIC",24,1,3,1,0,1,1,22,4,0,1,0,11,5,5,1,0,0,132,2,5,4,5
"NMNAT1",2,0,0,0,0,0,0,5,1,0,1,0,1,1,1,0,1,0,42,0,0,0,1
"RBP7",4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
"UBE4B",6,1,1,2,0,0,0,10,3,0,1,0,9,4,0,0,0,0,61,5,0,0,1
"KIF1B",8,0,0,0,0,0,0,4,1,0,0,0,2,1,0,0,1,0,64,3,0,0,1
"PGD",93,0,13,0,4,0,1,19,5,0,5,0,1,2,0,0,0,0,248,4,3,0,3
"APITD1",13,1,0,0,1,0,0,8,2,0,1,0,2,0,0,0,5,1,127,0,0,0,8
"DFFA",27,0,1,0,4,0,1,21,11,0,0,1,9,1,0,0,0,1,147,0,0,1,11
"PEX14",3,0,0,0,1,0,0,12,7,0,0,1,6,1,0,0,0,0,67,1,0,1,2
"CASZ1",0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,90,0,0,0,0
"TARDBP",21,5,2,1,4,0,0,34,10,0,5,0,16,8,1,3,0,0,180,7,2,2,7
"RP4-635E18.8",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0
"SRM",64,1,6,0,0,2,2,52,26,1,3,0,35,5,1,3,2,4,212,44,1,2,13
"EXOSC10",15,1,1,0,0,0,0,13,9,0,2,0,10,1,0,1,0,0,127,2,1,1,2
"RP4-635E18.6",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"MTOR",4,0,0,0,0,0,0,8,1,0,1,0,1,0,1,0,0,0,50,1,0,0,0
"UBIAD1",5,1,0,0,3,0,0,9,12,0,1,0,5,2,0,1,0,0,63,1,0,0,6
"FBXO2",0,0,0,0,0,0,0,2,7,0,0,0,4,1,0,0,0,1,3,1,0,1,0
"FBXO44",5,2,0,0,3,1,0,18,8,0,1,1,5,2,0,0,0,0,5,0,0,1,1
"FBXO6",37,1,4,1,5,0,0,22,21,1,1,0,8,13,0,0,3,1,50,1,3,1,0
"MAD2L2",49,2,9,1,8,0,0,45,34,0,2,0,26,13,2,2,2,4,51,6,6,3,5
"DRAXIN",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,1,0,0,0
"AGTRAP",42,4,4,0,3,2,0,101,19,0,8,0,13,1,5,1,0,4,126,0,4,2,13
"C1orf167",0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"MTHFR",15,0,2,0,0,0,0,7,1,0,2,0,0,0,0,0,0,0,44,0,0,0,1
"CLCN6",6,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,28,2,1,0,0
"KIAA2013",22,0,2,0,1,0,0,6,0,1,0,0,7,0,0,2,0,0,233,3,0,0,4
"PLOD1",10,0,1,0,0,0,0,67,0,0,0,0,0,0,4,0,0,0,32,4,0,0,7
"MFN2",10,1,0,2,0,0,0,11,6,0,0,0,4,0,0,0,0,0,106,1,1,1,2
"MIIP",35,1,5,1,0,0,2,18,8,0,1,1,20,5,1,0,0,0,91,3,2,2,2
"TNFRSF1B",42,6,8,2,4,0,0,16,14,0,0,1,23,14,0,4,1,4,19,0,0,9,4
"VPS13D",1,0,0,0,1,0,3,3,0,0,3,0,6,3,0,0,0,0,63,0,0,0,1
"DHRS3",36,0,1,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,133,0,2,0,5
"PDPN",16,0,0,0,0,0,0,104,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"PRDM2",10,1,0,0,1,0,0,6,7,0,0,0,6,2,0,0,0,0,45,3,0,1,1
"KAZN",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
"TMEM51",47,0,1,0,0,0,0,23,0,0,0,0,0,0,1,0,0,0,79,0,3,0,0
"FHAD1",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFHD2",105,0,20,3,2,1,0,17,12,0,1,0,24,2,0,5,2,2,368,3,15,0,3
"CASP9",9,0,6,1,1,2,0,9,2,0,1,0,2,0,0,0,0,0,34,0,2,0,2
"DNAJC16",1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,19,0,0,0,0
"AGMAT",2,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,113,0,0,1,0
"DDI2",3,0,0,0,0,0,0,7,2,0,0,0,2,0,0,0,0,0,48,0,0,1,1
"PLEKHM2",15,0,2,0,0,0,0,10,3,0,0,0,5,0,0,0,0,0,56,1,0,0,0
"SLC25A34",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"TMEM82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0
"FBLIM1",1,0,0,0,0,0,0,105,4,0,0,0,0,0,1,1,0,0,264,1,0,0,1
"SPEN",3,0,0,0,0,0,0,4,4,0,2,0,1,2,0,0,0,0,47,0,0,1,0
"ZBTB17",2,1,0,0,4,0,0,9,2,0,1,1,1,1,0,2,0,0,49,1,0,0,0
"EPHA2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83,0,0,0,3
"ARHGEF19",4,0,0,0,0,0,0,9,2,0,0,0,5,1,0,0,0,2,22,1,0,2,2
"RSG1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"FBXO42",5,1,1,0,0,0,0,7,5,0,1,0,5,2,0,0,0,0,33,2,0,1,0
"SZRD1",36,2,3,4,5,1,0,51,23,1,3,2,31,8,4,5,1,2,204,5,6,3,5
"NECAP2",91,3,11,0,6,1,0,36,29,1,1,0,47,6,0,8,1,1,199,3,5,6,21
"RP4-798A10.7",0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,15,1,0,0,0
"NBPF1",10,0,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,160,0,0,0,5
"CROCC",2,0,0,2,0,1,0,10,4,0,0,0,3,2,0,0,0,0,13,1,0,0,0
"RP11-108M9.4",5,0,0,0,0,0,0,8,2,0,0,0,0,0,1,0,0,0,62,0,0,0,1
"RP11-108M9.6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"MFAP2",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP13A2",12,0,0,0,1,0,0,5,4,0,0,0,2,1,0,0,0,0,61,0,0,0,3
"SDHB",200,6,17,2,10,6,1,87,27,1,7,0,42,11,5,3,3,3,1461,14,9,10,21
"PADI2",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,226,0,0,0,0
"RCC2",13,0,5,0,0,0,0,11,3,0,1,0,3,3,0,0,0,0,123,0,3,0,2
"ARHGEF10L",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158,0,1,0,0
"ALDH4A1",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,2
"IFFO2",0,0,1,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,2,2
"UBR4",13,0,0,0,0,0,1,8,1,0,0,1,5,1,0,0,0,0,56,0,1,2,2
"RP1-43E13.2",2,0,1,0,0,0,0,9,0,0,2,0,2,0,0,0,0,0,15,3,1,1,4
"EMC1",7,0,1,1,0,0,0,16,3,0,1,0,2,1,1,0,0,0,33,0,0,0,3
"MRTO4",14,0,1,0,0,0,0,19,5,1,1,0,9,0,0,3,0,2,167,0,0,1,5
"AKR7A3",1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,694,0,0,0,2
"AKR7A2",70,9,15,2,4,0,0,234,27,1,1,5,34,8,11,2,2,1,849,12,4,7,8
"PQLC2",18,0,2,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,38,3,0,0,0
"CAPZB",802,22,69,9,63,9,2,460,130,4,29,2,275,77,31,16,5,20,1223,12,17,43,76
"MINOS1",260,8,15,4,3,3,2,203,47,1,21,1,92,27,28,11,3,5,2755,20,12,22,27
"NBL1",17,1,1,0,2,0,0,499,9,0,0,0,17,5,40,3,0,0,1026,0,0,0,15
"TMCO4",3,0,0,0,0,0,0,4,2,0,0,0,3,0,0,1,0,0,68,1,0,1,0
"RNF186",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,555,0,0,0,0
"OTUD3",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0
"PLA2G2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,0,0,0,0
"PLA2G2D",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"UBXN10",0,1,0,0,0,0,0,2,1,0,11,0,0,0,0,0,0,0,18,0,0,0,0
"CAMK2N1",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,331,0,0,0,0
"MUL1",11,0,1,0,1,0,0,26,5,0,3,0,4,0,1,1,0,0,73,4,0,0,6
"CDA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,215,0,0,0,6
"PINK1",18,0,1,0,0,0,0,11,1,0,0,0,3,1,1,0,0,1,223,3,0,0,11
"PINK1-AS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"DDOST",169,7,11,0,13,6,0,116,35,0,10,5,47,18,8,9,4,0,713,65,6,9,14
"KIF17",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"HP1BP3",22,3,0,1,6,0,0,33,31,0,11,0,25,12,6,2,3,2,279,3,0,3,13
"EIF4G3",10,0,0,1,1,0,0,7,4,0,0,1,3,1,0,1,0,0,90,0,0,0,8
"ECE1",0,3,0,0,1,0,0,30,2,0,0,0,7,1,1,0,0,1,199,0,0,0,21
"NBPF3",0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0
"RAP1GAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
"USP48",12,0,3,1,1,1,0,22,6,1,9,1,14,9,3,1,1,0,108,7,0,5,7
"LDLRAD2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"HSPG2",0,0,0,0,0,0,4,22,0,0,1,0,0,0,3,0,0,0,106,0,0,0,70
"CELA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"LINC00339",5,0,0,0,0,0,0,6,2,0,0,0,3,1,0,0,0,0,20,1,0,0,1
"CDC42",133,9,15,5,6,0,0,77,36,2,9,3,86,14,2,5,2,2,498,10,6,14,24
"WNT4",0,0,0,0,0,0,0,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ZBTB40",0,0,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,26,1,1,0,1
"C1QA",9763,2,867,0,1,0,0,9,0,0,1,0,6,2,0,1,2,0,8,5,184,7,1
"C1QC",7394,1,606,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,3,3,194,2,2
"C1QB",10339,1,753,1,1,0,0,13,4,0,0,0,3,1,0,1,0,0,7,6,224,5,6
"EPHB2",16,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0
"KDM1A",7,0,1,0,0,0,0,10,1,0,0,0,1,1,1,0,0,0,125,0,0,0,4
"LUZP1",14,1,4,0,4,0,0,17,5,0,0,0,14,11,2,3,0,1,171,0,3,1,17
"HNRNPR",62,7,5,0,9,3,0,96,32,1,16,3,49,17,5,2,0,6,398,10,4,12,14
"TCEA3",0,0,0,0,0,0,0,14,2,0,0,0,2,0,1,2,0,0,1211,0,0,0,3
"ASAP3",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
"E2F2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
"ID3",95,6,11,2,7,0,29,902,140,0,0,10,6,8,12,1,2,8,2603,73,4,4,325
"MDS2",1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"RPL11",3088,295,692,102,361,142,28,3565,1370,87,517,369,4317,913,134,441,92,144,28168,713,206,512,626
"TCEB3",8,0,1,1,2,1,0,14,7,1,1,0,6,4,0,0,0,1,42,3,0,0,2
"PITHD1",38,2,2,1,3,1,3,23,18,0,7,0,27,7,3,3,2,3,234,12,4,3,9
"LYPLA2",29,1,1,3,2,2,0,29,25,2,1,2,26,10,1,0,1,2,322,5,1,4,17
"GALE",19,0,1,0,0,0,0,5,13,1,0,0,2,1,0,0,0,0,477,0,0,0,1
"HMGCL",30,0,6,1,1,2,0,63,12,0,1,0,13,5,4,1,0,0,500,0,4,1,9
"FUCA1",3224,1,28,0,3,0,0,18,23,0,3,0,12,1,2,0,0,0,605,5,3,6,4
"PNRC2",4,1,1,0,0,0,0,6,2,0,0,0,3,4,0,0,1,1,43,0,1,1,2
"SRSF10",11,0,1,1,1,3,0,15,7,1,4,1,9,3,1,1,1,2,125,3,0,2,4
"IL22RA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
"IFNLR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,2,0,0,0
"STPG1",1,0,0,0,0,0,0,5,1,0,0,0,4,0,0,0,0,0,56,1,0,1,3
"NIPAL3",2,3,2,0,6,0,0,4,9,0,0,4,8,8,0,0,1,3,113,2,0,3,2
"RCAN3",7,2,1,1,1,4,0,1,5,0,0,0,39,8,0,1,0,0,32,1,0,3,0
"NCMAP",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"SRRM1",74,3,12,2,7,0,0,44,28,3,9,4,38,12,7,4,0,1,359,7,2,8,10
"CLIC4",9,0,2,0,0,0,4,17,1,0,4,0,1,0,5,1,0,0,22,9,2,0,28
"RUNX3",23,9,9,3,4,4,0,0,35,0,0,0,57,21,0,0,1,4,0,0,0,11,0
"SYF2",77,12,22,3,14,4,3,214,59,0,22,7,88,39,12,14,6,5,831,16,5,9,39
"TMEM50A",213,13,9,5,19,1,0,221,82,4,21,1,120,50,19,8,5,9,829,16,14,21,51
"TMEM57",9,0,0,1,4,0,0,9,4,0,1,1,7,2,0,0,0,0,51,6,0,0,4
"LDLRAP1",0,0,0,0,1,0,0,10,0,0,0,0,10,2,0,3,0,0,108,1,0,1,0
"RP11-70P17.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0
"MAN1C1",7,1,1,2,0,0,0,31,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"RP1-187B23.1",0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1
"SEPN1",8,0,0,0,0,0,0,10,1,0,0,0,1,1,1,0,0,0,59,0,2,1,17
"MTFR1L",12,0,7,2,1,0,0,47,8,0,13,0,6,3,3,0,0,0,137,3,0,6,1
"STMN1",480,3,26,0,7,3,2,84,14,0,70,1,15,9,6,0,1,11,1592,3,4,4,12
"PAFAH2",2,0,0,0,0,0,0,4,3,0,0,0,1,6,0,0,1,0,77,0,0,0,0
"SLC30A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"PDIK1L",3,0,2,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,28,1,0,2,1
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"ZNF593",57,1,2,4,0,0,2,58,14,0,4,0,34,9,4,0,1,0,436,18,1,4,15
"CNKSR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0
"CEP85",1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,1,0,0,0
"SH3BGRL3",996,170,233,66,230,38,2,331,839,20,154,14,1409,476,14,77,45,100,6096,78,84,159,103
"UBXN11",14,1,1,0,1,0,0,3,3,0,0,2,9,4,1,2,0,0,54,0,1,0,7
"CD52",203,106,29,51,112,29,0,0,506,21,19,60,1131,340,0,119,24,47,3,11,20,141,1
"AIM1L",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,40,0,0,0,0
"DHDDS",15,0,3,0,0,0,0,13,2,0,2,0,6,1,1,0,0,0,176,3,0,1,4
"HMGN2",609,9,55,9,31,1,3,434,130,4,37,8,147,69,16,12,6,16,3587,36,17,27,30
"RPS6KA1",28,1,4,0,0,0,0,1,9,2,0,0,11,3,0,0,0,2,159,1,1,1,3
"ARID1A",10,1,3,0,3,1,1,10,1,0,1,0,16,2,2,3,0,1,112,1,0,1,3
"PIGV",10,0,0,0,2,0,0,33,4,1,0,0,4,3,3,0,0,0,101,1,0,0,3
