"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NKT cells","Normal Epithelial cells","Regulatory CD4 Tcells","Vascular ECs"
"C1orf109",0,1,1,4,20,0,1,0,3,0,0,2,0,6,0,8
"CDCA8",6,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0
"EPHA10",0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
"YRDC",3,0,1,0,4,0,0,1,6,0,0,2,0,13,0,6
"C1orf122",32,0,2,4,212,0,2,0,4,2,7,1,0,131,0,19
"MTF1",2,0,1,0,10,0,0,0,0,0,0,0,0,17,0,4
"INPP5B",3,0,1,0,9,0,0,0,1,0,0,0,1,18,0,1
"SF3A3",7,2,7,11,63,1,3,2,3,2,1,4,0,57,0,11
"FHL3",9,0,5,0,61,0,2,0,2,0,0,0,1,0,0,1
"UTP11L",4,0,4,2,86,0,2,0,1,1,8,2,0,58,0,19
"RRAGC",10,3,5,5,40,1,0,1,9,1,2,0,0,24,0,8
"MYCBP",3,0,4,2,37,1,1,0,2,0,1,3,0,51,1,13
"RHBDL2",0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0
"AKIRIN1",9,0,3,3,24,2,2,0,9,3,1,7,0,25,2,8
"NDUFS5",76,9,33,18,401,13,7,11,62,9,13,23,3,1386,3,99
"MACF1",2,0,2,2,32,1,0,1,1,0,5,1,0,7,0,11
"RP11-69E11.4",0,0,0,0,18,0,0,0,0,0,1,0,0,23,0,2
"PABPC4",25,0,11,1,49,0,0,2,9,0,2,3,0,69,1,4
"PPIE",9,0,2,5,108,1,1,3,15,4,8,3,6,128,0,22
"BMP8B",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"OXCT2",2,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0
"TRIT1",2,0,3,0,15,0,1,0,3,0,1,1,0,18,0,6
"MYCL",8,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0
"MFSD2A",0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0
"CAP1",65,13,56,17,143,11,10,11,44,12,14,13,1,237,4,46
"PPT1",62,2,66,16,294,3,10,0,4,5,4,8,5,21,2,35
"RLF",0,0,0,0,5,0,0,0,1,0,0,0,0,7,0,0
"RP1-39G22.7",3,0,0,1,16,0,0,0,1,2,0,3,0,19,0,5
"ZMPSTE24",5,0,0,6,31,0,3,0,8,0,0,2,0,41,0,16
"COL9A2",1,0,0,3,2,0,0,0,0,0,0,0,0,15,0,0
"SMAP2",8,1,7,1,1,0,2,1,2,0,0,2,0,9,0,0
"ZFP69",0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,2
"RP11-656D10.3",2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"ZNF684",1,0,1,0,10,0,0,0,1,0,0,0,1,11,0,2
"RIMS3",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"NFYC",12,0,9,2,46,4,0,0,13,0,10,1,0,62,1,11
"CTPS1",4,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0
"SCMH1",0,0,1,0,15,0,0,0,0,0,0,1,0,34,0,3
"EDN2",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"HIVEP3",0,0,2,1,34,0,0,0,1,0,0,0,0,3,0,0
"GUCA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0
"GUCA2A",1,0,0,0,3,0,1,0,0,0,0,0,0,992,0,0
"FOXJ3",0,0,1,0,8,0,0,0,0,0,0,0,0,16,0,2
"RIMKLA",0,0,0,0,2,0,1,0,0,0,0,0,0,53,1,3
"ZMYND12",0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,1
"PPCS",35,0,13,2,314,3,8,2,30,5,6,14,0,335,2,53
"CCDC30",0,0,2,0,4,1,1,0,3,1,0,0,0,8,0,1
"PPIH",20,3,3,5,86,1,1,1,7,1,0,3,3,101,1,14
"YBX1",636,35,238,26,1152,29,42,29,172,39,49,60,8,2574,26,415
"C1orf50",3,1,1,8,59,1,2,0,6,0,0,3,1,51,0,5
"ERMAP",2,0,0,0,4,0,0,0,0,0,0,0,0,8,0,1
"ZNF691",0,0,0,1,16,0,0,0,0,0,0,0,0,12,0,3
"SLC2A1",1,0,0,0,7,0,0,0,0,0,0,0,0,13,0,0
"EBNA1BP2",20,0,6,6,62,4,5,0,10,0,10,0,0,220,0,25
"TMEM125",0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,0
"C1orf210",0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0
"TIE1",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,26
"RP1-92O14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"CDC20",12,0,0,0,1,0,0,0,0,0,0,0,0,83,0,0
"ELOVL1",12,0,1,10,64,0,0,0,4,2,1,0,0,102,2,15
"MED8",17,0,4,4,47,0,2,0,4,0,3,0,1,74,4,21
"SZT2",2,1,0,0,9,2,0,0,6,1,3,0,0,19,0,1
"HYI",5,0,5,6,115,0,1,0,3,0,4,1,0,140,0,5
"PTPRF",0,0,0,0,1,0,0,0,0,0,0,0,1,211,0,0
"KDM4A",6,0,0,0,9,0,0,0,1,0,0,0,0,25,0,3
"ST3GAL3",0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0
"IPO13",2,0,1,0,0,0,0,0,2,0,0,0,0,7,0,0
"DPH2",2,0,0,0,5,0,1,0,1,0,1,0,0,23,0,0
"ATP6V0B",282,3,68,10,235,6,7,1,30,3,8,18,4,667,6,109
"B4GALT2",0,0,0,0,1,0,0,0,0,0,2,0,0,33,0,0
"CCDC24",0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0
"DMAP1",1,1,2,5,42,0,0,0,1,3,1,0,0,53,0,7
"ERI3",5,0,8,6,93,2,1,0,6,1,4,1,0,127,1,26
"RNF220",4,0,0,0,16,0,0,0,1,0,0,0,0,39,1,1
"TMEM53",4,0,0,1,11,0,4,0,3,0,0,0,0,42,0,6
"KIF2C",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
"RPS8",780,115,486,73,4966,97,65,252,849,122,125,371,42,12294,85,806
"BEST4",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
"PLK3",6,2,1,2,27,0,0,1,20,4,0,0,0,24,1,8
"PTCH2",0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0
"EIF2B3",4,0,5,0,40,3,0,0,1,1,7,0,0,33,0,6
"HECTD3",6,0,1,0,5,0,1,1,0,0,0,1,0,14,0,4
"UROD",17,0,11,9,143,0,4,1,10,3,11,0,1,131,0,16
"HPDL",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
"MUTYH",0,0,4,0,18,2,0,0,0,2,0,0,0,35,0,4
"TOE1",2,1,2,0,18,0,3,0,4,0,0,1,0,18,0,3
"TESK2",0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3
"CCDC163P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PRDX1",386,7,51,30,693,7,29,12,38,8,39,12,4,916,2,236
"AKR1A1",102,3,28,8,170,3,12,0,10,4,13,3,1,362,1,37
"NASP",24,1,2,0,69,4,0,3,8,1,3,4,0,194,0,26
"GPBP1L1",9,0,2,1,22,0,3,0,2,0,3,1,0,97,0,7
"TMEM69",8,3,2,3,63,0,0,0,2,0,0,0,0,62,0,8
"IPP",0,3,0,0,6,0,0,0,3,0,0,0,0,5,0,0
"MAST2",0,0,0,1,4,0,0,0,0,0,1,0,0,29,0,0
"PIK3R3",7,4,12,2,76,1,2,3,28,7,0,7,0,12,5,39
"TSPAN1",0,0,0,0,0,2,0,0,0,0,0,0,0,902,0,4
"POMGNT1",0,0,1,0,25,0,0,1,0,0,0,0,0,43,1,2
"LURAP1",0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,1
"RAD54L",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"LRRC41",6,1,3,2,52,1,2,0,1,1,0,0,0,55,0,10
"UQCRH",150,7,73,6,518,2,16,18,75,10,12,17,1,3272,5,120
"NSUN4",4,0,3,0,8,0,0,0,0,0,0,0,0,18,0,1
"FAAH",0,0,0,1,14,0,1,0,0,0,0,0,0,78,0,1
"MKNK1",34,0,5,1,23,0,0,0,3,0,1,4,0,41,0,4
"MOB3C",3,0,0,2,5,0,0,0,2,0,0,1,0,10,0,11
"ATPAF1",7,0,4,5,74,0,0,2,4,1,3,4,1,111,3,11
"EFCAB14",3,2,2,0,39,0,2,0,7,2,0,0,0,45,0,14
"PDZK1IP1",0,0,0,0,0,1,0,0,0,0,0,0,0,289,0,0
"STIL",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"CMPK1",32,4,11,3,101,5,4,3,41,2,1,11,3,266,3,53
"FOXD2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"FOXD2",0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
"SPATA6",0,0,0,4,10,0,0,0,0,0,0,0,0,3,0,2
"BEND5",0,0,2,0,25,0,0,0,0,0,0,0,0,5,0,7
"FAF1",3,0,0,0,17,0,0,0,0,0,1,0,0,40,4,3
"CDKN2C",14,0,2,10,41,1,0,0,6,0,3,0,3,15,0,10
"RNF11",6,1,1,0,79,0,6,0,12,2,5,4,1,37,2,25
"TTC39A",0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,1
"EPS15",2,1,4,2,23,2,0,0,3,0,0,0,0,20,1,5
"RP11-191G24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"OSBPL9",5,4,1,0,33,0,2,0,11,6,1,1,0,39,0,11
"RAB3B",0,0,1,0,9,0,1,0,0,0,0,0,0,2,0,0
"TXNDC12",33,0,23,3,168,3,0,1,21,6,2,8,0,142,0,64
"KTI12",8,0,1,1,20,0,0,0,3,1,1,4,1,11,0,10
"BTF3L4",11,3,6,2,103,4,0,0,7,4,4,4,2,65,6,14
"CC2D1B",4,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1
"PRPF38A",11,5,8,5,97,3,2,1,8,8,5,5,1,123,0,19
"ZCCHC11",0,0,0,1,26,1,0,2,6,0,1,0,0,12,0,1
"GPX7",0,0,2,1,30,0,0,0,5,0,0,1,0,0,0,2
"FAM159A",0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0
"ZYG11B",2,0,0,0,15,0,0,0,4,1,0,0,0,5,0,0
"ECHDC2",6,0,2,4,109,1,1,1,11,3,1,0,0,184,0,9
"SCP2",38,6,31,7,246,1,7,4,42,15,12,18,6,585,2,75
"PODN",0,0,0,0,21,0,0,0,0,0,2,0,0,0,0,1
"CPT2",0,0,0,0,13,0,0,0,2,0,0,0,0,96,0,4
"C1orf123",18,3,2,8,203,2,0,4,5,0,6,0,4,115,3,29
"MAGOH",12,1,10,4,157,2,4,3,21,5,5,5,3,201,1,43
"GLIS1",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"NDC1",1,0,1,0,5,0,0,0,0,0,0,0,0,11,0,5
"YIPF1",5,1,5,1,44,0,1,3,0,2,2,1,1,39,0,9
"HSPB11",12,1,1,1,63,2,2,0,3,4,2,5,1,66,3,13
"LRRC42",1,0,0,0,26,0,0,0,2,0,1,1,0,16,0,1
"TMEM59",63,14,36,47,1184,4,10,7,79,19,48,17,4,1456,8,182
"TCEANC2",0,0,0,0,4,1,0,0,0,0,0,0,0,10,0,4
"CYB5RL",1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"MRPL37",24,0,6,1,51,4,0,0,3,1,2,2,0,235,1,12
"SSBP3",6,0,0,0,84,0,0,0,2,0,6,0,0,55,0,5
"ACOT11",4,0,0,0,1,0,1,0,0,0,0,0,0,83,0,0
"FAM151A",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"MROH7",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"PARS2",0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,2
"TTC22",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
"DHCR24",0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
"TMEM61",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"USP24",0,0,0,0,3,0,0,0,1,0,0,1,0,21,0,2
"PRKAA2",0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0
"OMA1",6,0,0,1,16,0,0,0,2,0,1,1,0,21,0,4
"MYSM1",0,0,0,0,8,1,0,0,0,0,0,0,0,14,0,1
"JUN",84,52,130,147,1267,23,234,7,253,37,21,47,29,893,13,535
"RP4-794H19.1",0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0
"FGGY",0,0,1,0,28,0,1,0,0,0,0,0,0,55,0,1
"HOOK1",0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
"CYP2J2",0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0
"NFIA",0,0,1,0,107,0,1,0,0,0,1,0,0,46,1,17
"TM2D1",19,2,6,7,136,3,2,0,12,3,4,4,1,98,1,50
"INADL",0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,5
"L1TD1",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"USP1",19,0,3,4,43,1,0,0,7,1,0,2,1,79,4,11
"DOCK7",0,0,0,0,11,0,0,0,0,0,1,0,0,19,0,0
"ATG4C",13,0,7,0,16,0,0,1,2,0,3,1,0,18,0,11
"ALG6",5,2,5,2,15,0,1,0,5,0,0,0,0,17,0,14
"ITGB3BP",0,1,1,0,16,0,0,0,3,0,0,0,0,26,0,1
"EFCAB7",1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1
"PGM1",4,0,0,4,62,0,0,0,1,1,1,1,0,216,0,5
"ROR1",0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0
"RAVER2",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"JAK1",11,3,5,1,100,2,0,9,12,1,8,4,0,47,0,23
"AK4",0,0,0,0,10,0,0,0,0,0,1,0,0,11,0,6
"LEPROT",16,0,1,6,364,0,2,0,8,0,2,5,0,87,2,57
"PDE4B",3,0,4,0,9,0,0,3,6,0,0,1,0,0,0,2
"WDR78",0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,1
"MIER1",6,0,2,0,37,0,1,0,2,3,0,2,0,24,2,6
"SLC35D1",1,0,2,0,11,0,1,0,6,2,0,0,0,21,0,1
"SERBP1",56,4,16,9,265,5,8,1,28,3,2,5,0,408,7,86
"GADD45A",7,0,2,3,72,0,1,0,8,0,1,3,0,44,2,17
"GNG12",0,0,0,5,83,0,0,0,1,0,0,0,0,71,0,14
"WLS",8,0,0,6,108,1,0,0,1,0,5,0,0,25,0,9
"LRRC40",1,0,1,1,17,0,0,0,3,1,0,2,0,16,1,7
"SRSF11",28,4,7,4,254,5,5,2,22,5,5,12,2,191,0,43
"ANKRD13C",2,0,1,1,16,0,0,1,3,0,0,1,0,10,1,2
"HHLA3",7,0,3,0,24,1,0,0,0,0,0,1,0,35,0,11
"CTH",0,0,0,0,6,0,0,0,0,0,0,0,0,20,0,3
"ZRANB2",5,1,1,1,42,4,1,0,9,6,0,3,1,69,0,17
"NEGR1",1,0,0,2,90,0,0,0,0,0,3,0,0,0,0,1
"FPGT",11,0,0,1,14,0,0,0,0,0,0,0,0,10,1,2
"CRYZ",3,1,1,0,26,0,0,2,3,1,2,0,0,15,0,5
"TYW3",5,0,4,0,39,3,3,0,2,0,0,1,0,39,0,7
"ACADM",14,1,13,3,39,0,2,1,2,2,0,1,0,135,0,16
"RABGGTB",16,0,13,0,58,0,3,0,5,4,2,5,0,69,1,28
"PIGK",3,0,4,7,98,0,0,0,9,0,7,2,0,27,0,9
"AK5",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
"ZZZ3",0,0,1,0,9,0,0,0,0,0,0,0,0,8,1,2
"USP33",4,0,0,3,32,0,0,0,1,1,0,1,0,16,0,4
"FAM73A",1,0,0,0,8,0,0,0,0,1,0,0,0,13,1,1
"NEXN",0,0,0,0,52,0,0,0,0,0,6,0,0,0,0,0
"FUBP1",15,1,2,1,18,1,1,0,1,0,3,0,0,53,2,7
"DNAJB4",1,2,2,8,27,0,1,0,3,2,1,0,0,8,0,14
"GIPC2",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,7
"IFI44L",0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,8
"IFI44",2,1,5,0,31,0,0,1,2,0,1,4,1,0,0,12
"RP5-887A10.1",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"TTLL7",1,0,0,1,33,0,1,0,0,0,4,0,0,6,0,2
"PRKACB",1,0,2,0,6,0,0,1,9,1,0,4,0,42,0,2
"SAMD13",0,0,0,0,1,0,2,0,0,0,0,0,0,38,0,0
"RPF1",12,2,7,1,77,7,0,1,9,1,0,0,1,65,3,25
"GNG5",92,5,29,10,323,4,10,3,13,9,8,8,37,694,1,174
"CTBS",9,1,8,3,55,0,0,0,4,0,0,3,0,29,0,13
"SSX2IP",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C1orf52",3,4,8,2,106,0,8,0,10,0,3,6,0,41,1,22
"BCL10",1,0,0,1,12,0,1,0,2,1,0,0,0,25,0,8
"RP11-131L23.1",2,0,0,0,5,1,0,1,0,0,0,0,0,1,0,0
"DDAH1",0,0,0,0,4,0,0,0,0,0,0,0,0,62,0,1
"CYR61",3,0,0,109,556,0,1,0,0,0,1,0,0,16,0,65
"ZNHIT6",0,0,0,0,9,0,0,0,1,0,0,0,0,8,0,0
"ODF2L",1,3,0,1,108,0,0,1,22,4,2,12,0,33,0,11
"CLCA1",0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0
"CLCA4",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
"SH3GLB1",29,2,6,1,106,0,6,0,15,1,3,2,1,152,3,58
"SEP15",36,11,33,18,525,7,11,8,41,16,19,16,2,258,10,136
"HS2ST1",0,0,0,0,17,1,0,0,1,0,1,3,0,11,0,2
"LMO4",13,0,14,11,157,0,16,1,9,0,9,1,4,29,1,20
"PKN2",3,0,1,0,14,0,0,0,2,0,0,0,0,27,0,6
"GTF2B",9,0,16,10,79,3,8,1,5,0,3,4,1,67,1,5
"CCBL2",12,0,2,1,62,0,0,0,2,0,0,0,1,44,0,5
"RBMXL1",6,0,2,0,33,4,0,1,3,1,0,1,0,25,2,8
"GBP3",0,0,0,0,11,0,0,0,0,3,0,0,0,2,0,1
"GBP1",2,0,1,10,82,0,0,1,2,3,0,0,0,0,0,17
"GBP2",8,0,3,4,206,2,1,1,8,0,8,5,2,14,6,36
"GBP4",2,2,3,2,60,0,0,0,3,0,0,0,1,1,0,19
"GBP5",0,2,1,0,8,1,0,0,4,0,0,1,1,0,1,0
"LRRC8B",1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
"LRRC8C",0,0,2,3,1,0,0,0,0,2,0,1,0,0,0,9
"LRRC8D",1,0,4,0,1,0,1,0,5,0,0,0,0,14,0,1
"ZNF326",3,0,3,2,27,0,0,0,2,0,3,2,0,47,0,7
"RP4-665J23.1",0,0,1,2,58,0,0,0,0,0,1,0,0,3,0,1
"ZNF644",7,0,2,4,28,1,1,0,1,0,0,0,0,24,0,2
"TGFBR3",0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,8
"EPHX4",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8
"BTBD8",0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
"GLMN",0,0,0,0,10,2,1,0,2,2,1,3,0,7,0,3
"RPAP2",1,2,1,0,21,1,4,0,3,0,0,0,0,33,0,0
"GFI1",0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0
"EVI5",5,0,3,0,19,0,0,0,0,0,1,0,0,15,0,9
"RPL5",291,44,260,25,3027,57,70,81,453,83,77,143,31,5625,20,523
"FAM69A",1,0,1,1,7,0,0,0,2,0,0,0,0,0,0,2
"MTF2",10,2,2,0,32,5,2,0,5,2,0,2,0,37,0,5
"TMED5",17,2,1,0,37,0,2,0,9,1,0,1,0,45,1,13
"CCDC18",7,0,2,1,16,0,0,2,1,2,1,0,0,8,1,1
"DR1",6,0,3,1,39,2,4,0,11,3,2,0,4,30,0,18
"FNBP1L",0,0,0,0,6,0,0,0,0,0,0,0,0,27,0,2
"BCAR3",0,0,0,1,7,0,0,1,0,0,0,0,0,31,0,1
"RP5-1033H22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"DNTTIP2",8,1,5,0,76,1,0,0,8,4,1,1,0,39,0,6
"GCLM",2,1,0,5,81,0,2,0,7,1,0,2,0,46,0,9
"ARHGAP29",1,0,0,1,20,0,0,0,0,0,0,0,0,1,0,39
"ABCD3",1,0,0,2,66,0,0,0,0,0,0,0,0,44,0,2
"F3",0,1,2,3,432,0,0,0,1,0,1,0,0,3,0,2
"SLC44A3",0,0,0,2,26,2,0,0,1,0,0,0,0,100,0,1
"CNN3",3,0,1,62,433,0,0,0,0,1,9,0,0,142,0,135
"RP4-639F20.1",0,0,0,1,9,0,0,0,0,0,2,0,0,12,0,3
"ALG14",3,0,2,0,51,6,0,0,3,0,0,0,0,92,0,5
"TMEM56",0,0,0,1,11,0,0,0,0,0,0,0,0,26,0,0
"RWDD3",1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
"DPYD",4,1,1,0,9,0,0,0,1,0,2,0,0,0,0,0
"SNX7",0,0,0,6,73,0,0,0,0,0,2,0,0,105,0,11
"AGL",5,1,0,1,16,1,0,0,0,0,0,0,0,13,0,0
"SLC35A3",2,0,2,4,18,33,1,0,1,0,0,1,0,87,1,0
"SASS6",3,1,0,0,15,0,0,0,0,0,1,0,0,11,0,2
"TRMT13",9,0,0,0,30,0,0,9,4,3,0,1,0,10,2,3
"DBT",1,0,0,0,13,0,0,0,0,0,0,1,0,24,0,3
"RTCA",10,3,0,0,52,1,3,2,9,3,0,3,0,75,1,7
"CDC14A",0,0,0,0,5,0,0,0,4,0,0,2,0,2,0,1
"VCAM1",0,0,0,0,290,0,0,0,0,0,0,1,0,0,2,3
"EXTL2",0,0,3,1,54,0,0,0,0,0,0,0,0,3,0,0
"SLC30A7",0,0,1,0,14,0,0,0,0,0,1,0,0,10,0,1
"DPH5",1,0,3,0,38,1,4,0,0,0,0,4,0,34,0,2
"RP11-421L21.3",0,0,0,0,11,0,0,0,0,0,0,0,0,20,0,4
"S1PR1",0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,10
"RNPC3",4,0,3,0,10,0,0,0,0,0,1,3,0,10,0,2
"AMY2B",0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,1
"PRMT6",4,0,0,0,13,1,0,0,0,0,0,0,0,16,0,6
"VAV3",0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
"SLC25A24",4,1,0,1,21,0,0,0,0,0,4,1,0,49,1,5
"RP11-483I13.5",0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,3
"FAM102B",2,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0
"HENMT1",3,0,2,0,14,5,0,0,7,5,0,0,0,12,0,2
"PRPF38B",34,2,16,0,129,0,7,0,30,8,6,3,1,88,10,16
"STXBP3",0,0,1,1,33,1,0,0,2,0,2,1,0,18,0,9
"GPSM2",0,0,0,0,13,0,0,0,0,0,0,0,0,25,0,0
"CLCC1",6,0,2,3,14,0,0,0,1,0,0,0,0,10,0,10
"WDR47",0,0,0,0,3,0,0,0,0,1,1,2,0,3,0,0
"TAF13",2,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0
"RP5-1065J22.8",2,0,1,0,14,0,0,0,5,0,1,1,0,0,0,5
"TMEM167B",7,0,3,0,22,0,0,0,0,2,0,1,0,14,0,8
"KIAA1324",0,0,0,0,3,0,0,0,0,0,0,0,0,72,0,0
"SARS",14,1,0,1,151,3,5,0,11,4,3,2,1,169,1,51
"PSRC1",2,0,0,0,3,0,0,0,0,0,0,0,0,17,0,0
"SORT1",1,0,1,1,2,0,0,0,0,0,0,0,0,41,0,0
"PSMA5",64,3,20,9,160,5,1,5,19,7,5,10,2,390,7,62
"CYB561D1",1,0,1,0,6,0,0,1,5,0,1,0,0,11,0,4
"AMIGO1",0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0
"GNAI3",12,4,7,4,52,0,2,0,8,1,0,3,0,53,1,14
"AMPD2",6,1,0,1,8,1,3,0,1,0,1,0,0,6,0,2
"GSTM4",12,1,6,2,49,0,1,0,2,0,2,0,1,185,2,14
"GSTM2",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
"GSTM5",0,0,0,0,155,0,0,0,0,0,4,0,0,0,0,1
"GSTM3",3,1,0,9,344,0,0,0,0,0,19,1,0,74,0,15
"EPS8L3",0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0
"CSF1",0,2,0,4,121,0,0,0,4,0,2,0,0,0,0,0
"AHCYL1",8,1,3,2,75,1,0,0,3,0,0,0,2,75,0,13
"STRIP1",0,3,0,0,8,0,0,0,3,1,0,1,0,18,0,2
"KCNC4",0,0,0,0,2,0,0,0,0,1,0,0,0,6,0,2
"RBM15",0,2,1,0,4,0,1,0,1,0,0,0,1,11,0,0
"LAMTOR5",70,3,16,23,393,17,10,14,33,9,18,20,4,688,3,115
"KCNA3",1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"CD53",81,9,64,1,2,19,9,17,92,23,1,24,4,1,6,0
"LRIF1",3,5,0,0,21,0,2,2,0,0,0,0,0,13,1,8
"DRAM2",74,2,13,4,150,2,0,2,21,0,5,4,0,102,0,32
"CEPT1",3,0,6,2,19,0,0,1,3,0,0,0,0,19,0,5
"DENND2D",3,10,0,0,2,6,0,4,32,1,0,6,4,49,0,4
"CHI3L2",0,7,0,1,0,0,0,5,1,0,0,1,0,0,0,0
"WDR77",3,0,1,4,22,0,2,0,5,0,2,1,0,44,0,11
"ATP5F1",49,5,47,7,377,10,10,10,25,16,9,11,1,1316,7,68
"C1orf162",71,0,51,0,1,4,3,2,8,4,0,10,0,0,0,0
"ADORA3",84,0,19,0,0,0,2,0,0,0,0,0,1,0,0,0
"RAP1A",76,6,39,13,108,5,2,2,70,8,8,14,1,170,10,63
"DDX20",0,0,0,1,14,0,0,0,2,0,0,0,3,4,0,1
"CTTNBP2NL",1,0,0,1,1,0,0,0,0,0,0,0,0,12,0,2
"WNT2B",0,0,0,0,94,0,0,1,0,0,17,0,0,0,0,1
"ST7L",5,0,3,0,7,0,0,0,1,0,2,0,0,26,0,6
"CAPZA1",1,0,0,0,13,0,3,1,6,1,1,1,0,28,0,0
"MOV10",4,0,1,0,11,0,0,0,2,0,0,0,0,25,0,1
"RHOC",19,2,11,59,442,7,3,0,36,13,19,2,7,425,8,143
"SLC16A1",1,0,4,2,8,0,0,0,0,0,0,0,0,40,1,4
"LRIG2",0,0,2,0,6,0,0,0,1,0,0,0,0,14,0,2
"MAGI3",0,0,0,0,4,0,0,0,0,0,0,0,0,32,0,1
"PHTF1",7,0,4,0,27,2,2,0,5,1,2,0,1,11,1,5
"RSBN1",1,1,9,3,24,0,1,1,6,1,0,6,1,52,0,6
"PTPN22",1,1,0,0,0,1,0,0,0,5,0,1,0,0,1,0
"AP4B1-AS1",0,0,0,0,7,1,0,0,0,0,1,0,0,1,0,2
"BCL2L15",2,0,0,0,21,0,0,0,1,2,1,1,0,136,0,3
"AP4B1",4,0,0,1,1,0,0,0,0,0,1,1,0,34,0,5
"DCLRE1B",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
