"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"PIPOX",6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUFIP2",4,1,8,0,0,0,16,1,1,0,1,12,2,1,0,1,0,99,0,1,1,0,4
"TAOK1",2,0,3,2,0,0,27,1,0,2,0,12,3,0,0,0,0,120,0,1,2,0,5
"ABHD15",5,1,5,0,0,1,4,3,0,0,3,8,6,0,5,0,2,90,0,1,2,0,2
"TP53I13",24,3,24,2,1,1,225,6,1,2,8,46,10,6,4,2,3,419,1,12,10,2,6
"GIT1",5,0,5,0,0,1,5,1,1,1,0,1,1,0,2,1,0,162,0,0,2,1,6
"SSH2",11,1,6,1,2,0,18,5,0,0,9,18,14,0,6,3,1,376,0,11,14,4,13
"EFCAB5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,0,0
"NSRP1",23,3,8,5,0,0,201,8,2,2,6,34,13,12,7,5,3,406,3,10,19,4,22
"RP11-354P11.3",1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0
"SLC6A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"BLMH",9,1,4,0,0,0,69,3,0,1,0,9,12,1,0,2,0,116,0,8,11,0,7
"TMIGD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0
"CPD",1,0,1,0,0,0,21,2,3,0,0,9,8,0,0,0,1,98,0,1,2,1,3
"GOSR1",19,2,8,0,1,2,65,1,1,2,4,18,10,1,5,3,2,297,0,6,29,3,11
"CRLF3",8,9,9,1,1,1,12,8,0,2,14,52,16,0,10,7,4,56,0,3,17,8,7
"ATAD5",4,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,65,0,0,10,0,0
"RP13-753N3.1",0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,13,0,1,1,0,0
"TEFM",5,1,0,0,4,2,36,0,0,0,3,10,4,0,0,2,1,155,1,3,6,0,2
"ADAP2",118,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,2,0
"RNF135",32,0,12,0,0,2,59,1,0,0,2,4,0,2,2,3,2,205,1,0,5,0,8
"NF1",3,0,3,0,0,2,54,0,0,1,0,5,1,1,0,0,0,128,0,4,4,1,3
"OMG",0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EVI2B",70,22,65,5,6,0,9,30,7,3,47,174,69,1,33,35,17,2,0,133,43,22,1
"EVI2A",29,18,37,10,8,0,2,21,10,0,26,177,72,0,8,22,16,1,0,25,8,7,0
"RAB11FIP4",0,0,8,1,0,0,1,1,1,0,4,15,4,0,5,3,1,259,0,0,5,2,0
"COPRS",33,0,10,0,0,4,109,0,0,2,1,3,0,10,0,1,0,369,1,16,23,0,14
"UTP6",18,2,20,0,3,1,72,7,1,0,5,21,8,2,6,6,6,282,0,11,23,4,11
"SUZ12",7,2,1,0,0,0,38,1,0,0,2,7,2,1,2,4,1,143,1,5,15,0,3
"LRRC37B",0,1,1,1,1,0,5,1,2,0,0,4,3,0,0,0,0,35,0,0,2,0,1
"AC090616.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"RHOT1",4,1,4,0,0,1,49,2,1,2,2,10,11,3,1,1,1,75,1,0,5,0,8
"C17orf75",6,0,4,1,0,0,25,3,0,0,2,12,5,1,1,2,1,138,0,5,13,0,3
"ZNF207",38,7,25,3,0,1,224,8,3,3,12,85,25,9,11,8,7,724,0,24,78,5,35
"PSMD11",34,7,21,0,3,8,141,9,1,1,13,34,28,4,7,8,5,589,0,12,46,6,24
"MYO1D",2,0,1,0,0,0,8,0,0,0,0,3,0,0,0,0,1,1364,1,2,4,0,2
"AC084809.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0
"AC084809.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"TMEM98",0,0,1,0,0,1,514,0,0,0,0,2,2,27,0,0,0,2068,3,0,2,0,6
"SPACA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0
"CCL2",92,2,35,0,0,294,4049,0,0,4,3,3,2,39,3,1,0,4,2,4,9,1,62
"CCL7",0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCL11",3,1,0,0,0,0,3205,2,0,0,0,2,1,1,0,0,0,0,0,3,2,0,2
"CCL8",8,2,4,0,0,0,5343,0,0,1,0,2,0,16,0,1,0,0,0,2,1,0,5
"CCL13",6,0,2,0,0,0,3574,0,0,0,1,1,2,6,0,0,0,1,0,1,1,0,0
"CCT6B",2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0
"ZNF830",3,8,9,0,0,1,77,7,1,0,5,32,22,3,4,8,2,247,3,3,10,4,11
"LIG3",1,0,0,0,1,0,6,0,1,0,1,5,2,0,1,0,0,58,0,0,1,1,1
"RFFL",1,3,0,0,1,0,6,4,1,0,0,13,8,0,0,3,0,83,0,0,0,0,0
"RAD51D",4,0,1,0,0,0,24,2,0,0,1,2,3,0,1,0,0,40,0,0,2,0,4
"NLE1",2,1,0,0,1,0,17,1,0,0,0,2,4,0,0,1,0,179,0,2,2,2,0
"SLFN5",1,0,1,0,1,1,20,1,1,0,1,34,19,0,0,6,5,15,0,0,2,5,17
"RP11-47L3.1",0,2,0,2,1,0,5,7,0,0,3,11,13,2,0,1,5,0,0,3,0,1,2
"SLFN11",15,1,2,0,1,0,16,0,0,0,0,5,6,1,0,0,0,0,0,2,0,0,4
"SLFN12",2,0,2,0,0,0,28,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3
"SLFN13",1,0,1,0,0,0,2,0,0,0,0,3,1,1,1,0,0,70,0,3,3,0,0
"SLFN12L",0,3,0,0,2,0,0,2,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0
"RP11-1094M14.11",11,3,2,0,0,0,71,6,2,4,2,18,10,2,1,2,0,394,2,4,9,2,9
"PEX12",0,0,0,0,0,0,16,2,0,0,0,1,0,2,0,1,0,10,0,0,0,0,0
"AP2B1",6,1,3,5,0,2,55,5,0,1,1,22,7,6,0,2,2,471,0,4,7,1,14
"TAF15",25,4,13,2,2,2,77,5,0,4,7,33,7,2,6,5,4,733,0,7,25,0,16
"MMP28",0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,0,366,0,0,0,0,5
"C17orf50",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0
"AC015849.19",1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0
"CCL5",25,567,8,345,131,0,9,1425,44,1,14,2327,3873,0,0,121,615,55,0,39,1,11,1
"RDM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,1,0,0
"CCL14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"CCL15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,0,0,0,0,1
"CCL23",4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,5
"CCL18",115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AC069363.1",1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"CCL3",1839,35,702,82,1,0,35,12,0,1,9,12,116,0,2,1,22,2,0,374,10,1,2
"CCL4",1260,676,362,485,132,1,29,167,4,13,2,405,2360,1,8,9,231,12,0,127,13,2,6
"CCL4L2",15,2,4,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0
"ZNHIT3",29,7,21,1,1,5,167,7,5,4,6,75,39,3,14,16,6,837,1,18,41,5,16
"MYO19",3,2,2,0,0,0,20,0,0,0,0,5,2,0,0,1,0,353,0,0,4,1,4
"PIGW",2,0,2,0,0,0,11,2,0,0,0,5,0,0,1,0,0,45,1,1,2,0,2
"GGNBP2",19,4,10,0,3,3,158,8,3,4,18,44,20,6,6,5,2,571,0,14,54,5,20
"DHRS11",4,0,3,0,0,0,20,0,0,0,0,4,0,0,0,1,1,1814,1,2,1,1,0
"MRM1",3,0,2,0,0,0,8,1,0,0,0,0,2,0,1,0,0,141,0,0,1,0,2
"CTB-75G16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"AATF",30,6,8,1,1,1,102,5,3,2,2,33,27,3,5,2,7,351,0,8,30,9,14
"ACACA",4,0,0,0,0,0,8,0,1,0,0,4,0,2,0,0,0,109,0,2,4,0,2
"TADA2A",4,0,0,0,1,0,12,0,1,0,4,4,2,1,1,0,0,111,0,2,8,0,3
"DUSP14",3,2,3,1,0,0,46,1,0,0,2,7,3,0,0,2,1,19,1,1,3,0,11
"SYNRG",10,2,5,1,0,0,12,6,3,0,2,30,13,1,2,4,4,121,0,5,7,0,2
"DDX52",4,0,4,0,0,2,38,4,0,0,3,12,3,0,3,3,0,237,0,5,19,1,17
"HNF1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0
"MRPL45",19,4,13,1,0,4,119,1,2,1,6,14,6,3,1,3,1,513,0,11,15,0,9
"ARHGAP23",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"C17orf96",2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1
"CTB-58E17.1",3,0,2,0,0,0,20,2,0,0,2,2,2,4,0,0,0,77,0,4,1,0,2
"CTB-58E17.3",1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"MLLT6",9,3,6,0,1,1,35,3,0,0,0,19,9,1,2,6,4,555,1,1,1,2,25
"CISD3",133,6,32,3,1,0,159,8,2,1,1,72,41,7,2,12,10,6173,0,6,13,6,30
"PCGF2",6,0,1,0,0,2,107,0,0,0,0,0,0,2,0,0,0,193,0,1,0,0,46
"PSMB3",298,17,153,13,9,16,737,30,13,4,28,210,120,22,32,45,23,4824,6,93,158,33,113
"PIP4K2B",5,2,1,0,0,1,25,0,0,1,0,4,3,0,0,0,1,110,0,1,3,0,1
"CWC25",16,0,11,0,2,1,84,0,1,2,7,50,14,3,2,7,1,247,0,11,10,6,18
"RPL23",486,56,330,22,22,8,1485,85,30,22,164,671,275,41,103,145,40,11127,6,127,351,72,115
"LASP1",33,5,11,3,0,2,81,8,3,3,4,28,22,1,2,5,8,663,2,2,9,2,16
"LINC00672",0,0,0,0,0,2,7,0,0,0,0,2,2,1,1,0,2,22,0,0,2,1,0
"PLXDC1",5,0,1,0,0,0,26,1,0,0,0,3,4,0,0,0,0,0,2,0,0,2,1
"CACNB1",1,0,0,0,0,0,7,0,1,0,0,1,1,0,0,0,0,17,1,0,0,0,0
"RPL19",2541,474,2108,175,238,57,9037,638,330,177,1329,6449,2379,202,896,1161,510,71220,29,1412,2064,502,807
"FBXL20",0,0,0,0,0,0,10,0,1,1,0,5,1,1,0,0,0,28,0,3,0,0,2
"MED1",3,0,4,0,0,2,16,1,0,0,1,4,3,0,0,2,1,95,0,3,1,2,0
"CDK12",6,1,4,0,1,0,18,0,0,1,2,16,14,0,0,0,0,123,0,4,6,0,3
"NEUROD2",0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,56,0,2,1,1,1
"PPP1R1B",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,4872,0,0,0,0,0
"STARD3",34,4,16,1,0,1,66,3,2,0,3,16,9,1,5,2,2,158,0,4,3,2,19
"TCAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"PGAP3",3,0,0,0,0,0,15,0,0,0,0,0,3,2,1,2,0,252,0,0,0,0,2
"ERBB2",2,0,0,0,0,4,51,0,0,0,0,0,1,2,0,0,1,830,1,0,1,0,2
"MIEN1",99,6,38,3,6,1,205,15,7,0,15,82,42,8,17,8,14,2354,1,29,42,10,55
"GRB7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0
"IKZF3",0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0
"GSDMB",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,374,0,1,0,0,0
"ORMDL3",8,1,1,0,3,3,28,3,1,1,5,24,16,0,2,5,1,192,0,15,7,1,4
"PSMD3",43,6,30,0,1,3,152,4,0,0,4,29,16,3,7,5,3,969,1,12,38,0,23
"MED24",2,0,6,0,0,0,16,1,0,0,2,8,7,2,0,2,0,325,0,3,3,2,10
"THRA",0,0,1,0,0,3,76,2,0,0,0,9,2,4,0,0,2,367,0,1,1,0,3
"NR1D1",5,0,2,0,0,3,19,0,0,0,0,9,0,1,1,0,0,70,0,2,0,1,2
"MSL1",5,0,3,0,0,0,36,0,0,0,1,6,5,0,1,1,1,226,0,2,2,2,4
"CASC3",3,1,2,0,0,1,53,0,1,1,0,11,5,2,0,4,2,162,1,2,5,0,5
"RAPGEFL1",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,538,0,0,0,0,0
"WIPF2",13,0,3,1,0,4,62,3,0,0,1,13,7,0,2,3,0,376,3,1,1,1,5
"CDC6",10,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,65,0,5,21,0,2
"RARA",10,0,12,0,1,2,44,1,1,0,1,14,10,1,5,1,1,121,0,7,2,1,7
"TOP2A",9,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,282,0,0,79,0,0
"IGFBP4",21,2,4,1,0,7,221,2,0,0,0,3,0,13,2,0,0,1209,0,0,0,0,351
"TNS4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
"RP5-1028K7.2",0,1,0,0,2,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,3,0
"CCR7",0,5,3,0,16,0,2,0,0,0,54,58,5,0,33,57,0,0,1,0,4,17,0
"SMARCE1",19,7,10,1,2,0,248,10,2,4,8,44,24,9,6,8,1,431,2,9,33,6,23
"KRT10",113,21,37,9,4,9,561,21,2,12,54,177,112,20,33,21,24,2058,3,93,66,20,70
"TMEM99",11,0,1,0,0,0,51,2,0,0,1,9,5,1,1,0,0,125,0,5,1,0,7
"KRT20",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3339,0,0,0,0,0
"KRTAP4-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"KRT15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
"KRT19",0,0,0,0,0,0,1,4,0,8,0,1,6,0,0,0,1,15790,0,1,2,0,0
"LINC00974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"KRT14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
"EIF1",1941,448,1507,141,162,181,6979,343,269,215,660,4198,1863,171,452,630,377,16321,23,1837,911,367,1029
"HAP1",1,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,12,0,0,1,0,0
"JUP",7,0,4,0,0,0,90,0,0,0,2,0,0,1,2,1,0,1028,0,0,6,0,50
"FKBP10",1,0,0,0,0,2,383,0,0,0,0,0,0,5,0,0,0,4,1,2,0,0,2
"NT5C3B",12,1,4,0,0,4,228,1,0,0,7,11,5,5,2,3,2,247,2,10,15,1,9
"ACLY",3,2,5,0,0,0,23,2,0,1,3,7,4,2,3,1,5,99,0,1,8,1,4
"CNP",8,1,4,0,1,8,75,2,0,0,2,9,7,2,1,3,0,165,0,12,24,0,6
"DNAJC7",38,8,31,3,3,0,121,13,2,7,13,62,29,5,9,12,10,830,0,27,45,14,27
"NKIRAS2",14,1,6,1,0,0,72,3,0,0,0,8,8,7,1,8,2,189,0,10,19,2,14
"DHX58",3,1,2,0,0,0,16,0,0,0,1,8,4,2,1,1,0,38,1,1,0,0,3
"KAT2A",10,1,5,0,0,0,28,0,0,0,4,7,2,1,0,1,0,240,1,1,5,0,6
"RAB5C",181,7,78,2,5,5,569,25,5,2,23,110,46,15,16,24,16,1276,1,24,55,14,84
"GHDC",4,0,3,1,0,1,55,2,0,0,1,8,4,0,1,2,0,192,0,6,4,2,3
"STAT5B",2,2,2,0,0,0,26,0,0,0,1,13,4,1,1,5,1,80,1,1,1,3,7
"STAT5A",11,1,3,0,0,0,16,5,0,1,0,8,6,1,1,3,3,67,0,2,10,0,5
"STAT3",23,5,27,1,7,16,439,10,0,4,4,60,34,6,13,26,9,489,0,12,16,10,63
"PTRF",0,0,1,0,0,7,208,0,0,2,0,6,0,22,0,0,0,10,6,0,0,0,132
"ATP6V0A1",12,0,6,0,0,0,17,0,0,0,2,0,0,2,4,0,0,235,2,0,9,2,6
"NAGLU",6,1,1,0,0,0,13,2,0,0,0,2,0,0,0,0,0,166,0,4,1,0,2
"HSD17B1",1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,42,0,2,3,0,3
"RP11-400F19.6",4,0,0,1,0,0,17,2,0,0,2,1,2,2,3,1,1,74,0,2,2,0,3
"COASY",12,2,11,1,0,1,78,2,0,2,2,19,14,0,0,1,1,537,5,10,11,1,11
"MLX",40,2,11,3,3,1,102,4,0,0,6,25,8,4,5,0,1,634,0,9,30,1,10
"PSMC3IP",4,0,0,0,0,3,19,0,0,0,0,1,0,3,0,0,0,52,0,0,6,0,1
"FAM134C",8,3,4,3,1,1,32,2,0,0,2,3,1,1,0,2,1,195,0,8,2,0,3
"TUBG1",27,2,6,0,0,2,55,4,3,0,2,13,4,5,0,0,0,313,0,9,25,1,6
"TUBG2",0,0,2,0,0,2,41,0,0,0,0,1,2,2,1,0,0,10,0,2,1,0,1
"PLEKHH3",1,0,4,0,0,0,22,0,0,0,0,1,0,0,1,0,0,28,0,0,0,0,1
"CCR10",7,3,5,0,0,0,13,1,0,0,0,2,1,1,0,0,0,5,0,47,1,0,0
"CTD-3193K9.4",4,0,0,0,0,1,22,0,0,0,0,3,1,0,0,0,0,0,2,3,0,0,0
"EZH1",2,0,2,0,0,1,22,1,0,0,0,8,5,0,0,0,0,111,0,3,1,2,3
"RAMP2-AS1",0,0,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,7
"RAMP2",5,0,2,0,0,0,147,0,0,1,0,0,0,5,0,0,0,7,0,4,0,0,638
"VPS25",42,3,14,0,0,9,212,5,3,1,10,23,14,7,2,4,11,1355,0,13,38,4,37
"WNK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0
"COA3",92,11,24,2,1,5,323,15,2,0,6,47,24,11,6,4,7,4834,4,14,39,6,38
"CNTD1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"BECN1",20,5,7,2,3,2,58,4,1,0,3,49,15,1,3,4,3,389,1,2,15,7,14
"PSME3",12,5,7,0,0,1,54,3,1,1,4,21,12,5,1,2,0,256,0,7,19,2,11
"AOC3",0,0,0,0,0,1,62,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
"AARSD1",13,1,4,1,2,2,48,2,1,0,5,28,12,0,4,4,3,191,0,8,9,2,4
"PTGES3L",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0
"RUNDC1",1,0,3,0,0,0,18,4,0,2,3,13,10,2,0,3,0,143,0,1,5,2,6
"RPL27",944,150,672,68,63,14,2835,208,103,41,436,2036,814,74,292,402,168,20750,8,365,564,123,231
"IFI35",79,4,24,0,2,10,306,5,0,1,8,64,29,13,9,4,8,796,4,26,9,4,39
"VAT1",38,0,2,0,0,3,115,0,0,2,2,5,4,5,0,5,0,41,0,2,0,0,40
"BRCA1",3,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,56,0,0,13,0,0
"NBR1",6,2,3,0,0,1,99,4,0,0,4,14,7,8,1,3,0,547,1,3,7,3,12
"TMEM106A",20,0,6,0,0,0,9,1,0,0,0,1,0,0,6,2,0,48,0,2,0,0,8
"LINC00910",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,1
"ARL4D",8,1,4,2,0,6,157,2,1,0,8,37,21,9,2,2,6,90,0,3,1,8,14
"DHX8",4,1,0,1,0,0,10,0,0,1,1,8,4,0,1,1,0,118,0,0,1,1,4
"ETV4",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
"MEOX1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21
"DUSP3",16,0,3,0,0,0,26,1,0,0,0,1,0,5,0,0,1,132,1,0,0,0,5
"MPP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"PYY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2322,0,0,0,0,0
"NAGS",0,0,2,0,0,0,11,2,0,0,1,0,2,0,0,0,0,94,0,1,0,0,1
"TMEM101",29,0,8,1,1,1,152,2,0,4,6,16,12,8,4,1,2,749,0,17,18,2,21
"LSM12",27,0,8,0,0,0,35,1,1,0,4,13,13,0,0,2,3,315,0,9,15,2,7
"G6PC3",42,0,6,0,0,0,101,3,0,0,2,4,2,3,0,0,0,313,0,8,4,0,11
"HDAC5",10,1,6,0,0,0,91,1,1,1,3,6,2,4,1,4,2,178,1,4,8,0,14
"C17orf53",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,0
"ASB16-AS1",5,3,7,1,0,1,21,2,0,2,2,21,6,2,1,3,4,97,0,4,2,1,5
"TMUB2",11,2,5,0,2,3,90,4,1,1,3,26,6,4,6,4,6,283,0,6,15,5,8
"ATXN7L3",4,1,0,0,0,0,8,0,0,0,1,3,2,0,0,0,0,121,0,0,1,0,2
"UBTF",16,1,4,0,0,0,71,5,1,1,5,17,10,1,1,4,0,429,0,1,14,2,9
"RP5-882C2.2",0,0,0,0,0,0,3,1,0,0,0,4,3,0,0,0,0,49,0,0,0,0,0
"SLC25A39",119,5,38,0,2,2,156,11,3,4,8,72,43,4,3,12,8,1811,0,25,58,6,38
"GRN",1190,1,422,0,0,4,1310,3,1,6,29,30,11,49,13,3,4,3082,4,12,25,3,125
"GPATCH8",4,1,3,1,1,4,113,7,0,0,8,13,11,6,3,7,0,181,2,3,8,1,3
"FZD2",3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CCDC43",16,0,2,1,1,0,44,1,2,0,1,10,7,3,2,0,0,186,0,2,6,2,8
"DBF4B",1,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,27,0,1,1,0,0
"GJC1",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,8,3,1,0,0,0
"HIGD1B",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,5
"EFTUD2",13,2,8,0,0,1,25,5,0,1,3,6,9,0,3,1,0,331,0,0,17,1,7
"KIF18B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,2,0,0
"C1QL1",0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCAKD",0,0,1,0,0,1,16,0,0,0,0,2,1,0,0,0,0,51,0,2,5,0,0
"NMT1",17,0,8,0,0,1,29,2,0,0,6,8,4,2,0,4,0,212,1,10,8,0,5
"PLCD3",0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,417,0,0,0,0,1
"ACBD4",2,2,1,0,0,0,38,3,1,0,4,9,1,2,0,0,1,107,1,3,3,0,2
"HEXIM1",14,5,7,0,0,0,125,3,6,2,1,32,14,5,1,6,0,223,2,10,4,3,9
"AC002117.1",0,0,0,0,0,0,3,1,0,0,2,2,0,0,0,0,1,18,0,4,1,0,0
"HEXIM2",0,0,7,0,0,0,34,1,0,1,0,1,2,0,0,0,1,90,0,4,5,0,1
"CTD-2020K17.1",3,1,1,1,1,0,4,2,0,0,1,13,3,1,2,2,1,8,0,3,3,4,1
"FMNL1",14,5,21,3,5,0,12,5,2,1,9,43,24,0,6,11,4,6,0,10,2,5,1
"CTD-2020K17.4",0,1,0,0,0,0,4,0,1,0,0,5,6,0,0,1,1,198,0,5,0,1,0
"MAP3K14",6,0,1,0,0,1,6,1,0,0,0,0,4,0,0,0,0,74,0,4,3,0,0
"ARHGAP27",14,2,9,0,0,0,1,1,0,0,2,8,9,0,0,2,0,498,0,10,4,0,4
"PLEKHM1",5,3,1,0,1,0,13,2,0,0,0,10,2,0,1,3,1,162,0,3,1,1,3
"RP11-798G7.6",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"MAPT",0,1,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,13,0,1,0,1,0
"KANSL1",4,1,2,0,2,2,27,1,0,0,1,10,6,1,2,2,0,152,0,7,4,0,4
"KANSL1-AS1",27,0,13,4,1,1,38,7,2,0,5,40,23,2,2,13,4,595,0,17,2,8,0
"ARL17B",1,0,0,0,0,0,7,0,0,0,0,1,1,0,1,0,0,38,0,0,1,0,0
"LRRC37A2",0,1,0,0,0,0,5,0,0,0,2,1,0,0,1,0,0,25,0,0,1,0,0
"ARL17A",3,0,0,0,1,0,20,0,0,0,1,7,3,1,1,5,0,69,0,1,1,0,1
"FAM215B",6,7,3,1,0,4,77,4,0,1,1,16,6,2,1,4,2,87,0,7,3,2,6
"NSF",5,1,2,0,0,0,24,0,0,1,2,3,2,0,1,0,1,157,0,4,4,3,5
"GOSR2",24,0,2,0,2,3,49,2,0,0,6,15,7,2,1,0,1,151,1,16,13,2,12
"CDC27",8,0,3,0,0,1,37,0,2,0,1,10,7,4,4,1,2,85,0,0,13,1,12
"MYL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"EFCAB13",1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0
"NPEPPS",6,0,3,1,1,0,28,0,0,1,1,6,4,0,1,3,1,358,0,2,6,0,4
"RP11-580I16.2",0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,9,0,2,0,1,0
"KPNB1",42,8,14,2,2,1,117,5,2,1,7,26,8,1,7,4,3,861,0,8,52,3,10
"TBKBP1",2,0,0,0,0,0,14,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,3
"TBX21",0,0,0,1,0,0,0,8,1,0,0,7,12,0,0,0,2,1,0,1,0,1,0
"OSBPL7",1,3,1,0,0,0,3,1,0,0,0,5,3,0,0,0,1,222,0,0,1,0,0
"MRPL10",7,8,7,3,3,2,137,4,5,0,8,71,27,4,0,4,1,462,2,2,28,2,14
"SCRN2",10,1,9,1,1,0,106,8,1,1,5,29,11,3,1,1,1,704,0,13,7,3,32
"SP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"SP2",2,3,1,0,0,0,32,4,1,0,2,7,9,0,0,5,1,70,0,6,2,0,4
