"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"DOPEY2",32,1,4,0,0,0,0,10,0,0,0,0,1,40,8,4,1,10,34,3,0,1,30,0,23,1,3,1,4,2
"AP000692.10",17,1,3,0,0,0,0,10,0,0,0,0,0,2,2,2,0,0,7,1,1,0,3,0,36,0,0,0,2,1
"MORC3",57,5,12,0,1,2,1,26,0,1,0,1,0,50,24,11,3,20,75,2,1,1,19,0,64,2,8,0,5,6
"CHAF1B",28,1,1,1,0,0,0,3,0,1,0,0,0,1,4,0,1,4,6,1,0,0,4,0,23,0,12,2,2,1
"CLDN14",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1
"HLCS",18,4,1,0,0,0,3,10,0,0,0,1,0,8,4,4,1,3,8,1,0,0,10,0,34,1,1,0,1,1
"AP000704.5",7,1,0,0,0,0,0,5,0,0,1,0,0,3,1,2,0,2,3,0,1,1,1,0,59,0,1,1,0,0
"PIGP",235,14,19,1,0,0,7,123,0,9,1,2,1,162,53,28,16,38,159,4,3,5,110,1,914,6,47,2,18,15
"TTC3",321,18,52,1,3,5,17,267,1,13,0,1,1,280,115,70,42,97,490,26,5,10,146,2,1441,13,59,4,36,31
"DSCR3",114,10,15,1,1,2,8,51,0,6,0,1,1,74,39,13,4,20,134,4,1,2,25,1,231,6,26,4,9,10
"AP001412.1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,1,0,0,0,0,1,0,0
"AP001437.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,4,0,1,0,0,0
"DYRK1A",48,6,8,1,1,2,3,13,0,0,0,1,0,24,16,8,1,6,59,0,1,1,29,0,101,1,14,0,7,6
"KCNJ15",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,1,3
"ERG",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,38
"LINC00114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ETS2",159,3,24,0,0,0,1,344,0,2,0,1,1,14,9,10,22,4,39,3,1,0,105,0,109,11,7,0,3,73
"AF064858.8",2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"PSMG1",80,2,20,0,0,1,1,59,0,2,0,1,1,31,18,11,2,5,53,3,2,0,70,0,248,5,43,8,3,14
"BRWD1",74,6,13,0,0,2,3,46,1,3,2,0,0,76,27,16,9,31,102,2,1,1,50,1,308,1,101,6,18,9
"AF129408.17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMGN1",1787,115,338,16,15,18,22,651,8,64,10,19,14,1498,805,317,29,519,2202,80,28,63,813,7,4751,71,3356,142,221,99
"WRB",97,3,13,0,0,0,15,109,0,1,0,0,0,69,26,5,9,15,84,1,2,3,53,4,314,1,37,1,3,17
"LCA5L",1,0,0,0,0,0,1,7,0,0,0,0,0,2,0,0,2,1,2,0,0,0,2,0,9,0,0,0,0,0
"SH3BGR",5,0,1,0,0,0,11,6,0,1,0,0,0,2,0,0,4,0,3,0,0,0,4,0,30,0,2,0,2,0
"B3GALT5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"BACE2",21,0,1,0,0,0,8,52,0,0,0,0,5,24,1,1,6,19,10,0,0,1,70,0,22,0,8,0,0,17
"FAM3B",8,1,2,0,0,0,0,4,0,1,0,0,0,1,1,1,0,1,3,0,0,1,431,0,10,1,1,0,0,0
"MX2",76,10,18,1,3,1,24,70,0,5,1,0,1,84,76,19,2,19,172,8,1,3,2,2,143,10,19,1,16,4
"MX1",75,8,7,0,1,1,17,73,0,6,1,0,0,78,56,24,1,23,141,4,2,1,25,2,288,5,108,1,15,17
"TMPRSS2",4,0,0,0,0,1,0,2,0,0,0,0,0,4,1,0,0,3,5,0,0,0,90,0,7,0,4,0,1,0
"AP001610.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"AP006748.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"RIPK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,2,0,0,0
"PRDM15",7,1,2,0,0,0,0,4,0,2,0,0,0,13,2,1,0,4,20,2,0,1,2,0,109,0,11,0,2,0
"C2CD2",11,1,1,0,0,0,3,16,0,0,0,0,0,2,2,1,2,1,7,0,0,0,9,1,59,1,2,1,0,8
"ZBTB21",24,0,3,0,1,0,0,5,0,1,0,1,0,17,18,8,2,9,49,0,3,0,11,0,106,1,5,0,5,2
"ZNF295-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,1
"UMODL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"ABCG1",94,4,7,1,0,0,2,8,0,3,2,1,0,36,10,13,1,9,43,0,0,0,10,1,41,0,5,2,7,29
"TFF3",150,8,16,2,1,0,2,69,0,3,0,1,2,105,51,25,6,28,147,2,2,10,21231,0,794,5,45,4,10,25
"TFF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"TFF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
"TMPRSS3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0
"UBASH3A",0,10,0,0,2,1,1,4,1,1,0,0,0,4,14,10,0,0,64,0,0,0,0,0,14,1,1,0,5,1
"RSPH1",2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,21,0,1,0,0,0
"SLC37A1",25,1,4,0,0,0,1,14,0,3,0,0,0,20,12,2,0,7,23,1,0,1,43,0,60,0,10,1,1,4
"AP001626.2",0,1,0,0,1,0,0,3,0,0,0,0,0,2,2,0,0,1,4,0,0,0,3,0,10,0,0,0,0,0
"PDE9A",10,0,0,0,0,1,6,4,0,1,0,0,0,4,11,1,1,0,36,1,0,0,34,0,7,1,6,0,0,2
"WDR4",34,2,3,1,0,0,0,15,0,1,0,0,0,17,3,1,1,10,21,0,1,0,22,0,55,3,29,4,3,4
"NDUFV3",334,8,35,2,1,2,9,141,2,8,0,1,2,89,42,19,16,20,141,4,3,1,130,3,932,13,43,2,18,20
"PKNOX1",44,1,11,0,0,0,5,38,0,4,0,0,0,24,26,10,2,12,53,0,0,1,12,1,128,1,31,2,7,3
"CBS",10,0,0,0,0,0,10,8,0,0,0,0,0,2,0,0,1,0,4,0,0,0,9,0,29,0,18,0,0,8
"U2AF1",527,42,89,3,6,7,35,399,8,15,3,4,2,407,239,88,46,134,641,18,19,8,379,5,1418,40,383,51,59,62
"AP001046.5",4,0,0,1,0,0,0,2,0,0,0,0,0,7,5,1,1,3,21,0,1,0,1,0,73,0,1,0,1,0
"SIK1",431,18,50,1,3,5,1,25,1,15,0,1,1,161,92,52,2,36,218,5,7,3,15,3,1325,24,16,3,14,6
"HSF2BP",3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
"RRP1B",67,7,6,2,0,1,1,24,0,2,0,1,0,57,34,26,2,22,123,6,3,3,22,2,167,5,23,5,8,9
"PDXK",409,8,25,1,1,2,6,54,0,5,1,0,1,51,47,19,4,13,110,2,1,3,116,0,1075,18,29,6,11,10
"CSTB",4443,60,301,9,15,13,28,729,3,53,9,3,17,575,528,188,63,202,1008,34,32,20,1433,6,3247,123,480,38,108,171
"RRP1",65,2,14,0,0,1,3,38,0,5,0,0,0,48,30,14,8,14,104,2,2,2,33,0,230,7,43,8,8,5
"AGPAT3",120,4,13,0,0,0,5,20,0,0,0,0,0,14,13,11,2,10,36,1,0,0,21,1,94,1,10,0,3,3
"TRAPPC10",86,11,3,0,1,4,3,19,1,3,0,1,0,47,44,18,1,14,111,5,5,1,38,1,149,5,25,2,13,1
"PWP2",43,3,1,1,1,0,1,28,0,2,0,0,0,33,11,7,0,6,65,1,1,1,22,0,75,1,12,1,2,5
"C21orf33",182,8,26,0,0,3,7,156,0,3,0,3,0,97,31,16,12,30,106,4,1,4,120,3,537,5,49,10,11,16
"AP001055.6",48,1,5,0,0,0,0,8,0,1,0,0,0,42,5,5,0,32,25,0,0,1,0,0,206,3,13,0,2,0
"AP001058.3",3,1,0,0,0,0,0,7,0,1,0,0,0,6,6,2,1,5,5,1,0,1,1,0,234,1,32,0,0,0
"ICOSLG",118,2,15,0,0,1,1,43,0,1,0,1,0,49,11,5,2,29,29,1,0,0,5,1,247,3,20,1,2,3
"PFKL",244,11,34,1,1,1,12,196,0,2,0,1,2,86,46,12,28,38,109,5,8,5,197,0,373,9,77,5,6,20
"C21orf2",84,4,11,0,0,1,10,77,0,1,1,0,1,34,17,11,8,7,46,4,1,2,37,1,532,1,11,3,2,6
"AP001062.7",5,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,4,1,0,0,1,0,4,0,0,0,0,0
"TRPM2",174,1,8,0,0,0,1,3,0,2,0,0,0,8,4,4,0,1,6,0,0,1,1,0,55,6,1,0,0,1
"LRRC3",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,2,0,4,1,2,0,0,0
"UBE2G2",144,7,14,0,1,5,6,70,0,3,1,1,0,95,41,17,15,27,140,9,1,1,63,0,329,6,34,0,11,14
"SUMO3",834,16,131,3,3,3,23,235,2,17,2,2,3,292,181,68,29,76,412,15,8,5,143,1,973,37,195,26,56,50
"PTTG1IP",334,5,32,0,2,0,15,164,0,10,0,0,2,40,58,18,18,16,107,5,6,2,117,2,383,19,20,5,12,61
"ITGB2",1885,58,371,3,12,21,4,76,2,30,2,3,0,223,232,100,7,135,705,23,30,4,9,0,776,135,102,20,66,7
"ITGB2-AS1",29,6,22,0,2,1,0,2,0,1,0,0,1,43,24,7,0,33,126,3,3,0,1,0,35,4,29,2,10,1
"FAM207A",157,7,32,2,0,1,0,74,1,3,0,1,1,117,59,12,8,48,162,6,7,3,61,0,434,14,85,16,13,14
"ADARB1",2,2,0,0,2,0,1,3,0,0,0,0,0,10,8,10,0,13,38,0,0,0,2,0,12,0,7,1,2,7
"POFUT2",14,2,3,0,1,0,0,28,1,0,0,0,0,13,11,5,2,2,27,0,1,1,14,0,93,0,7,1,2,3
"LINC00205",5,0,3,0,0,0,0,13,0,0,0,0,0,5,0,0,2,0,4,0,0,0,2,0,13,0,1,0,0,0
"COL18A1",43,3,7,0,0,0,48,386,0,2,0,0,0,15,17,5,22,6,74,4,2,2,2,13,147,4,10,1,0,35
"SLC19A1",47,0,6,0,0,0,1,6,0,0,0,0,0,9,7,3,0,1,14,1,1,1,8,0,40,6,0,0,2,0
"AL133493.2",4,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,0,1,0,1,0
"PCBP3",8,0,1,1,0,0,1,37,0,0,0,0,0,5,7,0,0,10,19,0,0,0,0,0,59,1,1,2,0,0
"COL6A1",49,3,8,0,0,1,21,1414,0,3,0,1,1,13,16,13,90,7,43,3,2,1,0,7,260,3,6,0,1,10
"COL6A2",81,3,4,1,0,1,34,2691,0,2,1,1,0,30,26,10,221,6,71,3,1,0,7,17,326,2,8,1,4,12
"SPATC1L",70,8,12,0,2,0,6,108,1,7,0,1,1,67,26,16,8,22,118,4,2,4,37,0,440,4,26,4,8,16
"LSS",36,1,2,1,2,0,0,11,0,0,0,0,0,14,5,0,1,0,11,0,0,0,3,0,61,0,1,0,0,1
"MCM3AP-AS1",2,0,0,0,0,0,1,3,0,0,0,0,0,8,2,0,0,3,16,0,0,0,3,0,9,0,2,0,0,0
"MCM3AP",68,2,8,0,1,0,1,25,0,0,0,0,0,31,23,8,0,7,38,0,0,0,13,1,109,5,12,3,4,3
"AP001469.9",2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,5,0,0,0,0,0,7,0,0,0,0,0
"YBEY",192,11,27,1,1,2,6,155,1,5,1,1,1,226,68,33,9,82,282,9,3,2,130,0,760,11,125,6,27,16
"C21orf58",14,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,10,0,0,0,15,1,14,0,31,0,1,0
"PCNT",28,0,4,0,0,0,2,11,0,1,0,0,1,9,3,7,0,1,21,1,2,0,6,1,45,1,15,0,4,1
"DIP2A",60,3,6,0,1,1,0,34,0,1,0,1,1,29,16,7,2,6,109,4,3,0,25,1,78,2,12,1,5,6
"S100B",248,2,111,0,0,0,352,12,0,0,0,0,0,15,12,4,6,3,32,10,2,1,1,0,114,14,12,0,2,0
"PRMT2",291,16,52,2,0,3,18,149,1,16,3,3,1,164,95,38,33,35,567,25,6,6,56,1,392,14,75,11,34,14
"MT-ND1",15367,571,1526,52,81,138,377,5627,27,338,37,58,27,8988,3503,1703,437,2640,10795,505,215,244,11674,105,38345,595,2752,197,820,577
"MT-ND2",17414,982,1769,105,138,228,627,7202,73,545,76,97,57,12729,5609,2676,634,3766,17736,796,365,410,11786,118,62894,659,2406,205,1185,976
"MT-CO1",63091,1950,5403,228,306,436,782,17456,108,1249,154,226,228,25690,10372,6396,1406,8282,27596,1220,811,950,37099,483,79179,2123,8053,529,2431,2021
"MT-CO2",35865,1223,3381,123,156,277,566,9429,88,833,108,141,152,17824,6765,3965,819,5507,19772,869,521,553,33496,218,72098,1299,5974,453,1477,1284
"MT-ATP8",36,4,3,0,0,1,3,17,0,1,0,0,0,12,4,2,1,6,17,0,1,0,17,1,76,1,4,0,3,3
"MT-ATP6",24748,902,2058,88,120,195,420,7728,61,524,74,90,115,12704,4980,2826,681,4084,15720,705,312,406,16722,149,40909,820,3228,265,1124,906
"MT-CO3",53729,2053,4828,189,328,504,1002,19529,140,1272,145,223,210,32575,11709,6427,1623,9974,38274,1742,808,1105,67449,419,90322,1912,10801,766,2656,1977
"MT-ND3",25962,1314,2337,129,193,319,558,8673,67,754,115,140,89,18092,7178,3851,757,5614,22959,988,476,473,9445,169,81040,947,3669,239,1539,974
"MT-ND4L",681,24,55,5,2,4,28,271,2,19,2,3,8,401,180,97,25,137,465,17,11,19,484,3,1627,27,79,11,21,36
"MT-ND4",29800,1026,2824,119,159,207,576,9455,81,724,73,111,113,17105,5906,3402,934,5105,18977,915,478,541,20171,194,62058,1058,4725,349,1233,1180
"MT-ND5",2754,127,269,11,17,32,82,1458,7,74,11,10,16,1340,680,385,109,432,1683,66,53,70,2298,27,7592,80,352,26,132,202
"MT-ND6",318,18,43,4,2,7,6,67,1,16,4,2,2,192,159,59,9,63,293,11,13,11,211,1,1243,12,76,8,35,11
"MT-CYB",19453,1104,1939,110,164,249,596,8813,75,743,86,132,105,15227,6106,3368,860,4560,19942,874,393,522,16585,188,58712,727,3920,288,1287,1119
"AC011841.1",2,0,0,0,0,0,0,1,0,0,0,1,0,8,1,0,0,0,3,0,0,0,1,0,12,0,10,0,0,0
"AC011043.1",4,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,4,1,2,0,0,0,3,0,4,0,0,0,0,0
"AL592183.1",53,3,6,0,0,1,2,41,2,2,0,0,2,79,17,12,3,22,85,3,1,0,18,0,226,2,36,1,11,10
"7SK",0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0,1,0,0,0,0,0,29,0,4,0,0,0
"AC002044.4",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC002472.13",3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,1,0,1,0,2,0,0,0,1,0
"AC003051.1",3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,12,0,4,0,1,1
"AC003102.3",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,5,0,1,0,0,0
"AC003665.1",6,0,3,0,0,0,0,2,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,8,0,0,1,0,0
"AC004158.2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0
"AC004257.3",6,0,0,0,0,0,1,5,0,1,0,0,0,12,3,1,0,3,15,1,0,1,3,0,15,0,6,0,1,1
"AC004447.2",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"AC004463.6",1,1,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,2,3,0,0,0,4,0,8,0,3,0,0,0
"AC004528.4",3,0,2,0,0,0,0,3,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,5,0,0,0,1,0
"AC005003.1",4,0,0,0,0,0,2,4,0,0,0,0,0,7,4,1,0,3,10,0,0,0,1,0,8,0,2,0,0,0
"AC005062.2",15,0,1,0,0,0,0,2,0,0,0,0,1,6,2,2,2,2,10,0,0,0,3,0,23,0,2,0,0,0
"AC005083.1",112,0,4,0,1,0,0,6,0,1,0,0,0,18,6,2,1,3,7,1,4,1,10,0,339,1,6,2,0,3
"AC005152.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
"AC005154.6",41,1,4,1,0,1,3,34,0,1,0,0,0,33,15,4,3,8,53,1,2,0,15,0,83,1,14,2,5,3
"AC005306.3",9,2,2,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,5,0,0,0,1,0,4,0,1,0,0,0
"AC005356.1",3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0
"AC005562.1",20,1,1,0,0,0,0,26,0,0,1,0,0,18,7,5,1,6,11,0,3,0,11,0,83,0,17,0,1,1
"AC005609.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,3,1,0,0,0,0
"AC005682.5",4,1,0,0,0,0,1,4,0,0,0,0,0,5,0,0,0,1,2,1,0,0,0,0,18,0,3,0,0,0
"AC005943.4",1,0,2,0,0,0,0,1,0,0,1,0,0,5,1,0,1,0,0,1,1,0,0,0,8,1,2,0,0,0
"AC005943.5",2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,3,0,1,0,0,0
"AC006116.20",4,0,1,1,0,0,1,1,0,1,0,0,0,1,3,1,0,0,9,1,1,0,2,0,5,0,0,0,0,2
"AC006129.4",34,0,5,0,0,0,2,4,1,1,0,0,0,56,5,4,1,22,18,1,2,0,1,0,385,0,8,1,8,3
"AC006132.1",5,0,0,0,0,0,0,2,0,0,0,0,1,11,3,3,0,1,11,0,1,0,0,0,117,0,0,1,2,2
"AC006273.7",0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0
"AC006486.1",4,1,0,0,0,0,0,7,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0
"AC006953.1",5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
"AC007092.1",5,1,0,0,0,1,0,1,0,0,0,0,0,1,2,0,1,2,2,0,0,0,0,0,9,0,1,0,0,0
"AC007308.6",3,1,0,0,0,0,0,4,1,0,0,0,0,1,5,2,0,1,8,0,0,0,1,0,4,0,2,0,1,0
"AC007382.1",0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,1,0,0,4,0,0,0,1,0,3,1,1,0,1,0
"AC007390.5",86,5,23,0,3,0,8,71,1,4,2,1,0,104,51,18,11,37,151,8,6,2,87,1,281,2,56,4,17,12
"AC007551.3",2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,1,0,0,1,0,0,0,2,0,0,0
"AC008174.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"AC008267.1",0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,4,0,1,0,0,0
"AC008982.2",6,4,0,0,0,0,1,5,0,0,0,0,0,7,2,4,1,2,19,1,0,0,3,1,40,0,3,0,3,0
"AC009120.6",2,0,1,0,0,0,0,6,0,0,0,0,0,3,1,1,0,1,3,0,0,0,3,0,3,0,1,1,0,0
"AC009133.14",3,1,1,0,1,0,1,3,0,0,0,0,0,2,3,2,0,1,5,0,0,2,22,0,16,1,1,0,1,0
"AC009236.1",1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,2,7,1,0,0,0,0,13,0,2,0,0,0
"AC009336.24",0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,7
"AC010336.1",2,0,0,0,0,0,0,5,0,0,0,0,0,3,2,2,0,0,2,0,0,0,1,0,12,0,0,0,0,0
"AC010982.1",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,1,0,0,0
"AC011526.1",4,1,2,0,1,0,0,8,0,0,0,0,0,8,5,0,2,4,4,0,1,0,2,0,55,1,1,0,0,228
"AC011551.3",1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,8,0,1,0,0,1
"AC011558.5",2,0,0,0,0,0,0,4,0,0,0,0,0,4,0,2,0,1,3,0,0,0,1,0,8,0,1,0,0,0
"AC012146.7",65,4,11,1,2,0,2,25,0,2,0,1,1,78,43,14,2,30,111,7,4,3,11,0,680,3,60,5,11,4
"AC012307.3",4,0,1,0,0,1,1,2,0,0,1,0,0,2,2,1,0,1,5,0,0,0,1,0,31,0,0,0,0,0
"AC012317.1",0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,1,2,0,0,0,0,0,13,0,0,0,0,0
"AC013268.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"AC013394.2",147,10,25,1,4,5,8,82,0,9,0,1,1,143,71,32,4,50,362,17,5,5,62,3,359,7,70,13,39,12
"AC013449.1",4,0,3,0,0,0,1,2,0,0,0,0,0,9,3,2,0,6,14,1,0,0,5,0,50,0,5,0,0,0
"AC015849.13",0,0,0,0,0,0,0,0,0,1,0,1,0,6,4,1,0,1,12,0,0,0,1,0,1,0,1,0,3,0
"AC016405.2",5,3,3,1,0,0,0,0,0,1,0,0,0,17,23,10,0,10,49,5,0,2,0,0,76,0,6,0,3,1
"AC016586.1",5,0,1,0,0,0,0,8,1,0,0,0,0,9,5,4,0,2,10,0,0,1,5,0,20,0,1,0,1,2
"AC016629.8",20,1,6,0,0,0,4,19,0,8,0,2,1,19,31,24,0,6,39,0,4,2,4,0,138,1,4,0,4,0
"AC016683.6",18,0,0,0,0,0,1,1,0,1,0,0,0,8,0,0,0,0,4,0,0,0,0,0,7,1,1,0,1,1
"AC016722.1",1,0,1,0,0,0,1,3,0,0,0,0,0,2,0,1,0,2,2,0,0,0,1,0,3,0,0,0,0,1
"AC016725.4",3,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,0,1,1,0,0,0,0,0,4,0,4,0,0,0
"AC016747.3",116,3,12,1,0,0,1,27,0,1,0,0,0,29,7,4,1,7,29,2,0,2,2,1,94,3,54,0,7,8
"AC016757.3",1,0,0,0,0,0,1,3,0,0,0,0,0,5,1,0,1,0,3,0,0,1,0,0,8,0,1,0,0,0
"AC017048.3",7,0,1,0,0,0,8,149,0,0,0,0,0,6,4,2,17,2,11,0,0,0,3,1,41,0,2,0,0,22
"AC017048.4",1,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,6,0,0,0,0,4
"AC017099.3",1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0
"AC017104.6",3,2,0,0,1,0,0,1,0,2,0,2,1,75,2,2,0,14,9,1,4,1,2,0,21,0,53,0,1,0
"AC018506.1",3,0,1,0,0,0,0,4,0,0,0,0,0,6,7,3,0,3,12,0,0,0,2,0,17,0,0,0,2,0
"AC018737.1",22,3,1,0,2,0,2,41,0,1,0,1,0,29,20,7,3,16,67,3,2,2,10,0,119,2,18,1,5,7
"AC018755.1",2,0,0,0,0,0,0,4,0,0,0,0,0,6,1,1,0,1,3,0,0,0,1,0,11,0,2,0,0,1
"AC019185.4",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0
"AC019221.4",3,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,4,2,0,0,0,0,0,75,1,5,0,0,1
"AC021016.6",8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,51,0,1,0,0,0
"AC021860.1",0,1,0,0,0,0,0,6,0,0,0,0,0,2,0,2,1,0,18,0,0,0,4,0,6,0,0,0,0,0
"AC022400.2",3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,3,1,0,0,1,0,6,0,0,0,0,0
"AC022431.3",4,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0
"AC022498.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0
"AC022532.1",1,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0
"AC022819.3",1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,6,0,0,0,1,1
"AC024940.1",0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0
"AC026806.2",52,0,8,0,0,0,0,5,0,0,0,0,0,3,2,1,0,1,7,0,0,1,4,0,76,1,1,0,0,0
"AC027307.3",8,0,2,0,0,0,0,4,0,0,0,0,0,12,8,6,0,3,22,0,1,0,2,0,53,0,8,1,4,0
"AC027763.2",29,3,4,0,1,0,0,22,0,0,0,0,0,45,11,7,3,10,27,1,1,0,13,1,100,0,8,1,9,4
"AC034220.3",7,1,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,2,6,0,0,1,9,0,34,0,3,0,2,1
"AC040977.1",4,0,0,0,0,0,0,5,0,0,0,0,0,3,1,1,0,0,3,0,0,0,3,0,8,0,0,0,0,0
"AC066593.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,0,0
"AC068039.4",2,0,0,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,10,0,1,0,1,0,11,1,1,0,0,2
