"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"CDYL2",15,1,6,0,0,1,0,5,0,0,0,0,0,0,5,1,0,2,0,0,1,9,0,3,0,0,1,1
"CMC2",285,5,70,5,1,3,3,100,12,5,0,4,6,7,101,42,4,18,1,14,1,248,210,17,5,10,11,14
"CENPN",65,0,20,1,0,0,0,11,0,0,0,0,0,2,2,3,0,2,0,1,0,231,51,1,11,11,2,2
"ATMIN",58,0,10,1,0,0,0,73,1,0,1,1,0,2,19,6,2,5,1,2,0,106,33,4,0,1,3,5
"C16orf46",3,0,1,0,0,0,0,24,1,0,0,0,0,0,3,0,0,0,0,0,0,6,0,1,0,0,0,2
"RP11-303E16.5",0,0,0,0,0,0,1,11,1,0,0,1,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,2
"GCSH",161,2,44,0,0,0,13,425,4,0,0,2,1,0,21,14,19,7,0,2,1,406,235,8,1,1,3,29
"RP11-55K13.1",1,0,2,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,7,0,0,0,0,0,0
"GAN",25,2,6,0,0,0,3,39,3,3,0,2,0,2,22,18,2,8,1,1,0,138,19,3,0,0,7,4
"CMIP",279,1,76,3,1,0,2,116,3,3,0,2,2,7,25,21,17,11,0,8,0,259,24,30,3,1,2,32
"RP11-960L18.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"PLCG2",51,1,24,0,0,0,0,6,0,1,0,4,2,6,1,0,0,0,0,10,0,20,127,2,0,0,0,14
"SDR42E1",0,1,0,1,0,0,0,0,2,0,0,0,0,1,5,4,0,0,0,0,0,32,9,0,1,0,0,1
"HSD17B2",4,0,1,0,0,0,0,715,0,0,0,0,0,0,1,0,2,0,0,0,0,393,1,2,0,0,0,4
"MPHOSPH6",113,4,38,1,1,2,2,136,6,7,2,4,2,7,76,26,6,9,0,8,5,286,101,13,4,3,6,11
"CDH13",0,0,0,0,0,0,4,52,0,0,0,0,0,0,2,0,3,0,0,0,0,11,0,0,0,0,0,6
"RP11-483P21.2",13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"HSBP1",1321,7,250,0,1,3,37,864,14,6,2,7,10,26,93,37,38,9,2,12,2,1641,305,84,3,8,12,142
"MLYCD",16,0,9,0,0,0,2,44,4,1,2,0,0,1,17,3,1,5,0,3,0,113,31,2,0,1,1,10
"OSGIN1",18,0,3,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,1,0,0,0,3
"MBTPS1",66,2,9,0,1,0,4,147,2,0,0,2,0,7,30,5,9,10,2,5,0,202,96,6,2,0,0,15
"RP11-505K9.1",21,0,1,0,0,0,0,7,0,0,0,0,0,0,1,1,0,1,0,0,0,31,18,0,0,0,0,1
"HSDL1",25,0,5,1,0,0,3,29,3,2,0,0,0,1,7,1,2,2,0,1,0,25,26,2,0,1,1,6
"DNAAF1",3,0,1,0,0,0,0,6,0,0,0,0,0,0,4,1,0,0,0,0,0,9,93,2,0,0,0,0
"TAF1C",22,0,6,0,0,0,1,36,0,3,0,0,0,1,7,6,0,3,0,1,0,62,18,2,0,0,3,18
"RP11-486L19.2",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0
"WFDC1",5,1,1,0,0,0,4,662,0,0,0,0,0,1,4,0,41,1,0,2,0,11,4,2,0,0,1,12
"ATP2C2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,317,0,0,0,0,0,0
"TLDC1",6,0,3,0,0,0,1,19,0,1,0,1,1,3,8,4,1,1,0,0,0,26,10,1,0,2,2,1
"COTL1",4847,53,2366,75,16,18,10,70,79,77,15,17,11,135,769,508,3,131,7,101,30,615,230,403,48,143,119,51
"KLHL36",58,3,28,0,1,0,1,40,0,3,2,4,0,4,41,14,2,7,0,6,0,144,52,2,1,0,3,7
"USP10",64,0,26,0,0,1,2,101,2,4,0,4,1,5,36,10,6,18,0,3,2,221,71,9,1,2,0,15
"CRISPLD2",2,0,0,0,0,0,4,388,0,0,0,0,0,1,2,0,13,0,0,1,0,14,5,1,0,0,0,3
"ZDHHC7",102,1,46,0,0,1,4,63,2,1,0,3,1,2,28,12,1,5,1,6,1,218,22,8,0,0,2,3
"KIAA0513",42,0,17,0,0,1,1,23,1,1,0,4,0,0,22,4,0,1,0,3,0,54,46,3,1,1,0,0
"FAM92B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,66,0,0,0,0,1
"LINC00311",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"GSE1",30,3,26,0,1,0,2,33,2,0,1,4,0,2,10,10,0,5,0,3,0,212,25,4,1,0,0,9
"GINS2",53,0,12,1,0,0,0,16,2,0,0,0,0,0,9,2,0,0,0,0,0,279,53,0,6,4,3,1
"C16orf74",3,0,2,0,0,0,0,41,0,1,0,0,0,4,4,3,1,3,0,0,0,0,382,0,0,0,0,1
"RP11-568J23.4",1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,5,3,0,0,0,1,1
"EMC8",131,1,39,2,0,0,5,77,4,3,0,2,0,6,41,7,5,12,0,4,3,218,111,5,2,3,4,19
"COX4I1",3946,68,1356,41,18,16,56,2520,97,117,38,69,63,207,1502,598,106,334,14,119,43,20890,3500,257,46,54,178,380
"IRF8",539,2,128,0,1,2,1,143,14,1,1,2,0,52,23,13,1,3,0,43,0,80,25,78,1,1,3,3
"RP11-542M13.3",0,1,0,0,1,0,0,0,0,0,0,2,0,0,6,3,0,1,0,2,0,0,1,1,0,0,0,0
"RP11-542M13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"RP11-805I24.1",1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,1,0,0,0,4,3,0,0,0,0,1
"LINC01082",5,0,3,0,0,0,5,1087,0,0,0,0,1,0,1,1,42,0,0,0,0,1,3,0,0,0,0,1
"RP11-514D23.3",1,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"FENDRR",5,0,0,0,0,0,1,536,0,0,0,1,0,0,3,0,20,0,0,1,1,0,3,0,0,0,0,5
"FOXF1",6,0,3,0,0,0,3,581,0,0,0,0,0,0,3,0,23,1,0,0,0,1,0,2,0,0,0,28
"MTHFSD",11,0,4,0,0,1,1,16,0,0,0,0,0,0,11,0,0,0,0,0,0,35,10,2,1,0,1,2
"FOXL1",0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"C16orf95",4,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0
"RP11-178L8.7",1,0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,26,16,1,0,1,0,0
"FBXO31",10,0,3,1,0,0,1,18,2,0,0,0,0,0,6,2,1,1,0,0,1,78,11,0,0,0,0,7
"MAP1LC3B",536,11,178,5,7,0,16,350,11,18,11,17,6,23,202,82,14,35,1,26,7,366,418,35,10,8,23,99
"ZCCHC14",18,0,3,0,0,0,0,45,0,1,0,0,0,0,1,0,0,0,0,0,0,96,1,0,0,0,0,8
"KLHDC4",32,2,23,2,0,1,1,25,7,1,0,4,0,3,16,7,2,2,0,4,1,101,60,2,1,2,3,7
"RP4-536B24.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"RP4-536B24.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"SLC7A5",40,1,17,0,0,0,0,6,5,0,0,0,1,2,22,14,0,3,0,5,0,6,139,7,2,0,4,1
"BANP",61,0,34,0,0,0,1,45,2,2,0,1,2,2,15,7,2,2,1,5,1,68,27,6,1,0,3,3
"RP11-863P13.3",5,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"ZNF469",26,0,7,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"ZFPM1",3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1
"ZC3H18",51,2,18,1,0,0,1,46,0,6,0,3,0,2,32,14,2,15,0,4,2,106,44,5,0,0,5,7
"CYBA",7252,116,2686,60,31,23,36,1219,172,125,44,41,50,322,1636,846,31,301,12,158,63,6965,14860,736,42,56,146,84
"MVD",42,0,17,0,0,0,2,83,4,5,1,1,1,2,28,20,1,5,0,5,2,191,93,5,1,2,1,12
"SNAI3-AS1",1,0,1,0,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,2,0,1,8,0,0,0,0,0
"SNAI3",30,3,8,0,0,0,0,0,0,1,0,0,0,1,9,3,0,2,0,1,0,0,27,0,1,0,1,0
"RNF166",142,7,89,4,1,0,1,31,12,4,1,8,1,10,96,40,0,21,5,14,5,18,103,14,1,5,5,9
"CTU2",26,0,13,0,0,0,0,20,4,0,0,2,0,0,14,10,1,1,0,1,0,47,45,3,0,0,1,9
"PIEZO1",43,0,15,1,0,0,1,25,0,2,3,0,1,1,20,4,4,7,0,1,0,93,41,1,2,0,1,12
"RP5-1142A6.8",1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
"CDT1",39,1,13,0,0,1,0,4,1,0,0,0,0,0,2,5,0,1,0,3,0,134,30,1,2,9,1,1
"APRT",978,36,472,10,6,11,11,518,52,54,25,29,6,46,767,274,19,171,3,77,21,2884,897,112,15,9,75,97
"GALNS",34,0,11,0,1,0,0,58,0,0,0,2,0,1,8,6,1,5,0,1,0,36,18,2,1,0,1,6
"TRAPPC2L",411,8,61,3,0,5,8,307,9,8,5,2,3,13,122,42,9,18,1,10,6,699,360,21,4,5,21,63
"CBFA2T3",6,0,24,0,0,0,0,5,0,0,0,1,1,6,0,0,0,0,0,0,0,23,38,5,0,0,0,3
"RP11-830F9.6",1,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"ACSF3",32,0,18,1,0,1,0,39,2,2,1,2,0,8,22,13,1,6,0,2,1,143,89,2,0,2,2,15
"CDH15",0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,12,0,0,0,0,0
"RP11-46C24.7",2,0,0,0,0,0,2,20,0,0,1,1,0,0,1,0,0,1,0,1,0,18,5,1,0,0,0,1
"ZNF778",2,0,1,0,0,0,0,4,0,1,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1
"ANKRD11",131,5,67,0,1,0,2,146,11,5,2,4,7,9,96,39,10,27,0,7,3,322,130,15,1,2,9,21
"SPG7",62,2,16,0,1,0,1,98,3,3,1,6,1,5,55,14,4,9,1,3,1,269,63,6,2,1,2,29
"RP11-104N10.1",2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,0,1,0
"RPL13",21632,845,11323,240,202,268,260,19273,1038,1303,438,966,532,2695,18630,5943,538,4974,190,1155,473,62686,37886,2017,281,296,1790,2496
"CPNE7",0,1,0,0,0,0,0,0,1,1,1,5,0,0,11,1,0,0,0,1,0,8,0,0,0,1,0,0
"DPEP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,24,0,0,0,0,0
"CHMP1A",101,5,43,2,1,1,1,89,4,4,5,3,3,7,80,21,2,15,0,6,1,293,58,13,2,3,9,14
"SPATA33",21,1,5,0,1,1,1,28,1,1,0,0,0,4,14,8,3,6,0,2,1,63,33,1,2,1,2,5
"CDK10",37,0,14,0,0,0,1,79,2,0,0,0,1,4,27,7,4,8,2,4,0,233,30,2,1,2,1,19
"SPATA2L",34,1,20,0,0,0,3,24,2,2,0,3,1,6,19,14,1,3,0,1,2,16,40,5,2,1,0,5
"VPS9D1",21,0,6,0,0,0,1,15,0,0,0,0,0,0,1,1,1,1,0,0,0,28,7,5,0,0,0,3
"VPS9D1-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0
"ZNF276",32,2,11,0,1,1,1,29,2,4,1,2,1,3,36,14,3,12,1,6,2,67,36,2,0,0,1,6
"FANCA",21,1,18,0,0,0,0,13,2,1,0,1,0,3,11,3,0,1,0,2,0,50,27,2,1,3,1,7
"SPIRE2",1,0,0,0,0,0,0,7,1,1,0,0,0,1,2,1,2,1,0,0,0,123,3,0,1,0,0,1
"TCF25",380,10,136,3,0,0,14,437,22,14,2,13,10,27,204,83,28,49,4,20,10,803,750,37,7,3,18,75
"MC1R",2,0,0,0,0,0,1,17,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,0,0,0,0,1
"DEF8",100,1,35,0,0,1,5,81,1,2,2,2,1,0,31,13,4,5,0,1,0,122,246,8,3,2,1,13
"CENPBD1",16,0,6,0,0,0,0,14,0,0,0,2,0,1,11,7,1,1,0,0,2,16,12,0,0,1,1,2
"DBNDD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0
"GAS8",7,0,0,0,0,0,0,22,0,1,0,0,0,0,2,2,1,1,1,0,0,31,7,0,0,0,2,6
"FAM157C",2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,5,1,0,0,0,0,0
"RP11-356C4.3",2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,6,4,0,0,0,0,0
"AC137934.1",8,0,4,0,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,0,6,3,0,0,1,1,3
"RPH3AL",22,0,6,0,0,0,0,40,0,0,0,0,0,0,3,3,0,0,0,2,0,69,14,0,0,0,0,9
"RP11-1260E13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"C17orf97",14,0,3,0,0,0,1,28,0,0,0,0,0,0,3,0,0,2,0,1,0,92,3,0,0,0,0,1
"FAM101B",34,4,7,0,0,0,0,98,0,4,0,4,0,0,36,12,6,6,0,1,1,8,27,2,2,0,3,39
"VPS53",66,4,21,1,0,0,1,58,3,4,1,1,4,3,23,12,3,6,1,0,1,146,43,9,0,0,4,12
"FAM57A",9,0,1,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,1,0,62,6,0,0,0,0,3
"GEMIN4",17,0,0,0,0,0,0,17,0,0,0,0,1,2,7,2,1,0,0,1,0,63,19,0,0,0,0,2
"GLOD4",160,5,42,2,1,2,5,145,16,10,1,4,1,14,125,38,3,29,1,12,4,758,59,10,1,2,19,38
"RNMTL1",22,1,6,1,0,1,1,37,0,3,0,1,1,4,29,7,1,1,0,3,2,84,27,1,2,0,5,12
"NXN",9,1,1,0,0,0,0,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,10
"TIMM22",50,0,19,3,1,1,5,136,3,5,0,4,2,4,43,8,3,11,0,6,1,111,74,5,0,3,5,17
"ABR",127,1,24,1,1,0,1,80,2,1,0,1,0,1,12,5,2,3,0,4,0,338,9,2,0,0,0,13
"YWHAE",682,4,164,3,1,2,28,433,8,11,3,16,9,15,93,32,10,19,0,13,2,2203,626,43,9,11,14,160
"CRK",132,3,50,0,0,0,6,134,3,0,4,1,2,8,35,11,11,5,0,6,3,387,54,8,2,4,5,52
"RP11-818O24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,1
"MYO1C",95,1,25,0,0,0,7,151,1,0,2,0,0,4,11,5,12,2,1,1,0,451,52,1,0,1,2,44
"INPP5K",31,1,14,2,1,1,6,71,0,0,2,3,2,3,27,14,1,5,0,5,2,78,52,5,2,2,3,29
"PITPNA-AS1",18,1,8,0,1,0,1,94,3,1,0,4,5,2,19,8,3,6,0,4,1,159,189,0,0,0,1,6
"PITPNA",170,1,51,0,0,0,0,49,1,1,1,3,0,4,19,10,5,2,0,2,1,139,88,24,3,1,2,15
"SLC43A2",259,0,61,0,0,0,3,40,0,0,0,1,1,2,9,3,0,1,0,1,1,69,54,35,0,2,0,2
"SCARF1",59,0,22,0,0,0,0,4,0,1,0,3,0,1,0,0,0,0,0,0,0,16,0,8,0,0,0,33
"RILP",153,0,45,0,1,0,0,38,3,2,0,5,0,1,4,5,1,3,0,1,0,219,61,13,0,0,3,12
"PRPF8",79,1,29,2,1,0,4,121,3,4,2,1,1,10,51,16,6,14,0,5,0,300,77,12,0,1,5,16
"TLCD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"MIR22HG",72,1,18,1,2,0,1,70,1,1,0,2,1,2,9,3,3,1,0,5,0,78,83,3,0,0,0,18
"WDR81",71,1,13,0,0,0,1,24,0,0,0,0,0,2,10,1,1,2,0,0,0,28,11,2,1,0,0,3
"SERPINF2",17,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,1,0,0,0,0
"SERPINF1",503,0,47,0,0,0,3,1669,0,0,0,0,0,2,3,6,38,1,0,0,0,2,20,11,0,0,0,7
"SMYD4",45,0,7,0,0,0,1,201,1,0,0,0,0,4,17,7,3,2,0,1,0,39,15,0,0,0,0,8
"RPA1",117,1,25,0,1,0,6,83,3,6,0,5,2,3,42,22,1,8,3,4,3,154,48,4,0,6,7,18
"DPH1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,1
"RP11-667K14.3",10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"HIC1",157,0,97,1,1,0,1,227,3,3,0,14,0,5,39,17,3,10,0,7,0,0,10,25,1,6,5,11
"SMG6",16,1,10,0,0,1,0,66,1,1,1,4,0,1,33,7,3,5,0,2,0,42,23,1,1,1,3,3
"SRR",25,1,3,0,0,0,1,23,0,0,0,0,0,0,1,1,3,0,0,0,0,21,6,1,0,0,0,2
"TSR1",42,2,12,0,1,0,3,41,3,3,0,2,0,4,27,9,1,8,0,6,1,107,45,3,0,0,0,5
"SGSM2",20,0,8,0,0,0,0,25,0,1,0,0,0,0,14,5,0,3,0,1,0,25,8,0,0,0,2,5
"MNT",38,2,15,1,0,0,0,24,0,0,0,1,0,2,13,6,1,7,0,0,0,71,36,3,0,2,3,6
"METTL16",38,1,14,0,0,0,1,53,1,2,1,3,1,4,37,17,4,8,0,1,1,79,28,3,1,0,3,9
"PAFAH1B1",151,5,37,3,0,2,6,138,6,4,2,5,2,10,95,38,2,14,0,7,8,250,127,17,6,3,13,24
"CLUH",35,0,8,0,0,0,0,17,1,0,0,0,1,2,1,3,1,3,0,0,0,299,18,0,0,0,1,2
"RP11-74E22.3",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0
"RAP1GAP2",5,0,4,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,57,7,2,0,0,0,1
"SPATA22",1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASPA",1,0,3,0,0,0,15,58,0,0,0,0,0,0,1,2,4,1,0,0,0,23,3,0,0,0,0,0
"TRPV3",4,0,1,0,0,0,2,9,1,0,0,0,1,4,4,1,2,2,0,0,0,20,91,0,0,1,1,1
"SHPK",8,0,2,0,0,0,0,6,0,0,0,0,0,1,4,1,1,0,0,0,0,28,10,1,0,0,0,1
"CTNS",46,0,9,0,0,0,0,12,0,0,0,2,0,0,3,1,0,1,0,1,0,12,26,0,0,0,0,3
"TAX1BP3",210,2,77,0,1,0,23,283,2,1,1,2,3,0,27,6,13,4,0,0,0,442,31,14,1,2,3,72
"P2RX5-TAX1BP3",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,13,0,0,0,0,0
"EMC6",242,8,73,1,1,2,5,105,12,9,10,5,3,13,115,30,5,31,1,17,2,735,367,20,4,3,14,39
"P2RX5",0,1,1,1,0,1,0,2,1,2,0,0,0,8,29,4,0,4,0,0,0,0,87,0,1,0,4,1
"ITGAE",187,12,57,5,2,5,5,234,11,3,2,8,3,13,96,58,10,20,1,11,5,366,292,6,4,11,6,30
"GSG2",0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,2,0,1,7,0,1,1,0,0
"CAMKK1",19,0,3,0,0,0,0,6,2,2,0,1,1,1,5,0,0,1,0,0,1,12,6,1,0,0,0,5
"P2RX1",4,1,2,0,0,0,0,147,0,0,0,0,4,3,1,1,10,2,0,0,0,0,137,1,0,0,0,0
"ATP2A3",5,2,11,2,1,0,0,31,2,2,0,1,1,8,44,12,1,13,0,1,0,195,99,0,3,1,5,6
"ZZEF1",105,0,16,1,0,0,0,24,2,3,1,1,0,4,19,7,3,3,1,1,0,155,21,2,0,0,1,7
"CYB5D2",38,1,16,1,0,0,2,109,0,0,0,0,1,1,14,6,5,4,0,0,0,56,58,1,0,0,2,34
"ANKFY1",97,0,12,0,0,0,3,41,1,1,1,1,0,1,19,10,1,1,0,1,0,106,17,5,1,0,0,9
"UBE2G1",96,6,45,2,0,0,4,93,5,7,2,9,2,12,80,36,3,24,1,6,2,180,354,5,4,6,6,18
"SPNS3",8,5,33,0,0,1,0,3,4,5,1,0,0,0,22,29,0,7,1,0,3,4,3,1,0,1,5,0
"RP13-580F15.2",3,1,4,0,0,0,1,11,1,2,3,0,0,0,24,7,0,4,0,1,1,20,6,0,1,0,0,5
"SPNS2",0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,36
"MYBBP1A",24,0,2,0,0,0,0,15,2,1,0,0,0,0,10,1,0,3,0,3,0,86,17,3,1,0,3,22
"GGT6",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,1,0,0,0,0,1
"ALOX15",2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PELP1",27,1,14,1,1,0,1,43,3,2,1,4,0,1,17,10,4,3,0,2,0,84,47,3,0,0,4,11
"RP11-314A20.2",0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,13,5,0,0,0,0,0
"ARRB2",770,3,226,3,2,2,1,16,10,10,4,6,4,0,131,51,0,23,1,13,4,54,44,47,4,8,6,8
"MED11",81,0,33,2,2,0,5,108,10,4,1,2,1,5,57,19,4,8,1,3,2,219,96,10,0,1,2,15
"CXCL16",562,2,181,0,0,0,0,66,0,0,0,1,6,1,4,2,0,2,0,0,0,38,30,26,0,0,0,6
"ZMYND15",26,0,11,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"TM4SF5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0
"VMO1",361,0,67,0,0,0,1,27,0,0,0,0,0,0,1,0,0,1,0,0,0,3,2,12,0,0,0,1
"PSMB6",588,5,180,9,3,2,18,545,16,9,7,11,4,30,198,84,31,32,2,22,8,1536,855,58,14,9,30,103
"RP11-81A22.5",12,0,1,0,0,0,0,7,0,1,1,0,0,0,1,1,0,0,0,0,0,0,9,1,0,0,0,2
"PLD2",23,0,6,0,0,0,0,34,0,2,0,0,0,0,2,0,0,0,0,0,0,17,2,1,0,0,0,4
"MINK1",20,0,4,0,0,0,0,13,0,0,0,0,1,0,5,2,1,1,0,0,0,122,8,1,0,0,2,5
"CHRNE",34,0,18,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,19,3,0,0,0,0
"C17orf107",16,1,10,0,0,1,0,2,2,1,0,1,0,0,6,3,0,0,0,0,0,0,23,1,0,0,0,0
"GP1BA",1,0,1,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,6,1,0,0,0,0,0
"SLC25A11",231,6,89,2,0,2,6,219,6,6,2,11,4,8,79,30,9,15,1,14,6,464,191,18,2,4,9,34
"RNF167",127,9,30,4,1,1,11,144,6,9,2,5,1,7,124,57,6,21,1,8,4,336,162,6,9,6,18,29
"PFN1",8805,146,3137,126,43,62,46,1661,344,300,92,110,45,265,3150,1550,133,536,16,411,134,11846,1736,892,177,217,415,335
"ENO3",18,0,9,0,0,0,0,8,0,0,0,0,0,0,7,1,0,0,0,0,0,18,6,1,0,0,1,2
"SPAG7",313,4,123,1,2,2,13,251,20,15,6,10,7,10,126,49,10,23,1,14,2,732,342,33,3,8,12,48
"CAMTA2",38,0,14,0,0,0,0,32,0,3,1,0,1,2,19,7,2,3,0,4,0,68,16,2,1,3,3,3
"RP5-1050D4.3",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0
"INCA1",1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,23,0,0,0,0,0,1
"KIF1C",74,0,15,1,1,1,1,42,3,1,0,0,0,2,13,4,1,2,0,0,0,382,38,2,0,1,2,5
"AC109333.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,0
"SLC52A1",1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0
"ZFP3",7,0,2,0,0,0,0,6,1,0,0,0,0,1,3,2,0,0,0,0,0,22,2,1,0,0,0,2
"ZNF232",13,0,3,0,0,0,1,14,0,0,1,0,1,0,3,1,1,1,0,1,0,28,8,1,0,0,1,3
"USP6",27,0,6,0,0,0,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,18,1,0,0,0,0,1
"ZNF594",2,0,3,0,0,0,1,11,0,0,0,0,0,0,4,0,0,0,0,0,0,11,2,0,0,0,0,1
"RP11-333E1.1",7,0,3,0,0,0,0,7,1,1,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0
"SCIMP",220,0,105,0,0,0,0,2,0,0,0,0,0,14,6,2,0,0,0,0,0,2,0,25,0,0,0,0
"RABEP1",141,3,40,0,0,0,3,89,4,4,1,2,1,4,29,7,4,5,2,2,0,88,58,8,2,0,3,18
"NUP88",32,1,13,0,0,0,1,37,1,1,1,0,1,13,14,9,1,1,0,2,0,94,44,2,1,2,1,5
"RP11-420A6.2",1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,6,1,0,0,0,0,0
"RPAIN",133,5,55,3,1,2,2,205,5,6,0,6,12,9,88,30,9,19,2,14,1,375,186,11,5,5,14,46
"CTC-524C5.2",14,0,5,0,0,0,0,11,0,0,1,2,1,0,3,3,0,1,0,1,0,92,12,1,0,0,0,2
"C1QBP",428,12,242,3,1,1,5,306,14,19,8,10,7,31,238,72,10,41,1,25,5,2607,634,34,16,5,17,69
