"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"FGD5-AS1",0,0,2,0,2,1,13,4,0,1,2,15,2,0,0,8,0,0,2,452,1,5,3,2
"NR2C2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"MRPS25",6,5,12,0,7,0,21,7,2,1,17,21,2,0,3,8,2,0,2,1589,4,3,2,0
"CAPN7",0,0,0,1,1,0,5,0,0,1,0,8,0,0,0,1,0,0,0,54,0,1,1,0
"SH3BP5-AS1",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,15,0,1,0,0
"SH3BP5",1,1,11,0,1,0,6,0,0,0,3,4,1,1,4,1,0,0,1,1,1,2,1,12
"METTL6",3,0,0,0,0,0,1,0,0,0,4,5,0,1,0,1,0,0,0,32,0,1,0,0
"EAF1",1,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,43,0,1,1,1
"HACL1",1,2,2,0,2,0,14,9,1,1,6,18,0,0,1,3,0,2,0,152,1,2,5,1
"BTD",2,0,2,1,0,0,17,2,0,1,4,14,1,1,1,4,0,0,0,174,0,0,2,0
"ANKRD28",0,3,0,0,1,0,6,3,0,2,2,33,3,0,0,7,0,1,1,85,11,2,1,2
"DPH3",1,2,4,0,1,0,12,3,2,7,8,30,4,1,2,10,1,0,3,256,1,4,6,4
"OXNAD1",1,2,2,0,4,1,1,12,1,0,0,47,9,0,1,15,3,1,7,139,0,0,11,2
"RFTN1",0,1,2,1,2,0,22,1,1,1,4,18,0,1,2,2,1,1,0,2,0,7,0,0
"PLCL2",0,0,2,0,0,0,2,1,1,0,0,5,1,0,1,0,0,0,0,107,0,0,1,1
"TBC1D5",1,0,1,0,0,0,8,0,0,0,2,4,1,0,1,1,0,0,1,109,0,2,0,0
"SATB1",1,0,3,0,1,0,2,0,1,0,0,22,0,0,1,5,1,1,1,109,0,0,1,0
"EFHB",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0
"RAB5A",3,1,10,0,4,2,26,6,7,8,10,32,4,1,3,4,1,1,6,303,3,6,2,6
"KAT2B",0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,21,1,1,1,0
"SGOL1",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,124,1,11,0,0
"UBE2E2",5,0,12,0,0,1,18,1,1,0,9,0,0,2,1,0,1,0,0,30,3,5,0,0
"UBE2E1",4,0,12,0,4,2,34,4,1,0,7,17,1,0,5,5,0,2,3,453,4,13,2,5
"NKIRAS1",1,0,1,0,0,0,5,0,0,0,1,2,0,2,0,0,0,0,0,21,0,1,1,0
"RPL15",367,295,1273,101,291,30,2714,788,179,221,1321,3792,539,94,616,1220,180,82,215,62316,437,543,546,165
"NR1D2",0,1,1,0,3,1,5,0,0,0,2,4,0,0,0,1,0,1,1,62,0,0,2,0
"THRB",1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0
"RP11-317L10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"TOP2B",0,1,1,0,2,0,15,1,0,0,0,5,2,2,0,1,0,0,1,213,1,1,0,1
"NGLY1",0,1,6,0,1,0,6,4,0,2,3,14,2,0,4,1,0,1,1,263,2,4,1,1
"OXSM",0,0,0,0,0,0,3,0,0,0,3,3,1,0,0,1,1,0,1,191,1,1,0,2
"LRRC3B",0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SLC4A7",1,0,0,0,0,0,0,0,0,0,1,6,1,0,0,4,0,0,1,33,0,1,1,1
"RP11-222K16.2",0,4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0
"CMC1",4,2,4,3,7,1,36,5,0,6,3,21,2,1,0,6,1,3,2,994,2,3,4,2
"AZI2",2,0,3,3,3,0,26,0,0,0,1,11,0,0,0,1,2,0,3,173,2,4,3,1
"RBMS3",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGFBR2",2,2,1,0,0,0,23,3,0,0,3,15,2,0,3,2,1,0,1,70,0,0,2,16
"STT3B",0,2,3,2,4,0,7,4,0,1,1,21,6,0,0,1,1,0,1,192,3,3,1,1
"OSBPL10",0,0,0,0,0,0,5,0,0,0,2,0,0,1,1,0,0,0,0,15,0,2,0,0
"GPD1L",0,1,1,0,0,0,3,0,0,0,0,4,0,0,0,1,0,0,0,237,0,1,0,1
"CMTM8",0,1,4,0,0,0,5,1,0,0,0,18,1,0,0,1,0,0,0,288,0,0,1,0
"CMTM7",11,7,13,5,5,1,6,5,1,0,17,46,16,1,5,13,0,2,3,19,9,6,22,0
"CMTM6",6,8,41,1,1,0,45,9,5,7,26,60,8,0,15,15,1,5,7,310,6,19,4,2
"DYNC1LI1",5,0,12,0,0,1,15,1,4,1,8,13,1,0,0,4,1,1,1,155,2,0,2,1
"CNOT10",0,0,2,0,1,0,8,0,1,0,1,3,1,0,3,5,0,0,0,180,2,1,0,2
"GLB1",4,3,13,0,1,0,37,0,1,0,9,10,2,0,0,3,0,1,3,393,1,3,7,1
"CRTAP",8,0,9,0,0,0,84,2,0,0,2,4,2,2,0,3,0,0,0,295,1,1,3,1
"UBP1",0,1,1,0,0,0,1,2,0,1,0,1,0,0,2,1,0,0,0,77,0,0,0,1
"CLASP2",1,0,0,1,0,1,3,0,0,0,1,2,0,0,0,2,0,1,1,37,1,2,0,0
"RP11-10C24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"RP11-10C24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"RP11-10C24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"PDCD6IP",1,0,5,1,0,0,17,4,3,2,7,15,1,0,1,4,0,0,1,981,0,3,2,0
"TRANK1",1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,201,0,0,0,1
"EPM2AIP1",0,2,2,0,0,0,9,1,0,0,3,15,4,1,1,3,2,0,1,47,6,2,2,0
"MLH1",0,0,2,0,0,1,13,4,0,0,2,4,0,2,3,0,0,0,2,118,0,2,4,0
"LRRFIP2",1,1,7,0,1,0,19,0,1,0,4,13,3,1,0,5,0,0,1,677,2,5,0,2
"GOLGA4",0,1,1,0,0,0,12,3,1,0,6,9,1,0,0,5,0,0,0,368,2,1,1,2
"CTDSPL",0,0,0,0,0,0,13,1,0,0,0,0,0,2,0,0,0,0,0,438,0,0,0,0
"VILL",0,2,0,0,0,0,5,0,0,0,1,7,0,0,4,0,0,0,0,982,0,0,0,0
"PLCD1",0,0,2,0,0,0,4,1,0,0,0,5,0,0,0,0,0,0,0,304,0,0,0,0
"DLEC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"ACAA1",2,1,18,0,1,1,24,4,2,3,4,16,2,5,2,7,1,0,1,1704,5,2,3,3
"MYD88",1,0,3,0,0,0,5,2,1,0,3,2,1,0,2,7,0,0,0,237,0,1,2,0
"OXSR1",0,2,5,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,128,1,0,1,0
"XYLB",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,0,0,0,0
"ACVR2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,23,0,0,0,0
"EXOG",0,0,2,0,0,0,7,3,2,0,6,15,2,0,2,2,1,0,0,73,1,4,0,1
"WDR48",0,6,4,0,1,0,4,3,0,0,2,4,1,0,1,0,0,0,4,121,1,4,1,0
"GORASP1",1,0,0,0,0,0,4,0,0,0,2,2,0,0,1,1,0,1,0,186,1,0,0,0
"TTC21A",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,25,0,0,0,0
"CSRNP1",2,5,22,4,4,0,13,9,6,7,6,55,10,0,2,6,1,2,4,171,7,3,8,11
"SLC25A38",1,0,3,0,1,0,17,1,0,0,3,10,3,1,3,1,0,1,1,255,1,3,3,3
"RPSA",68,75,239,19,80,3,453,148,58,24,390,1231,142,15,155,368,62,28,71,18440,77,118,129,27
"MOBP",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"EIF1B",6,6,8,0,8,0,79,19,1,0,31,50,8,3,4,14,2,1,6,795,6,24,7,6
"ENTPD3-AS1",0,1,4,0,0,0,5,1,0,0,0,3,1,0,0,1,0,0,0,183,0,1,2,1
"RPL14",135,147,475,35,138,7,1248,265,91,129,660,2183,291,38,241,697,93,41,132,32784,187,233,244,48
"ZNF620",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16,1,0,0,0
"ZNF621",0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,14,0,0,0,0
"CTNNB1",0,0,6,0,1,0,13,2,1,0,1,2,1,2,1,5,0,0,0,203,0,0,0,0
"ULK4",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18,1,0,0,0
"TRAK1",4,0,4,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,1,232,0,0,0,0
"VIPR1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,440,0,0,0,0
"SEC22C",0,3,4,0,2,1,26,4,0,5,2,18,4,1,2,6,0,0,1,39,1,4,4,0
"SS18L2",1,8,11,6,8,0,29,13,1,0,19,86,10,0,8,32,0,1,4,498,7,6,9,1
"NKTR",1,3,4,2,5,1,36,10,4,2,12,41,7,1,2,7,0,1,3,319,4,5,2,4
"ZBTB47",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"CCDC13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"HIGD1A",2,2,5,0,2,0,44,5,3,4,2,23,5,0,2,2,3,0,1,1385,4,4,4,0
"ACKR2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"KRBOX1",1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0
"ZNF662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"POMGNT2",0,1,0,0,0,0,5,1,0,0,1,8,0,1,0,0,0,0,1,25,0,0,1,0
"SNRK",0,0,1,0,1,0,2,1,0,0,1,18,0,0,0,4,1,0,2,68,2,1,1,5
"ANO10",0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,197,0,0,0,1
"ABHD5",2,0,2,0,0,1,4,2,0,0,4,8,5,0,0,0,0,0,0,189,0,3,2,1
"TCAIM",2,0,2,1,0,0,4,2,0,0,2,2,0,1,1,2,0,0,0,115,0,1,1,0
"ZNF445",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0
"ZNF852",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,5,0,0,0,0
"ZNF197",0,0,0,0,0,0,5,0,1,0,0,2,0,0,5,0,0,0,0,49,0,0,0,0
"ZNF35",0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,1,14,0,3,0,3
"ZNF502",0,0,0,0,0,0,4,0,0,0,1,4,0,0,1,0,0,0,0,28,0,0,0,0
"ZNF501",0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,1
"KIAA1143",1,5,7,0,2,1,24,3,1,0,9,25,4,1,4,9,1,0,0,200,2,1,2,1
"KIF15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"TMEM42",2,3,2,0,1,1,13,5,0,0,2,14,3,0,1,6,0,1,1,205,2,4,0,0
"ZDHHC3",1,1,7,0,3,0,28,2,2,0,3,8,0,1,0,2,2,0,1,851,1,1,3,1
"EXOSC7",1,1,12,0,3,0,50,4,0,4,13,19,2,0,3,2,0,1,1,441,5,5,4,4
"CLEC3B",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDCP1",0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0
"LARS2",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,50,0,0,0,0
"LIMD1",0,0,2,0,0,0,3,1,0,0,2,1,0,0,0,0,1,0,1,107,1,0,0,0
"SACM1L",1,2,1,1,1,0,2,4,3,2,1,7,2,0,0,2,0,2,1,80,0,0,3,1
"SLC6A20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
"LZTFL1",0,3,3,0,0,0,4,2,2,2,0,3,0,2,2,0,0,2,1,71,2,0,0,0
"FYCO1",0,0,0,0,0,0,5,0,0,0,0,5,1,0,0,0,0,0,0,44,0,0,2,0
"CXCR6",0,3,0,0,7,0,0,6,0,0,0,62,3,0,0,11,0,0,2,1,0,0,20,0
"CCR1",0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0
"CCR2",0,0,1,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0
"CCR5",1,1,3,1,0,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,0,0,4,0
"CCRL2",0,1,17,0,0,0,2,8,0,0,0,4,4,0,1,2,0,0,0,140,0,0,0,1
"LRRC2",0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,2,0,0,0,39,0,0,0,0
"TDGF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0
"ALS2CL",0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0
"CCDC12",10,7,21,5,5,0,57,19,7,2,34,103,14,7,13,19,4,1,11,1386,12,16,15,11
"NBEAL2",0,0,2,0,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,117,0,0,1,0
"SETD2",0,0,1,1,0,0,3,1,1,0,1,3,0,0,1,6,0,1,1,195,0,7,3,0
"KIF9",0,1,1,2,0,0,13,0,0,2,5,7,0,0,0,2,0,1,1,392,3,0,0,4
"KLHL18",3,0,2,0,0,0,4,3,0,1,6,8,0,0,0,0,0,0,0,57,2,3,0,1
"RP11-708J19.1",0,1,0,1,0,0,14,0,0,0,1,2,0,0,0,2,0,0,0,70,1,0,1,0
"PTPN23",1,0,1,0,0,0,7,1,0,0,0,2,0,0,0,0,0,0,0,128,2,0,0,0
"SCAP",1,0,1,1,0,0,4,2,0,0,2,1,0,0,0,2,0,0,1,347,2,0,1,3
"ELP6",3,1,2,0,2,0,17,6,2,0,5,17,6,1,0,2,2,0,0,276,3,5,1,3
"SMARCC1",3,1,5,0,0,0,17,1,1,0,4,7,0,1,2,0,1,0,0,262,2,9,2,1
"DHX30",3,0,6,0,0,0,9,0,0,1,1,6,0,0,2,8,2,0,0,322,0,0,3,0
"MAP4",0,0,1,1,2,1,16,4,1,0,4,9,0,6,0,0,0,1,1,239,0,1,1,3
"CDC25A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
"CAMP",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,5,0,0
"ZNF589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,1
"NME6",4,0,2,0,1,0,8,1,0,1,4,4,1,0,4,0,2,1,0,200,1,3,0,0
"PLXNB1",0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0
"CCDC51",0,1,1,0,0,0,4,3,0,0,0,3,0,0,0,1,0,1,0,249,1,2,0,0
"TMA7",45,31,115,13,43,2,259,89,17,11,91,368,53,5,36,127,14,10,23,7969,41,41,45,13
"ATRIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"TREX1",6,0,7,0,0,0,18,6,0,0,3,5,0,0,4,1,1,0,1,179,1,3,0,0
"SHISA5",1,4,11,4,4,0,67,26,1,1,8,49,5,1,7,7,0,1,2,473,3,4,10,5
"PFKFB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
"UQCRC1",17,4,27,1,3,0,60,19,4,5,14,40,4,2,3,19,0,1,1,5498,10,22,7,4
"SLC26A6",0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,552,0,0,0,1
"NCKIPSD",0,0,5,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,133,0,1,1,0
"IP6K2",7,3,3,1,3,1,100,9,5,0,10,16,4,4,3,9,1,0,2,1622,1,4,5,5
"PRKAR2A",0,0,2,0,1,0,14,3,0,0,4,14,3,0,1,4,0,0,0,355,0,0,1,1
"SLC25A20",4,0,2,0,10,0,8,4,2,0,0,7,0,0,0,3,0,0,3,200,0,0,0,1
"ARIH2OS",0,0,0,0,0,0,6,0,0,1,2,3,3,0,0,1,0,0,0,53,0,1,3,0
"ARIH2",1,1,10,0,0,0,19,1,0,0,3,6,3,0,2,4,0,0,0,271,1,5,1,0
"P4HTM",3,1,3,1,3,1,21,2,1,2,5,18,6,0,0,2,6,4,0,514,3,4,3,4
"WDR6",1,2,5,0,1,0,11,0,0,1,6,4,0,4,2,3,7,2,0,329,0,0,3,0
"DALRD3",0,1,2,1,0,0,33,4,1,5,5,14,6,0,0,4,0,3,1,274,5,2,1,0
"NDUFAF3",23,10,25,0,7,2,142,35,6,13,23,98,12,6,7,18,3,2,11,2162,14,28,15,18
"IMPDH2",11,2,32,0,6,3,110,9,5,2,26,44,2,1,12,16,0,6,1,2864,9,23,1,3
"RP13-131K19.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"QRICH1",0,0,2,0,0,0,8,1,0,0,0,11,1,0,2,3,0,0,1,165,0,2,3,0
"QARS",9,3,21,0,6,0,38,6,2,2,10,25,4,2,5,1,1,0,0,1625,2,6,9,4
"USP19",1,0,1,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,1,165,1,0,0,0
"LAMB2",2,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1
"CCDC71",0,1,3,0,0,0,12,2,0,0,3,4,2,0,2,1,1,0,0,166,3,2,0,0
"KLHDC8B",5,0,2,0,0,0,14,1,0,1,0,0,0,2,0,0,0,0,0,25,0,0,0,2
"C3orf62",1,0,1,0,0,0,3,0,0,0,0,1,3,0,1,0,0,0,0,66,0,0,0,1
"USP4",4,0,4,0,0,0,3,1,0,0,2,9,2,0,0,2,0,0,1,125,0,2,0,0
"GPX1",473,4,604,5,3,3,243,23,8,16,72,99,6,10,30,37,3,1,12,3627,27,14,49,21
"RHOA",70,14,81,8,13,4,246,46,14,11,36,154,32,10,19,40,2,1,12,2231,17,52,22,25
"TCTA",2,0,3,0,0,1,17,5,3,2,1,6,1,1,0,2,0,1,0,231,2,0,1,1
"AMT",2,0,2,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,413,0,0,0,0
"NICN1",1,0,2,0,0,1,3,1,0,0,1,3,0,0,1,1,1,0,0,32,0,0,0,0
"DAG1",0,0,0,0,0,1,2,0,0,0,1,3,0,1,0,0,0,0,0,293,0,1,0,0
"APEH",5,1,6,0,0,0,12,5,1,1,3,18,2,0,2,6,0,0,2,766,5,5,2,1
"MST1",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,180,0,0,0,0
"RNF123",0,1,0,0,0,0,5,0,1,0,1,0,2,1,0,0,0,0,0,68,0,1,1,0
"GMPPB",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,11,2,0,0,0
"IP6K1",3,0,2,0,0,0,6,2,0,0,5,14,0,0,0,5,0,0,0,142,2,0,4,0
"FAM212A",0,0,0,0,0,0,1,0,0,1,5,0,0,0,2,0,0,0,0,1,1,2,0,0
"UBA7",0,3,2,0,0,0,13,2,0,4,1,4,1,0,1,2,0,1,0,162,0,0,3,0
"TRAIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
"MST1R",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,229,0,0,0,0
"MON1A",0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,57,1,0,1,0
"RBM6",2,1,4,0,3,0,10,5,0,0,8,15,2,0,1,3,1,0,0,239,4,12,2,2
"RBM5",0,0,6,0,0,0,13,0,0,0,1,9,0,2,4,4,1,0,0,320,0,1,2,2
"SEMA3F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,1
"GNAI2",18,1,27,0,3,1,36,5,3,1,5,17,4,0,1,3,0,2,1,119,5,14,1,7
"U73166.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
"SEMA3B-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"SEMA3B",0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0
"LSMEM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"IFRD2",1,1,5,0,1,4,21,4,3,2,5,18,3,0,3,7,0,0,3,549,3,8,1,1
"HYAL3",0,0,0,0,0,0,3,0,0,2,1,4,0,0,0,0,0,0,0,26,0,0,0,0
"NAT6",0,0,2,0,0,0,7,1,0,0,0,9,0,0,2,3,0,2,0,26,0,0,0,0
"HYAL2",2,0,2,0,0,0,15,0,0,1,0,0,0,2,0,1,0,0,0,184,0,0,0,23
"TUSC2",2,5,4,0,6,0,21,7,5,0,8,27,4,0,1,1,1,3,5,571,8,2,8,2
"RASSF1",5,3,5,2,2,0,10,22,5,3,9,23,5,1,3,1,5,2,5,206,1,6,1,1
"NPRL2",1,3,2,0,1,0,16,7,3,2,1,10,1,0,0,3,0,0,2,331,1,4,0,0
"CYB561D2",11,3,8,1,2,1,16,9,2,3,3,26,4,0,1,5,4,1,3,649,14,0,3,0
"TMEM115",3,4,3,0,0,0,21,1,0,0,0,5,1,0,0,2,0,0,0,368,0,0,1,0
"CACNA2D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0
"HEMK1",1,0,2,0,0,0,8,1,0,1,3,15,1,0,2,2,1,0,0,238,3,0,1,2
"CISH",0,1,2,0,1,0,3,5,0,0,0,1,0,0,0,1,0,0,3,92,0,0,0,0
"MAPKAPK3",2,1,6,0,0,0,8,8,0,0,2,14,1,0,0,4,1,0,1,183,3,0,2,0
"MANF",21,7,31,0,5,1,47,13,7,4,17,69,12,2,2,21,2,3,8,1082,56,9,4,3
"RBM15B",2,1,1,0,2,0,7,0,0,0,1,3,2,0,0,5,0,0,0,193,1,2,0,1
"VPRBP",0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,77,0,1,0,0
"RAD54L2",2,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,2,67,0,0,0,0
"TEX264",12,2,12,1,6,2,57,12,1,3,14,39,7,0,8,12,1,0,3,1529,8,3,6,8
"RRP9",3,0,0,0,1,0,5,4,1,0,12,9,0,0,0,1,0,0,0,270,3,6,0,0
"PARP3",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,103,0,1,0,0
"PCBP4",0,1,0,0,4,1,6,5,0,0,0,11,0,0,0,4,0,0,0,54,0,0,0,0
"ABHD14B",1,4,4,0,7,1,62,14,1,1,10,49,10,3,12,14,0,0,1,1263,8,5,10,0
"ABHD14A",4,3,1,0,5,3,36,4,3,3,5,53,4,1,3,8,2,1,3,278,3,2,7,1
"ACY1",0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,179,0,0,0,0
"RPL29",164,120,608,31,125,7,1474,305,75,76,628,1805,263,47,334,625,96,26,101,42425,234,267,263,65
"DUSP7",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0
"POC1A",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,114,0,1,0,1
"ALAS1",2,2,6,1,0,1,34,3,0,2,4,9,0,0,1,5,2,0,2,423,3,0,2,3
"TWF2",7,2,25,1,2,0,53,24,1,0,11,33,9,2,4,8,2,3,1,620,5,5,9,2
"PPM1M",7,0,6,0,0,0,12,2,0,4,1,19,3,0,2,2,0,0,2,7,0,0,1,0
"WDR82",0,0,4,0,0,0,18,1,1,0,2,8,2,2,3,4,1,1,1,211,2,0,4,1
"GLYCTK",0,0,2,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,278,0,2,0,0
"DNAH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"BAP1",0,1,0,0,0,0,8,0,0,0,0,4,0,0,0,1,0,0,0,210,0,0,1,1
"PHF7",1,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,102,0,0,0,0
"TNNC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"NISCH",11,0,4,0,0,0,3,1,1,0,3,1,4,1,2,1,0,0,0,174,1,2,1,2
"STAB1",52,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"NT5DC2",2,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,90,2,1,0,0
"SMIM4",5,2,1,0,0,0,3,1,0,0,3,9,1,0,1,1,0,0,0,223,0,3,1,0
"PBRM1",2,0,14,0,1,0,8,1,1,0,4,6,0,1,1,1,0,0,2,155,1,2,1,1
"GNL3",5,2,17,0,8,0,9,3,5,5,10,58,5,2,4,11,8,1,6,737,11,7,5,5
"GLT8D1",0,3,9,1,0,3,44,2,1,2,2,12,4,0,1,0,0,0,1,161,5,2,2,1
"SPCS1",14,13,51,5,15,6,152,53,9,18,44,158,27,5,21,59,5,3,16,2904,91,22,24,10
"NEK4",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0
"TMEM110",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,13,0,1,2,0
"SFMBT1",1,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,71,0,1,0,0
"RFT1",0,1,4,1,2,0,5,0,1,1,1,11,2,0,0,1,0,0,1,124,4,0,0,0
"PRKCD",4,0,6,0,1,0,1,0,1,1,4,3,1,0,0,2,0,0,0,559,1,5,0,0
"TKT",21,2,46,1,2,2,36,6,1,1,7,25,6,1,9,11,3,1,2,1535,4,18,6,3
"DCP1A",0,2,1,0,2,0,8,5,3,4,7,18,2,0,1,11,1,0,3,201,2,4,4,3
"CACNA1D",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,0,0,0,0
"CHDH",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,451,0,0,0,0
"IL17RB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0
