"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"RP11-91K11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTUD3",2,0,1,2,9,0,1,2,1,0,1,1,0,0,0,10,0,1,0,1,0,0
"PLA2G2A",3,3,3,4,2890,1,3,0,0,1,3,1,0,0,0,939,2,4,4,2,8,0
"PLA2G5",0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2D",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G2C",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"UBXN10-AS1",0,0,0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBXN10",0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,2,0
"VWA5B1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAMK2N1",1,1,0,4,194,0,0,2,0,1,0,3,1,0,0,267,12,0,1,0,6,13
"MUL1",1,0,0,3,37,0,0,1,0,0,1,0,0,0,0,8,1,1,6,0,6,2
"FAM43B",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDA",3,0,0,0,119,0,2,0,0,0,1,0,0,0,0,81,0,0,25,0,40,0
"PINK1",1,0,0,1,87,0,1,2,0,1,1,1,0,0,0,25,1,3,2,0,21,5
"PINK1-AS",0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"DDOST",19,1,7,19,388,3,7,14,0,6,7,0,0,1,4,133,4,31,14,1,33,6
"KIF17",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"HP1BP3",37,12,8,44,499,4,9,31,8,26,18,9,8,0,5,171,17,13,34,13,59,35
"EIF4G3",9,1,7,5,113,1,2,9,3,0,5,3,0,2,0,81,3,2,13,1,34,10
"ECE1",0,2,0,12,137,1,10,1,1,6,1,1,0,1,4,57,9,3,6,0,103,8
"NBPF3",0,0,0,0,11,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0
"ALPL",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"RAP1GAP",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,0,0,0,0,0,0
"USP48",4,5,4,12,151,0,11,23,6,7,5,2,4,0,0,53,2,33,14,3,24,5
"LDLRAD2",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"HSPG2",1,0,1,52,299,1,8,10,1,1,1,2,0,0,0,43,2,1,1,0,376,27
"CELA3A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP1-224A6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LINC00339",1,0,1,1,13,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0
"CDC42",92,15,43,32,722,14,28,60,8,50,39,10,4,6,9,313,18,11,148,9,185,61
"WNT4",0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZBTB40",1,0,1,1,26,0,0,2,0,2,1,1,0,0,0,8,2,0,3,1,7,0
"C1QA",1097,1,172,3,31,2,0,0,0,2,0,0,0,0,0,4,0,0,159,1,3,4
"C1QC",467,0,71,1,6,0,0,1,0,2,0,0,0,0,0,5,1,0,65,0,4,2
"C1QB",1249,1,158,1,19,0,0,3,0,2,1,0,0,0,0,3,1,2,166,0,3,2
"EPHB2",6,0,0,2,40,0,1,1,0,0,0,0,0,0,0,118,0,0,1,0,0,0
"KDM1A",1,2,4,2,48,0,1,2,2,1,1,0,0,1,0,30,1,0,2,2,10,0
"LUZP1",7,1,2,10,177,3,11,5,0,6,6,0,2,0,2,67,5,1,3,2,113,10
"LINC01355",1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
"HNRNPR",14,8,19,37,374,2,10,26,10,26,10,7,2,1,3,197,14,9,33,9,76,36
"ZNF436",0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,5,1
"ZNF436-AS1",0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0
"RP5-1057J7.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCEA3",0,0,2,3,171,0,2,2,0,1,0,0,0,0,0,270,1,1,1,1,8,14
"ASAP3",0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,3,3
"E2F2",1,0,1,0,2,0,0,0,0,1,1,0,1,0,0,28,0,0,0,0,0,0
"ID3",15,1,2,19,1494,6,34,5,7,2,4,1,1,0,1,276,66,13,5,1,577,26
"MDS2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RPL11",550,192,426,326,11216,125,339,1122,547,833,419,68,135,84,134,5392,212,401,957,173,1338,516
"TCEB3",2,1,2,10,103,0,6,5,1,2,5,2,1,0,1,42,0,3,4,1,21,5
"TCEB3-AS1",1,1,0,0,13,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,3,0
"PITHD1",10,2,5,17,138,3,4,11,5,8,5,2,0,1,1,60,8,4,17,2,21,19
"LYPLA2",6,1,4,3,51,2,4,5,0,6,6,0,0,0,0,57,3,1,6,2,16,3
"GALE",5,0,2,1,16,2,2,2,0,1,0,0,0,0,0,119,0,0,2,0,16,1
"HMGCL",4,3,1,7,98,0,2,7,2,1,3,1,1,0,0,33,0,0,4,0,11,1
"FUCA1",17,1,2,7,113,6,2,5,0,2,0,0,0,0,0,108,0,3,3,0,9,3
"CNR2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNRC2",17,12,8,19,387,4,10,12,13,20,19,4,3,0,3,147,10,4,31,1,59,41
"SRSF10",15,4,8,37,340,6,15,32,3,25,10,6,4,3,8,169,19,8,17,2,111,37
"MYOM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
"IL22RA1",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0
"IFNLR1",0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0
"STPG1",1,0,0,0,12,0,0,1,1,2,0,0,0,0,0,13,0,1,1,0,4,0
"NIPAL3",0,1,1,3,25,1,0,5,1,9,2,0,3,1,1,20,1,3,1,2,14,0
"RCAN3",2,1,0,14,16,1,3,1,3,24,13,0,3,0,5,12,0,4,1,5,1,0
"RP4-594I10.3",0,0,0,4,7,2,0,2,1,6,2,0,0,0,0,5,1,1,0,2,1,3
"NCMAP",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"SRRM1",59,13,27,60,518,7,22,54,14,45,29,12,4,3,7,328,14,30,67,9,104,54
"CLIC4",5,0,2,50,132,0,2,2,0,0,0,7,0,0,0,13,11,5,6,0,120,26
"RUNX3",16,15,22,0,2,12,0,22,7,67,47,0,3,7,16,1,0,2,17,8,0,0
"SYF2",33,6,13,16,447,4,13,33,13,30,12,4,4,1,1,115,11,11,52,7,97,40
"RSRP1",28,15,19,32,438,11,20,52,21,45,22,5,12,5,15,154,6,20,48,8,74,18
"RP3-465N24.6",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"RHD",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"TMEM50A",44,8,16,53,738,5,21,43,8,21,17,14,4,1,2,108,21,13,57,4,122,31
"RHCE",0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TMEM57",3,3,3,7,112,0,4,9,1,2,5,0,0,0,1,33,3,5,7,0,19,3
"LDLRAP1",1,1,0,2,27,0,3,0,0,4,1,0,1,0,0,28,4,4,1,0,14,3
"RP11-70P17.1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
"MAN1C1",1,2,0,1,128,4,2,3,0,2,1,1,1,0,2,1,0,0,2,0,2,0
"RP1-187B23.1",0,0,0,0,25,1,0,4,0,0,4,1,1,0,2,0,0,0,1,0,1,0
"SEPN1",1,0,3,6,135,1,11,13,0,1,1,0,1,0,0,21,5,1,5,0,37,3
"RP1-317E23.3",0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MTFR1L",5,1,4,3,85,2,4,11,0,1,0,3,2,0,0,20,4,1,6,0,8,8
"AUNIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP1-125I3.2",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"PAQR7",2,0,1,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"STMN1",20,1,10,37,34,1,19,79,1,4,3,3,0,1,1,199,1,2,1,0,31,3
"PAFAH2",2,0,0,1,15,1,0,3,0,0,2,0,0,0,0,30,1,0,4,1,7,1
"EXTL1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIM63",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDIK1L",1,0,1,0,11,0,0,0,0,0,0,0,1,0,0,10,1,1,1,0,3,1
"FAM110D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"ZNF593",11,0,9,6,101,3,2,10,7,2,6,0,2,1,0,102,5,8,12,3,29,12
"CNKSR1",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,0,3,0,0,0,0
"CEP85",3,0,1,0,3,0,0,2,1,0,1,0,0,0,0,6,0,0,1,0,2,0
"SH3BGRL3",160,48,171,30,2802,31,33,225,23,188,164,9,21,21,31,722,19,26,479,27,287,36
"UBXN11",7,0,2,0,29,0,0,1,0,3,2,0,2,2,1,8,1,0,13,1,6,2
"CD52",3,59,51,8,28,71,1,56,111,325,227,0,36,30,53,3,0,9,291,61,5,0
"AIM1L",0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,11,0,0,0,0,0,0
"ZNF683",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"DHDDS",4,2,3,6,51,0,3,1,3,0,0,0,1,0,0,57,3,4,7,0,3,2
"HMGN2",45,15,42,45,1077,7,11,70,33,33,28,14,7,5,13,730,18,26,59,8,106,51
"RPS6KA1",13,1,4,1,6,1,0,4,1,2,3,0,0,2,0,76,0,3,11,1,4,1
"RP5-968P14.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"ARID1A",14,2,11,4,136,5,4,14,4,14,11,2,0,1,4,81,9,8,20,2,32,11
"PIGV",1,0,0,3,26,0,1,0,0,1,0,0,0,0,0,17,2,1,2,0,0,1
"ZDHHC18",2,2,2,1,17,0,0,0,0,2,2,0,1,1,0,11,0,0,1,0,1,0
"SFN",8,0,1,5,48,0,0,4,2,4,1,0,1,1,0,555,3,2,5,0,11,5
"GPN2",2,0,3,1,41,0,2,1,0,1,1,0,0,0,0,18,0,0,4,2,3,0
"GPATCH3",2,0,1,1,18,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0
"NUDC",20,5,11,39,396,3,13,30,7,4,10,4,2,4,7,149,11,9,24,7,57,47
"NR0B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"KDF1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0,0
"TRNP1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
"FAM46B",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"SLC9A1",2,1,0,1,60,0,2,9,1,1,4,0,0,0,0,46,1,1,3,0,6,2
"WDTC1",2,0,4,2,42,0,4,5,2,3,1,1,1,0,0,11,0,2,8,1,6,7
"TMEM222",4,2,0,3,65,1,3,6,1,3,2,0,0,2,0,23,4,0,1,1,13,1
"SYTL1",0,3,0,0,7,1,0,0,4,7,4,0,3,2,2,6,0,9,3,1,1,1
"MAP3K6",0,1,0,4,57,0,0,0,1,2,1,1,0,1,0,8,2,1,0,0,11,1
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"GPR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WASF2",46,11,26,52,744,6,33,26,9,24,18,11,4,3,3,211,21,1,79,7,158,55
"RP1-159A19.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AHDC1",0,0,2,2,102,0,2,3,0,2,0,0,0,0,0,13,4,2,1,0,15,14
"FGR",1,0,6,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,45,0,9,0
"IFI6",22,5,2,69,757,2,10,13,7,7,11,3,1,2,2,16,11,10,27,1,133,9
"FAM76A",2,2,2,7,79,0,2,4,0,5,3,1,2,0,1,17,4,0,2,0,8,8
"STX12",17,1,9,14,112,1,7,5,1,5,1,0,2,1,2,56,9,3,26,0,32,12
"PPP1R8",5,0,0,5,64,3,2,4,1,5,1,4,1,0,1,27,1,1,1,1,8,8
"THEMIS2",21,0,8,0,12,0,1,1,1,0,2,0,1,1,0,1,1,6,33,0,1,0
"RPA2",7,6,2,7,101,1,3,10,7,7,8,1,1,2,2,41,2,3,2,2,13,4
"SMPDL3B",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,0,0
"XKR8",0,0,0,0,20,0,1,0,0,2,1,0,0,0,0,4,1,1,1,0,4,1
"EYA3",3,0,4,3,34,0,0,6,0,1,0,1,2,0,0,13,2,2,3,1,6,2
"PTAFR",12,0,5,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,15,0,18,0
"DNAJC8",32,11,9,24,428,5,8,32,9,27,14,11,3,3,4,113,12,10,29,6,72,38
"ATPIF1",29,10,11,35,624,10,9,45,14,30,18,7,4,2,7,684,15,32,36,7,140,48
"RP5-1092A3.4",0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"SESN2",4,1,2,1,31,1,0,0,0,0,1,0,0,0,0,17,4,0,4,0,10,2
"MED18",1,0,0,0,7,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,3,1
"PHACTR4",14,4,4,20,110,0,5,12,2,3,6,2,1,1,0,78,7,5,18,0,35,7
"RCC1",1,1,0,1,17,0,0,1,1,2,1,0,0,0,0,45,0,2,5,0,5,0
"TRNAU1AP",4,5,1,7,72,2,2,4,2,5,5,3,1,0,1,33,2,4,18,0,17,5
"SNHG12",9,0,2,5,54,1,3,5,1,8,6,1,0,1,4,59,1,5,3,2,6,3
"TAF12",6,4,4,16,203,2,4,6,2,11,6,2,2,0,4,35,3,2,14,0,21,4
"RAB42",2,0,0,0,6,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"RP11-442N24--B.1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU11",15,1,5,1,53,1,0,9,0,2,1,2,0,2,0,19,1,14,16,2,2,0
"GMEB1",3,2,7,5,44,0,3,7,3,3,1,2,0,1,0,12,3,0,5,0,11,3
"YTHDF2",12,2,4,9,158,1,5,7,1,4,7,1,0,1,3,82,6,7,18,3,26,7
"OPRD1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"EPB41",2,7,0,1,18,4,3,1,0,10,2,0,3,1,1,43,0,5,4,4,6,1
"TMEM200B",0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
"SRSF4",18,8,21,27,326,1,7,21,7,8,16,6,5,3,8,175,11,11,28,4,107,33
"MECR",1,0,1,3,68,1,2,0,0,2,0,0,0,0,1,22,3,0,0,0,8,2
"PTPRU",0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"MATN1-AS1",0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0
"LAPTM5",179,24,57,1,9,11,19,136,39,62,31,0,11,2,7,5,1,2,151,9,2,3
"RP5-1125N11.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDC3",20,0,3,17,81,0,9,3,0,1,0,3,0,0,0,4,0,0,7,0,15,4
"PUM1",12,3,7,10,198,3,7,7,2,3,5,3,1,0,0,97,5,5,18,5,34,12
"SNRNP40",10,1,3,13,126,0,2,7,5,5,6,0,0,0,0,48,2,4,4,1,24,8
"ZCCHC17",7,3,4,12,236,0,6,9,3,3,2,2,0,2,2,56,5,5,13,1,27,9
"FABP3",4,0,0,0,67,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"SERINC2",0,0,0,1,12,0,0,2,1,1,0,0,0,0,0,189,0,0,3,1,3,0
"TINAGL1",0,0,0,2,8,0,7,9,0,3,2,0,0,0,0,62,48,1,1,0,184,111
"PEF1",5,1,5,15,111,4,7,18,0,5,4,1,0,1,0,56,4,3,7,1,49,6
"RP11-73M7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-73M7.9",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"COL16A1",1,0,0,13,113,0,0,1,0,1,0,1,0,0,0,3,0,0,1,0,1,4
"ADGRB2",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPOCD1",0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"RP11-84A19.4",0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PTP4A2",46,7,33,11,414,1,10,36,13,27,17,3,4,6,4,240,1,12,79,7,50,12
"KHDRBS1",19,1,7,8,257,5,10,12,9,7,8,4,2,1,6,139,11,3,32,3,66,22
"RP11-277A4.4",0,0,0,0,7,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,3,2
"TMEM39B",4,1,0,1,41,0,4,2,0,1,1,0,0,0,0,16,0,2,2,0,5,2
"KPNA6",6,8,5,9,165,2,6,15,4,8,9,2,1,1,2,49,5,4,13,5,37,21
"TXLNA",6,0,0,6,91,1,2,9,2,4,2,0,2,0,1,29,3,4,4,1,16,6
"CCDC28B",5,0,2,3,100,1,3,2,1,0,2,1,1,0,1,9,4,0,0,0,11,5
"IQCC",0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,2,0
"DCDC2B",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"TMEM234",1,0,0,5,35,0,0,4,0,0,0,0,1,1,0,14,1,2,1,0,6,4
"EIF3I",13,5,20,19,588,3,15,20,4,16,19,2,1,2,3,245,16,15,32,5,88,18
"FAM167B",0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,111,0
"LCK",0,14,1,0,4,7,0,2,1,49,39,0,8,3,21,2,0,0,1,15,0,0
"HDAC1",6,5,7,8,106,1,3,5,5,9,5,2,1,0,1,208,5,1,12,1,46,9
"MARCKSL1",25,2,11,10,65,0,70,5,7,2,2,2,0,1,1,409,10,1,16,1,152,0
"TSSK3",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM229A",0,0,0,0,11,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,2,0
"BSDC1",1,2,3,10,177,2,2,6,10,11,6,0,3,3,1,52,4,9,5,2,23,8
"ZBTB8B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ZBTB8A",2,0,0,2,71,0,1,5,0,0,0,5,0,0,0,18,2,0,1,0,11,10
"ZBTB8OS",10,2,2,10,129,2,1,4,3,9,5,4,1,0,2,62,5,10,10,4,30,9
"RBBP4",15,3,8,19,152,8,8,13,10,12,5,7,2,1,1,134,5,14,18,1,37,9
"SYNC",3,1,1,6,56,1,2,5,3,2,2,1,0,0,1,20,1,2,4,1,6,2
"KIAA1522",0,0,0,0,14,0,2,14,0,0,0,0,0,0,0,64,0,0,1,0,7,2
"YARS",3,1,2,1,46,1,3,5,1,3,2,1,0,1,3,37,1,5,8,2,4,0
"S100PBP",4,1,2,3,52,1,2,8,9,1,2,0,0,0,0,13,2,2,5,0,10,1
"FNDC5",0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"HPCA",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"TMEM54",2,1,0,3,93,1,3,3,1,4,4,1,1,0,1,779,1,4,9,0,13,6
"RNF19B",11,1,0,2,21,0,1,2,0,3,1,0,0,0,0,38,0,0,10,0,7,2
"AK2",7,1,2,12,105,0,6,10,1,2,4,0,2,1,0,129,5,4,13,0,28,12
"AZIN2",1,0,0,0,19,0,0,0,0,2,2,0,0,0,0,19,0,0,0,0,2,1
"TRIM62",0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0
"ZNF362",0,0,1,3,44,0,4,3,1,3,0,0,0,0,0,3,2,2,1,0,12,4
"RP11-415J8.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHC2",5,0,2,4,51,0,1,2,1,2,3,3,0,0,0,28,4,1,6,0,13,5
"ZSCAN20",1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0
"CSMD2",0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMIM12",14,0,7,6,99,0,9,6,4,7,8,1,1,0,0,59,5,1,14,1,45,33
"GJB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"GJA4",0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,23,0,0,0,14,30
"DLGAP3",3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-244H3.4",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMYM6NB",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMYM6",3,1,3,0,16,0,0,2,0,3,1,0,0,0,0,9,1,1,3,0,7,3
"ZMYM1",0,0,0,0,24,0,0,2,0,0,0,1,2,0,0,6,0,0,2,0,6,1
"SFPQ",36,14,19,20,449,3,19,40,14,30,18,14,7,2,5,296,21,16,56,8,110,31
"ZMYM4",5,1,2,7,70,0,3,7,0,2,1,2,0,0,1,23,2,1,5,1,20,4
"KIAA0319L",7,3,3,4,77,1,3,7,2,8,8,1,0,0,2,35,4,6,6,1,15,4
"NCDN",0,1,1,1,22,1,2,0,2,3,0,2,0,0,0,2,0,0,1,1,3,0
"RP4-728D4.2",0,0,3,0,3,0,0,6,0,0,1,0,0,1,0,1,0,0,4,1,0,0
"PSMB2",27,3,10,25,353,1,15,13,5,10,11,1,2,1,1,122,5,13,21,3,60,24
"C1orf216",1,0,0,3,38,0,0,3,0,1,0,0,0,0,0,5,4,0,0,0,6,4
"CLSPN",9,1,0,0,0,0,0,2,0,1,1,0,0,0,0,42,0,1,1,0,5,1
"AGO4",7,1,3,3,23,0,0,4,1,5,2,0,0,1,1,7,0,0,6,0,7,1
"AGO1",3,2,4,7,48,0,0,5,2,1,0,1,1,0,0,17,1,3,6,1,7,5
"RP4-789D17.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"AGO3",13,1,6,11,165,0,5,13,3,12,4,3,1,0,1,33,3,11,15,1,19,9
"RP4-665N4.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"TEKT2",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRHL2",4,0,4,6,71,1,2,3,0,1,2,1,1,0,1,26,4,0,4,1,5,8
"COL8A2",1,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC3",22,5,11,13,208,2,9,13,2,8,7,3,1,0,4,90,6,9,26,3,43,16
"MAP7D1",9,3,4,4,81,0,5,2,0,13,4,1,2,0,2,13,4,3,3,0,29,17
"THRAP3",22,5,13,16,374,3,15,26,14,15,17,4,2,1,3,124,9,4,29,8,56,31
"SH3D21",0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,1,0
"EVA1B",16,0,3,2,135,1,2,1,0,0,0,3,1,0,0,0,9,0,3,0,51,4
"RP11-268J15.5",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STK40",5,0,1,0,71,0,0,5,1,2,2,0,1,0,0,21,3,3,6,0,10,3
"LSM10",14,1,12,14,219,3,5,11,6,10,1,0,2,0,2,45,6,14,30,3,20,9
"OSCP1",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1
"MRPS15",10,1,10,16,282,0,9,11,5,9,9,4,0,3,6,175,6,14,24,2,44,28
"CSF3R",7,0,8,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,50,0,0,0
"GRIK3",0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"LINC01137",0,0,0,1,15,0,0,0,0,3,1,0,0,0,0,2,0,0,1,0,1,1
"ZC3H12A",1,1,0,1,76,1,0,6,1,11,2,0,1,0,1,68,1,0,11,0,3,4
"MEAF6",11,5,9,18,294,6,6,19,5,16,14,1,0,3,8,51,9,4,13,2,50,22
"SNIP1",5,1,2,2,27,2,0,2,2,0,0,0,0,1,0,12,1,1,4,0,5,2
"DNALI1",0,0,0,8,39,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2
"GNL2",5,0,6,8,70,1,2,7,4,3,2,3,1,0,0,49,1,2,8,0,10,5
"RSPO1",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1orf109",1,0,2,1,35,0,0,1,0,2,1,0,1,0,1,18,0,3,0,0,4,2
"CDCA8",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0
"EPHA10",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,1,0
"MANEAL",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"YRDC",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,0,0,1,1,6,0
"C1orf122",7,1,8,18,358,0,7,4,0,0,4,5,0,0,3,93,9,4,19,0,34,26
"MTF1",4,0,6,5,49,0,2,4,0,2,2,1,0,1,1,31,2,2,13,0,8,4
"INPP5B",0,0,2,0,31,0,0,5,0,1,0,0,1,0,0,9,0,0,1,1,3,1
"SF3A3",7,0,7,11,128,1,4,9,1,5,3,2,1,0,0,45,3,2,10,1,30,4
"FHL3",0,0,1,3,59,0,4,5,0,0,0,3,0,0,0,0,5,0,3,0,4,2
"UTP11L",2,1,4,4,84,0,2,3,1,1,1,3,0,0,0,31,4,2,7,1,17,6
